variables,units,values,description
blade.fatigue.sparU_sigma_ult,Pa,[6.e+08],
blade.fatigue.sparU_wohlerA,Pa,[6.e+08],
blade.fatigue.sparU_wohlerexp,,[1.],
blade.fatigue.sparL_sigma_ult,Pa,[6.e+08],
blade.fatigue.sparL_wohlerA,Pa,[6.e+08],
blade.fatigue.sparL_wohlerexp,,[1.],
blade.fatigue.teU_sigma_ult,Pa,[1.],
blade.fatigue.teU_wohlerA,Pa,[1.],
blade.fatigue.teU_wohlerexp,,[1.],
blade.fatigue.teL_sigma_ult,Pa,[1.],
blade.fatigue.teL_wohlerA,Pa,[1.],
blade.fatigue.teL_wohlerexp,,[1.],
nacelle.uptilt,rad,[0.08726],Nacelle uptilt angle. A standard machine has positive values.
nacelle.distance_tt_hub,m,[2.],Vertical distance from tower top plane to hub flange
nacelle.overhang,m,[5.],Horizontal distance from tower top edge to hub flange
nacelle.gearbox_efficiency,,[0.955],Efficiency of the gearbox. Set to 1.0 for direct-drive
nacelle.gear_ratio,,[97.],Total gear ratio of drivetrain (use 1.0 for direct)
nacelle.distance_hub2mb,m,[2.],Distance from hub flange to first main bearing along shaft
nacelle.distance_mb2mb,m,[1.],Distance from first to second main bearing along shaft
nacelle.L_generator,m,[2.],Generator length along shaft
nacelle.lss_diameter,m,[0.577 0.577],Diameter of low speed shaft
nacelle.lss_wall_thickness,m,[0.288 0.288],Thickness of low speed shaft
nacelle.damping_ratio,,[0.01],Damping ratio for the drivetrain system
nacelle.brake_mass_user,kg,[0.],Override regular regression-based calculation of brake mass with this value
nacelle.hvac_mass_coeff,kg/kW/m,[0.025],Regression-based scaling coefficient on machine rating to get HVAC system mass
nacelle.converter_mass_user,kg,[0.],Override regular regression-based calculation of converter mass with this value
nacelle.transformer_mass_user,kg,[0.],Override regular regression-based calculation of transformer mass with this value
nacelle.hss_length,m,[1.5],Length of high speed shaft
nacelle.hss_diameter,m,[0.288 0.288],Diameter of high speed shaft
nacelle.hss_wall_thickness,m,[0.144 0.144],Wall thickness of high speed shaft
nacelle.bedplate_flange_width,m,[1.],Bedplate I-beam flange width
nacelle.bedplate_flange_thickness,m,[0.05],Bedplate I-beam flange thickness
nacelle.bedplate_web_thickness,m,[0.05],Bedplate I-beam web thickness
nacelle.mb1Type,Unavailable,CARB,Type of main bearing: CARB / CRB / SRB / TRB
nacelle.mb2Type,Unavailable,SRB,Type of main bearing: CARB / CRB / SRB / TRB
nacelle.uptower,Unavailable,True,If power electronics are located uptower (True) or at tower base (False)
nacelle.lss_material,Unavailable,steel,Material name identifier for the low speed shaft
nacelle.hss_material,Unavailable,steel,Material name identifier for the high speed shaft
nacelle.bedplate_material,Unavailable,steel,Material name identifier for the bedplate
nacelle.gear_configuration,Unavailable,eep,3-letter string of Es or Ps to denote epicyclic or parallel gear configuration
nacelle.planet_numbers,Unavailable,"[3, 3, 0]",Number of planets for epicyclic stages (use 0 for parallel)
generator.B_r,T,[1.2],
generator.P_Fe0e,W/kg,[1.],
generator.P_Fe0h,W/kg,[4.],
generator.S_N,,[-0.002],
generator.alpha_p,,[1.09955743],
generator.b_r_tau_r,,[0.45],
generator.b_ro,m,[0.004],
generator.b_s_tau_s,,[0.45],
generator.b_so,m,[0.004],
generator.cofi,,[0.9],
generator.freq,Hz,[60.],
generator.h_i,m,[0.001],
generator.h_sy0,,[0.],
generator.h_w,m,[0.005],
generator.k_fes,,[0.9],
generator.k_fillr,,[0.55],
generator.k_fills,,[0.65],
generator.k_s,,[0.2],
generator.mu_0,m*kg/s**2/A**2,[1.25663706e-06],
generator.mu_r,m*kg/s**2/A**2,[1.06],
generator.p,,[3.],
generator.phi,rad,[1.57079633],
generator.ratio_mw2pp,,[0.7],
generator.resist_Cu,ohm/m,[2.52e-08],
generator.sigma,Pa,[21500.],
generator.y_tau_p,,[0.8],
generator.y_tau_pr,,[0.8333333],
generator.I_0,A,[40.],
generator.d_r,m,[0.],
generator.h_m,m,[0.],
generator.h_0,m,[0.01],
generator.h_s,m,[0.08],
generator.len_s,m,[0.49],
generator.n_r,,[0.],
generator.rad_ag,m,[0.61],
generator.t_wr,m,[0.],
generator.n_s,,[0.],
generator.b_st,m,[0.],
generator.d_s,m,[0.],
generator.t_ws,m,[0.],
generator.rho_Copper,kg/m**3,[8900.],
generator.rho_Fe,kg/m**3,[7700.],
generator.rho_Fes,kg/m**3,[7850.],
generator.rho_PM,kg/m**3,[7450.],
generator.C_Cu,USD/kg,[4.786],
generator.C_Fe,USD/kg,[0.556],
generator.C_Fes,USD/kg,[0.50139],
generator.C_PM,USD/kg,[50.],
generator.B_symax,T,[1.3],
generator.S_Nmax,,[-0.2],
generator.m,Unavailable,3.0,
generator.q1,Unavailable,5.0,
generator.q2,Unavailable,4.0,
tower.ref_axis,m,"[[  0.     0.     0.  ]
 [  0.     0.    10.8 ]
 [  0.     0.    21.61]
 [  0.     0.    32.41]
 [  0.     0.    43.22]
 [  0.     0.    54.02]
 [  0.     0.    64.82]
 [  0.     0.    75.63]
 [  0.     0.    86.43]
 [  0.     0.    97.23]
 [  0.     0.   108.  ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
tower.diameter,m,"[4.         4.         4.         4.         4.         3.72790468
 3.43340463 3.10082049 2.72183375 2.29436169 2.29436169]",1D array of the outer diameter values defined along the tower axis.
tower.cd,,[0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5],1D array of the drag coefficients defined along the tower height.
tower.layer_thickness,m,"[[0.0280483  0.02245747 0.02335244 0.01773749 0.01861839 0.01378697
  0.01862301 0.0141363  0.01944124 0.01488189 0.01706672]]","2D array of the thickness of the layers of the tower structure. The first dimension represents each layer, the second dimension represents each piecewise-constant entry of the tower sections."
tower.outfitting_factor,,[1.07],Multiplier that accounts for secondary structure mass inside of tower
tower.layer_name,Unavailable,['tower_wall'],1D array of the names of the layers modeled in the tower structure.
tower.layer_mat,Unavailable,['steel'],1D array of the names of the materials of each layer modeled in the tower structure.
env.rho_air,kg/m**3,[1.225],Density of air
env.mu_air,kg/m/s,[1.81e-05],Dynamic viscosity of air
env.shear_exp,,[0.2],Shear exponent of the wind.
env.speed_sound_air,m/s,[340.],Speed of sound in air.
env.weibull_k,,[2.],Shape parameter of the Weibull probability density function of the wind.
env.rho_water,kg/m**3,[1025.],Density of ocean water
env.mu_water,kg/m/s,[0.0013351],Dynamic viscosity of ocean water
env.water_depth,m,[0.],Water depth for analysis.  Values > 0 mean offshore
env.Hsig_wave,m,[0.],Significant wave height
env.Tsig_wave,s,[0.],Significant wave period
env.G_soil,N/m**2,[1.4e+08],Shear stress of soil
env.nu_soil,,[0.4],Poisson ratio of soil
costs.offset_tcc_per_kW,USD/kW,[0.],Offset to turbine capital cost
costs.bos_per_kW,USD/kW,[459.],Balance of station/plant capital cost
costs.opex_per_kW,USD/kW/year,[44.],Average annual operational expenditures of the turbine
costs.wake_loss_factor,,[0.15],The losses in AEP due to waked conditions
costs.fixed_charge_rate,,[0.075],Fixed charge rate for coe calculation
costs.labor_rate,USD/h,[58.8],
costs.painting_rate,USD/m**2,[30.],
costs.blade_mass_cost_coeff,USD/kg,[14.6],
costs.hub_mass_cost_coeff,USD/kg,[3.9],
costs.pitch_system_mass_cost_coeff,USD/kg,[22.1],
costs.spinner_mass_cost_coeff,USD/kg,[11.1],
costs.lss_mass_cost_coeff,USD/kg,[11.9],
costs.bearing_mass_cost_coeff,USD/kg,[4.5],
costs.gearbox_mass_cost_coeff,USD/kg,[12.9],
costs.hss_mass_cost_coeff,USD/kg,[6.8],
costs.generator_mass_cost_coeff,USD/kg,[12.4],
costs.bedplate_mass_cost_coeff,USD/kg,[2.9],
costs.yaw_mass_cost_coeff,USD/kg,[8.3],
costs.converter_mass_cost_coeff,USD/kg,[18.8],
costs.transformer_mass_cost_coeff,USD/kg,[18.8],
costs.hvac_mass_cost_coeff,USD/kg,[124.],
costs.cover_mass_cost_coeff,USD/kg,[5.7],
costs.elec_connec_machine_rating_cost_coeff,USD/kW,[41.85],
costs.platforms_mass_cost_coeff,USD/kg,[17.1],
costs.tower_mass_cost_coeff,USD/kg,[2.9],
costs.controls_machine_rating_cost_coeff,USD/kW,[21.15],
costs.crane_cost,USD,[12000.],
costs.electricity_price,USD/kW/h,[0.04],
costs.reserve_margin_price,USD/kW/year,[120.],
costs.capacity_credit,,[0.],
costs.benchmark_price,USD/kW/h,[0.071],
costs.turbine_number,Unavailable,178.0,Number of turbines at plant
high_level_tower_props.tower_ref_axis,m,"[[ 0.          0.          0.        ]
 [ 0.          0.          7.8       ]
 [ 0.          0.         15.60722222]
 [ 0.          0.         23.40722222]
 [ 0.          0.         31.21444444]
 [ 0.          0.         39.01444444]
 [ 0.          0.         46.81444444]
 [ 0.          0.         54.62166667]
 [ 0.          0.         62.42166667]
 [ 0.          0.         70.22166667]
 [ 0.          0.         78.        ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
high_level_tower_props.hub_height,m,[80.],"Height of the hub in the global reference system, i.e. distance rotor center to ground."
af_3d.cl_corrected,,"[[[[ 0.        ]]

  [[ 0.        ]]

  [[ 0.        ]]

  ...

  [[ 0.        ]]

  [[ 0.        ]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.00622917]]

  [[ 0.01251542]]

  ...

  [[-0.01251542]]

  [[-0.00622917]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.05282189]]

  [[ 0.10612769]]

  ...

  [[-0.10612769]]

  [[-0.05282189]]

  [[ 0.        ]]]


 ...


 [[[ 0.        ]]

  [[ 0.14947178]]

  [[ 0.30031292]]

  ...

  [[-0.28168874]]

  [[-0.14020225]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.14947178]]

  [[ 0.30031292]]

  ...

  [[-0.28168874]]

  [[-0.14020225]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.14947178]]

  [[ 0.30031292]]

  ...

  [[-0.28168874]]

  [[-0.14020225]]

  [[ 0.        ]]]]",Lift coefficient corrected with CCBlade.Polar.
af_3d.cd_corrected,,"[[[[0.5       ]]

  [[0.5       ]]

  [[0.5       ]]

  ...

  [[0.5       ]]

  [[0.5       ]]

  [[0.5       ]]]


 [[[0.49829854]]

  [[0.49937378]]

  [[0.49941948]]

  ...

  [[0.49941948]]

  [[0.49937378]]

  [[0.49829854]]]


 [[[0.44399418]]

  [[0.45177895]]

  [[0.4548462 ]]

  ...

  [[0.4548462 ]]

  [[0.45177895]]

  [[0.44399418]]]


 ...


 [[[0.037696  ]]

  [[0.037696  ]]

  [[0.04523516]]

  ...

  [[0.04705176]]

  [[0.03860026]]

  [[0.037696  ]]]


 [[[0.037696  ]]

  [[0.037696  ]]

  [[0.04523516]]

  ...

  [[0.04705176]]

  [[0.03860026]]

  [[0.037696  ]]]


 [[[0.037696  ]]

  [[0.037696  ]]

  [[0.04523516]]

  ...

  [[0.04705176]]

  [[0.03860026]]

  [[0.037696  ]]]]",Drag coefficient corrected with CCBlade.Polar.
af_3d.cm_corrected,,"[[[[ 0.00000000e+00]]

  [[ 0.00000000e+00]]

  [[-2.77555756e-17]]

  ...

  [[ 0.00000000e+00]]

  [[ 0.00000000e+00]]

  [[ 0.00000000e+00]]]


 [[[ 0.00000000e+00]]

  [[ 7.76775909e-03]]

  [[ 1.56066808e-02]]

  ...

  [[-1.95083510e-02]]

  [[-9.70969886e-03]]

  [[ 0.00000000e+00]]]


 [[[ 0.00000000e+00]]

  [[ 6.31301215e-02]]

  [[ 1.26838596e-01]]

  ...

  [[-1.58548245e-01]]

  [[-7.89126519e-02]]

  [[ 0.00000000e+00]]]


 ...


 [[[ 2.00000000e-01]]

  [[ 2.00000000e-01]]

  [[ 2.39999774e-01]]

  ...

  [[-2.99999718e-01]]

  [[-6.87686133e-02]]

  [[ 2.00000000e-01]]]


 [[[ 2.00000000e-01]]

  [[ 2.00000000e-01]]

  [[ 2.39999774e-01]]

  ...

  [[-2.99999718e-01]]

  [[-6.87686133e-02]]

  [[ 2.00000000e-01]]]


 [[[ 2.00000000e-01]]

  [[ 2.00000000e-01]]

  [[ 2.39999774e-01]]

  ...

  [[-2.99999718e-01]]

  [[-6.87686133e-02]]

  [[ 2.00000000e-01]]]]",Moment coefficient corrected with CCblade.Polar.
tower_grid.s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]","1D array of the non-dimensional grid defined along the tower axis (0-tower base, 1-tower top)"
tower_grid.height,m,[78.],Scalar of the tower height computed along the z axis.
tower_grid.length,m,[78.],Scalar of the tower length computed along its curved axis. A standard straight tower will be as high as long.
tower_grid.foundation_height,m,[0.],Foundation height in respect to the ground level.
rotorse.ccblade.CP,,[0.45733481],Rotor power coefficient
rotorse.ccblade.CM,,[0.18914737],Blade flapwise moment coefficient
rotorse.ccblade.local_airfoil_velocities,m/s,"[ 8.42536615  9.57758238 11.17266537 13.05112389 15.39131554 17.73854844
 20.13633713 22.58155865 25.07064145 27.61444626 30.18059716 32.78162347
 35.39457767 38.00608885 40.62117629 43.24325925 45.87382372 48.50920203
 51.15461616 53.8047058  56.4501135  59.09385752 61.73855511 64.38701257
 67.03416028 69.67331616 72.32020394 74.97773517 77.64176335 79.5840613 ]",Local relative velocities for the airfoils
rotorse.ccblade.P,W,[0.],Rotor aerodynamic power
rotorse.ccblade.T,N*m,[0.],Rotor aerodynamic thrust
rotorse.ccblade.Q,N*m,[0.],Rotor aerodynamic torque
rotorse.ccblade.M,N*m,[0.],Blade root flapwise moment
rotorse.ccblade.a,,"[0.10935322 0.06664872 0.08478002 0.18428393 0.26628321 0.2792041
 0.30479254 0.33624131 0.3614282  0.367278   0.36968035 0.35740689
 0.34328897 0.34044691 0.34321492 0.34565433 0.34601174 0.34748829
 0.34081546 0.337056   0.33423863 0.34206821 0.35200363 0.35294292
 0.35651548 0.37935093 0.38691535 0.373344   0.33556645 0.15891422]",Axial induction  along blade span
rotorse.ccblade.ap,,"[-0.10935322 -0.053137   -0.00980642  0.04112925  0.06849233  0.05360192
  0.04381343  0.0366727   0.03061108  0.02542598  0.02129048  0.01783695
  0.01503812  0.01298637  0.01140864  0.01010741  0.00901557  0.00814922
  0.00739663  0.00669665  0.00609949  0.00565502  0.00531582  0.00488462
  0.00449244  0.00428233  0.00399885  0.0036717   0.00323389  0.00181786]",Tangential induction along blade span
rotorse.ccblade.alpha,deg,"[47.29748267 38.19887443 26.81550277 15.8457856   8.96109986  7.20766512
  6.69843501  6.8011733   6.97943798  7.00939411  7.06523514  7.31790441
  7.50350357  7.44996876  7.35465138  7.24584771  7.06888857  6.73525056
  6.48313218  6.22079241  5.96612166  5.62122095  5.20613074  4.84437421
  4.49159855  4.0859486   4.36344999  5.45138213  7.15464114 10.11765962]",Angles of attack along blade span
rotorse.ccblade.cl,,"[1.25146654e-18 5.27683976e-02 3.93367605e-01 1.09835228e+00
 1.35716993e+00 1.26835013e+00 1.22738971e+00 1.20449583e+00
 1.17444805e+00 1.13855936e+00 1.14879443e+00 1.16919202e+00
 1.18308833e+00 1.17815241e+00 1.17081571e+00 1.15996006e+00
 1.14781403e+00 1.14608435e+00 1.14644445e+00 1.15408854e+00
 1.14788650e+00 1.12626653e+00 1.09559886e+00 1.05030586e+00
 1.00584077e+00 9.79871350e-01 1.00543316e+00 1.11523895e+00
 1.30545034e+00 1.49033332e+00]",Lift coefficients along blade span
rotorse.ccblade.cd,,"[0.5        0.5105806  0.48974619 0.35381684 0.08573554 0.0474726
 0.02932949 0.01972342 0.01579547 0.01325846 0.01296265 0.01266478
 0.01286601 0.0129137  0.01285093 0.01265535 0.01216486 0.01109828
 0.0090437  0.00861186 0.00809505 0.00761114 0.00625612 0.00641748
 0.00695981 0.0063429  0.00658583 0.00741552 0.00993931 0.0165529 ]",Drag coefficients along blade span
rotorse.ccblade.cl_n_opt,,"[1.25146654e-18 5.27683976e-02 3.93367605e-01 1.09835228e+00
 1.35716993e+00 1.26835013e+00 1.22738971e+00 1.20449583e+00
 1.17444805e+00 1.13855936e+00 1.14879443e+00 1.16919202e+00
 1.18308833e+00 1.17815241e+00 1.17081571e+00 1.15996006e+00
 1.14781403e+00 1.14608435e+00 1.14644445e+00 1.15408854e+00
 1.14788650e+00 1.12626653e+00 1.09559886e+00 1.05030586e+00
 1.00584077e+00 9.79871350e-01 1.00543316e+00 1.11523895e+00
 1.30545034e+00 1.49033332e+00]",Lift coefficients along blade span
rotorse.ccblade.cd_n_opt,,"[0.5        0.5105806  0.48974619 0.35381684 0.08573554 0.0474726
 0.02932949 0.01972342 0.01579547 0.01325846 0.01296265 0.01266478
 0.01286601 0.0129137  0.01285093 0.01265535 0.01216486 0.01109828
 0.0090437  0.00861186 0.00809505 0.00761114 0.00625612 0.00641748
 0.00695981 0.0063429  0.00658583 0.00741552 0.00993931 0.0165529 ]",Drag coefficients along blade span
rotorse.ccblade.Px_b,N/m,"[  56.08307611   86.52207918  181.65239398  475.35010916  774.4445248
  961.2547584  1186.80370115 1436.67793877 1681.37317106 1892.60600107
 2100.56813167 2272.80832436 2432.13382973 2625.11618229 2841.12048769
 3059.35901574 3271.69486866 3491.37852566 3671.86096874 3864.1011694
 4058.55976574 4315.68593409 4581.76024968 4778.4722425  4961.32594536
 5212.13203385 5238.26492369 4850.45015821 3695.32808697 1177.97184694]",Distributed loads in blade-aligned x-direction
rotorse.ccblade.Py_b,N/m,"[  23.46729379   43.26539364   19.31273141 -128.22947449 -297.96306055
 -328.60799948 -352.01098676 -367.27981995 -373.45157135 -379.83966078
 -383.94227222 -390.93454878 -396.07577251 -399.2233963  -401.79363753
 -404.40313568 -407.90281206 -413.32765968 -423.12735286 -427.6284384
 -431.74593258 -434.32642417 -439.02618959 -436.60413029 -428.78644475
 -418.68565235 -399.23485877 -364.20558798 -281.40560937 -109.02510785]",Distributed loads in blade-aligned y-direction
rotorse.ccblade.Pz_b,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",Distributed loads in blade-aligned z-direction
rotorse.ccblade.Px_af,N/m,"[  44.67728073   67.31953057  166.34329054  492.03902815  826.17697622
 1011.90553701 1232.555815   1475.1245465  1712.24478107 1918.53194119
 2121.9825726  2290.4475713  2446.42724292 2636.49981938 2849.64374998
 3065.39118843 3276.07989914 3495.32499022 3675.70148543 3867.835326
 4062.24312627 4319.40035233 4586.0683999  4783.62248943 4967.10623738
 5217.93332304 5240.73525112 4845.07045305 3680.57842773 1166.84580851]",Distributed loads in airfoil x-direction
rotorse.ccblade.Py_af,N/m,"[  41.23064261   69.4697436    75.50154652   17.26612835  -77.31695421
  -89.67224783 -114.98227156 -151.47784728 -186.27835672 -213.23891253
 -238.72181666 -268.95617455 -295.2028597  -315.40924702 -336.05691615
 -355.80380164 -371.04246674 -378.50624366 -388.35334489 -392.42046283
 -395.59158925 -395.68310647 -391.46853283 -376.00002322 -355.62420882
 -338.80650824 -365.3791332  -429.88923291 -433.56801622 -194.87176676]",Distributed loads in airfoil y-direction
rotorse.ccblade.Pz_af,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",Distributed loads in airfoil z-direction
rotorse.ccblade.LiftF,N/m,"[1.77635684e-14 9.94473479e+00 1.14395179e+02 4.68627096e+02
 8.28136113e+02 1.01516020e+03 1.23755413e+03 1.48268288e+03
 1.72219201e+03 1.93021512e+03 2.13523246e+03 2.30604933e+03
 2.46402779e+03 2.65513979e+03 2.86921801e+03 3.08578775e+03
 3.29683957e+03 3.51559451e+03 3.69604514e+03 3.88758310e+03
 4.08135805e+03 4.33738693e+03 4.60267099e+03 4.79828726e+03
 4.97970137e+03 5.22881176e+03 5.25334406e+03 4.86399696e+03
 3.70591995e+03 1.18293344e+03]",Distributed lift force
rotorse.ccblade.DragF,N/m,"[ 60.79494472  96.22404441 142.42302107 150.96082001  52.31526011
  37.99604774  29.57237523  24.27868479  23.16223095  22.47724069
  24.09332497  24.97930981  26.79614684  29.10292231  31.4926875
  33.66644503  34.94085488  34.04378567  29.15615695  29.00933231
  28.78227876  29.31140618  26.28230086  29.31804231  34.45653744
  33.84713914  34.41064894  32.34202258  28.21576819  13.13865783]",Distributed drag force
rotorse.ccblade.L_n_opt,N/m,"[1.77635684e-14 9.94473479e+00 1.14395179e+02 4.68627096e+02
 8.28136113e+02 1.01516020e+03 1.23755413e+03 1.48268288e+03
 1.72219201e+03 1.93021512e+03 2.13523246e+03 2.30604933e+03
 2.46402779e+03 2.65513979e+03 2.86921801e+03 3.08578775e+03
 3.29683957e+03 3.51559451e+03 3.69604514e+03 3.88758310e+03
 4.08135805e+03 4.33738693e+03 4.60267099e+03 4.79828726e+03
 4.97970137e+03 5.22881176e+03 5.25334406e+03 4.86399696e+03
 3.70591995e+03 1.18293344e+03]",Distributed lift force
rotorse.ccblade.D_n_opt,N/m,"[ 60.79494472  96.22404441 142.42302107 150.96082001  52.31526011
  37.99604774  29.57237523  24.27868479  23.16223095  22.47724069
  24.09332497  24.97930981  26.79614684  29.10292231  31.4926875
  33.66644503  34.94085488  34.04378567  29.15615695  29.00933231
  28.78227876  29.31140618  26.28230086  29.31804231  34.45653744
  33.84713914  34.41064894  32.34202258  28.21576819  13.13865783]",Distributed drag force
rotorse.wt_class.V_mean,m/s,[7.5],
rotorse.wt_class.V_extreme1,m/s,[30.],
rotorse.wt_class.V_extreme50,m/s,[52.5],
rotorse.re.precomp.z,m,"[ 2.          3.78546731  5.57093462  7.35640193  9.14186924 10.92733655
 12.71280386 14.49827117 16.28373848 18.06920579 19.8546731  21.64014041
 23.42560772 25.21107503 26.99654235 28.78200966 30.56747697 32.35294428
 34.13841159 35.9238789  37.70934621 39.49481352 41.28028083 43.06574814
 44.85121545 46.63668276 48.42215007 50.20761738 51.99308469 53.778552  ]",locations of properties along beam
rotorse.re.Tw_iner,m,"[14.48776845 19.05687514 18.26782193 19.36897134 15.9026761  13.72924395
 12.29313702 11.34966248 11.12863731 10.60258945  9.19630001  8.15719648
  7.35357635  6.64199634  5.92264539  5.39828468  5.14701288  4.94172991
  4.47126359  4.09421757  3.95721836  3.62990312  3.26462551  2.97600939
  3.51543631  3.19131114  2.21320999  0.72974961 -1.38788195 -3.2175217 ]",Orientation of the section principal inertia axes with respect the blade reference plane
rotorse.re.x_tc,m,"[ 0.02268714  0.03072474  0.38026413  0.52942272  0.58027961  0.48921851
  0.40972213  0.27044726  0.16021056  0.09171071  0.05155798  0.03210754
  0.01264944  0.00190011 -0.00205956 -0.0081291  -0.01012638 -0.00379558
  0.00609625  0.01456704  0.01992122  0.02517067  0.03127976  0.0371865
  0.04260563  0.04514397  0.03686059  0.01934526 -0.00142932 -0.00329818]",X-coordinate of the tension-center offset with respect to the XR-YR axes
rotorse.re.y_tc,m,"[-7.24270869e-05  6.24957094e-02  3.09033208e-01  4.61493324e-01
  5.69394863e-01  5.65644822e-01  4.89150573e-01  4.32027857e-01
  3.88671962e-01  3.61497151e-01  3.35374736e-01  3.07271985e-01
  2.89560950e-01  2.91021083e-01  2.94553270e-01  2.77341451e-01
  2.42179381e-01  2.11047036e-01  1.95842823e-01  1.92176916e-01
  1.88926895e-01  1.94605534e-01  2.06395952e-01  2.17931119e-01
  2.22278706e-01  2.34582864e-01  2.41735788e-01  2.43545679e-01
  1.67347605e-01  4.79906926e-02]",Chordwise offset of the section tension-center with respect to the XR-YR axes
rotorse.re.x_sc,m,"[ 0.02268714  0.03072474  0.38026413  0.52894283  0.58050726  0.49012376
  0.41125726  0.27210506  0.16163936  0.09282498  0.05224772  0.03248446
  0.01281469  0.00198003 -0.0020153  -0.00813797 -0.01021251 -0.00389623
  0.00603508  0.01454632  0.01991516  0.02517414  0.03128871  0.0371985
  0.04263147  0.04517274  0.03689494  0.01938973 -0.00142932 -0.00329818]",X-coordinate of the shear-center offset with respect to the XR-YR axes
rotorse.re.y_sc,m,"[-7.24270869e-05  6.24957094e-02  3.09033208e-01  4.59406198e-01
  5.71843041e-01  5.70232999e-01  4.94425448e-01  4.37032988e-01
  3.93254978e-01  3.66111694e-01  3.39505722e-01  3.10660658e-01
  2.92539131e-01  2.94131542e-01  2.97867836e-01  2.80416966e-01
  2.44467512e-01  2.12587017e-01  1.96980316e-01  1.93171216e-01
  1.89840765e-01  1.95527223e-01  2.07382940e-01  2.18963954e-01
  2.23288121e-01  2.35598059e-01  2.42801164e-01  2.45214541e-01
  1.67347605e-01  4.79906926e-02]","Chordwise offset of the section shear-center with respect to the reference frame, XR-YR"
rotorse.re.x_cg,m,"[ 0.02268714  0.03072474  0.38026413  0.52423342  0.57866208  0.48154095
  0.39900531  0.2617489   0.15857358  0.09530763  0.05802633  0.03954786
  0.01973168  0.00792256  0.00279813 -0.00405015 -0.0065234  -0.00091201
  0.00803799  0.01573182  0.02065555  0.02566514  0.03163572  0.03745915
  0.04249743  0.0449805   0.03642357  0.01854955 -0.00142932 -0.00329818]",X-coordinate of the center-of-mass offset with respect to the XR-YR axes
rotorse.re.y_cg,m,"[-7.24270869e-05  6.24957094e-02  3.09033208e-01  5.10386552e-01
  6.37716313e-01  6.54951184e-01  6.20574714e-01  5.80511364e-01
  5.44353021e-01  5.13121380e-01  4.60088871e-01  4.03273421e-01
  3.58427863e-01  3.37779600e-01  3.24862667e-01  2.99342676e-01
  2.61856722e-01  2.28648966e-01  2.09571212e-01  2.01676442e-01
  1.95852565e-01  2.00349004e-01  2.11896334e-01  2.23983575e-01
  2.28276884e-01  2.43015155e-01  2.48856175e-01  2.41164305e-01
  1.67347605e-01  4.79906926e-02]",Chordwise offset of the section center of mass with respect to the XR-YR axes
rotorse.re.precomp.flap_iner,kg/m,"[7.89964885e+02 9.32712032e+02 6.80472180e+02 3.26814953e+02
 1.75177207e+02 1.00041184e+02 6.26670181e+01 5.21086188e+01
 4.55389167e+01 3.76844341e+01 2.86508890e+01 2.07866518e+01
 1.55984679e+01 1.28975733e+01 1.10921669e+01 9.73859501e+00
 8.49440512e+00 6.93370532e+00 5.25893705e+00 3.96900797e+00
 3.17684747e+00 2.69764927e+00 2.21599318e+00 1.80762899e+00
 1.40691136e+00 1.10113658e+00 6.68970749e-01 2.41753249e-01
 1.01072102e-02 1.78354601e-04]",Section flap inertia about the Y_G axis per unit length.
rotorse.re.precomp.edge_iner,kg/m,"[7.90000424e+02 9.57032519e+02 8.86397666e+02 6.37952932e+02
 5.05480343e+02 3.41868823e+02 2.29634724e+02 1.84563210e+02
 1.54575215e+02 1.27584713e+02 9.85868632e+01 7.18340509e+01
 5.42311746e+01 4.59638009e+01 4.04390305e+01 3.40324936e+01
 2.61058344e+01 1.93482622e+01 1.48213177e+01 1.20116859e+01
 1.01352389e+01 9.61532390e+00 9.33407858e+00 9.06716536e+00
 5.57153797e+00 4.88763528e+00 3.60121180e+00 1.99768913e+00
 1.85244400e-01 3.50302704e-03]",Section lag inertia about the X_G axis per unit length
rotorse.re.precomp.blade_mass,kg,[10277.09944869],mass of one blade
rotorse.re.precomp.blade_moment_of_inertia,kg*m**2,[4396112.13825499],mass moment of inertia of blade about hub
rotorse.re.precomp.mass_all_blades,kg,[30831.29834606],mass of all blades
