variables,units,values,description
rotorse.rp.powercurve.pitch,deg,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          1.13566849  1.75453532  3.04837418  4.37372349  5.75733713
  7.18960327  7.95652725  9.1736661  11.5316327  13.75197417 15.87041611
 17.89669439 19.84507345 21.76359029 23.58564612 25.36923018 27.10397759]",rotor pitch schedule
rotorse.rp.powercurve.P_aero,W,"[  30441.41843912   86534.69793394  151423.29163941  229171.88790947
  312973.95904809  394696.45268168  466134.20745576  520002.8042028
  550770.80686103  555269.49445593  578113.72045114  630400.16180392
  725987.16926042  894308.40132432 1077962.11926061 1257359.30385191
 1438576.71613094 1625673.59277461 1819859.78252543 1924918.48995639
 1924927.11497364 1924927.20017374 1924927.13695593 1924927.1363766
 1924925.98710174 1924940.29531264 1924935.27211477 1924927.11038392
 1924927.68155645 1924939.7366208 ]",rotor mechanical power
rotorse.rp.powercurve.T,N,"[ 30518.4466983   44789.99528039  64844.01149557  85476.9428038
 105215.6206681  122814.66684781 137219.36408088 147597.34410338
 153363.50574037 154197.4868405  158398.21023411 167810.43492174
 180613.57514532 181980.48546811 190942.19219903 190941.12947177
 190941.92028222 190942.34200303 190942.44501712 190942.22740949
 181089.84868568 163928.01724241 150316.39792599 139182.58452655
 129920.39282324 122096.39769112 115762.99260365 110300.52808783
 105963.58992753 102597.63298905]",rotor aerodynamic thrust
rotorse.rp.powercurve.Q,N*m,"[  36336.766643    103293.18693336  150585.11402665  198500.29142073
  244338.77346982  285208.45926822  318660.01362664  342760.45511708
  356151.02253534  358087.74939976  367842.95110044  389700.65075752
  439862.8143148   541845.67844721  653118.22519639  761811.81350713
  871608.24565221  984966.94150056 1102620.92705499 1166274.14390995
 1166279.3696557  1166279.42127693 1166279.38297438 1166279.38262338
 1166278.68629802 1166287.3553905  1166284.31192356 1166279.36687487
 1166279.71293822 1166287.01688898]",rotor aerodynamic torque
rotorse.rp.powercurve.M,N*m,"[ 293155.35899645  418490.47382934  605666.34270156  798385.3271759
  982751.66349748 1147133.07187827 1281678.11450685 1378612.1730249
 1432470.1924403  1440259.87526762 1479496.13958606 1567409.69662481
 1683769.06688636 1680101.07487969 1747986.14900778 1722744.28460734
 1693898.41950038 1661883.89629056 1629133.13405034 1612374.37995605
 1497713.11390147 1293658.34248543 1120612.4407903   971287.99063606
  842139.27463403  729493.59263136  625977.7345948   537573.06104632
  456403.67390786  382590.62832663]",blade root moment
rotorse.rp.powercurve.Cp,,"[0.30167131 0.39345186 0.39325939 0.39169203 0.39000648 0.38843607
 0.38712924 0.3861814  0.38565332 0.38557671 0.38519216 0.38432907
 0.38861989 0.40620338 0.40357836 0.37955694 0.3447461  0.30627114
 0.26821684 0.24923712 0.22172972 0.17367048 0.13664975 0.1082061
 0.08634224 0.06949132 0.05644699 0.0462951  0.03834603 0.03208096]",rotor electrical power coefficient
rotorse.rp.powercurve.Cp_aero,,"[0.33640028 0.43874679 0.43963809 0.43963809 0.43963809 0.43963809
 0.43963809 0.43963809 0.43963809 0.43963809 0.43963809 0.43963809
 0.44527677 0.46542375 0.46241603 0.43489253 0.39500661 0.35092239
 0.30732016 0.28557339 0.25405569 0.19898989 0.15657191 0.12398146
 0.09893007 0.07962246 0.06467639 0.05304446 0.04393649 0.03675804]",rotor aerodynamic power coefficient
rotorse.rp.powercurve.Ct_aero,,"[1.01175451 0.88331419 0.88184049 0.88184049 0.88184049 0.88184049
 0.88184049 0.88184049 0.88184049 0.88184049 0.88184049 0.88184049
 0.87123676 0.7867753  0.72572692 0.62868475 0.53901468 0.45913367
 0.38981299 0.35756691 0.31368152 0.24127707 0.18856357 0.14943934
 0.12000663 0.09758134 0.08054549 0.06724291 0.05697474 0.0489793 ]",rotor aerodynamic thrust coefficient
rotorse.rp.powercurve.Cq_aero,,"[0.02886454 0.0488103  0.04906907 0.04906907 0.04906907 0.04906907
 0.04906907 0.04906907 0.04906907 0.04906907 0.04906907 0.04906907
 0.05084036 0.05613156 0.05947969 0.0601017  0.05895576 0.05674978
 0.05393686 0.05233131 0.04840643 0.04113117 0.03505578 0.03000463
 0.02581284 0.02233444 0.01944382 0.01703637 0.01502568 0.01334093]",rotor aerodynamic torque coefficient
rotorse.rp.powercurve.Cm_aero,,"[0.2328714  0.19775404 0.19736003 0.19736003 0.19736003 0.19736003
 0.19736003 0.19736003 0.19736003 0.19736003 0.19736003 0.19736003
 0.19461393 0.17404715 0.15918968 0.13591264 0.11457563 0.09575097
 0.07969223 0.07234805 0.06216258 0.04562344 0.03368313 0.02498812
 0.01863878 0.01396983 0.01043605 0.00785257 0.00588004 0.00437638]",rotor aerodynamic moment coefficient
rotorse.rp.powercurve.V_R25,m/s,[7.68809235],region 2.5 transition wind speed
rotorse.rp.powercurve.rated_V,m/s,[12.62263273],rated wind speed
rotorse.rp.powercurve.rated_Omega,rpm,[15.76097495],rotor rotation speed at rated
rotorse.rp.powercurve.rated_pitch,deg,[7.95652725],pitch setting at rated
rotorse.rp.powercurve.rated_T,N,[190942.22740949],rotor aerodynamic thrust at rated
rotorse.rp.powercurve.rated_Q,N*m,[1166274.14390995],rotor aerodynamic torque at rated
rotorse.rp.powercurve.rated_mech,W,[1924918.48995639],Mechanical shaft power at rated
rotorse.rp.powercurve.ax_induct_regII,,"[0.12834467 0.08128168 0.10905407 0.24044946 0.31037493 0.31140286
 0.31873104 0.33097691 0.34633727 0.36109626 0.36505988 0.37630108
 0.37007788 0.36683843 0.36659394 0.3707966  0.37402596 0.38959929
 0.40495023 0.40296757 0.41825755 0.40320829 0.41234924 0.41727182
 0.40353799 0.40800671 0.42627706 0.43615019 0.41120372 0.21733362]",rotor axial induction at cut-in wind speed along blade span
rotorse.rp.powercurve.tang_induct_regII,,"[-0.12834467 -0.06599524 -0.01721121  0.04532297  0.06387759  0.04985271
  0.04038057  0.03335741  0.02799774  0.02371081  0.01991011  0.01716999
  0.01468686  0.01269017  0.01110341  0.00986142  0.00882743  0.00810903
  0.00739555  0.00670189  0.00617512  0.00561456  0.00532041  0.00489015
  0.00445914  0.00410701  0.00387117  0.00367385  0.00333701  0.00219707]",rotor tangential induction at cut-in wind speed along blade span
rotorse.rp.powercurve.aoa_regII,deg,"[42.90746578 34.73112472 23.88223694 12.38479445  6.69286094  5.33148162
  4.81554194  4.7486291   4.76877518  4.74578525  5.05262744  5.22981019
  5.5225109   5.5270358   5.44356104  5.27791297  5.08952915  4.72838447
  4.39614117  4.25268376  3.92377911  3.84003889  3.43112099  3.01383694
  2.78324267  2.52679244  2.82909347  3.97293819  5.89896547  9.31733741]",angle of attack distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.L_D,,"[2.47065864e-18 1.03126947e-01 8.09592703e-01 3.59113805e+00
 1.34198444e+01 2.08387748e+01 3.29478502e+01 4.85001981e+01
 6.52736257e+01 7.87388467e+01 7.82407824e+01 8.36766209e+01
 8.51026863e+01 8.32193190e+01 8.20479559e+01 8.32505626e+01
 8.59540331e+01 9.74628732e+01 9.91093315e+01 1.01340748e+02
 1.03973702e+02 1.09673374e+02 1.45238218e+02 1.37185540e+02
 1.33745304e+02 1.24991974e+02 1.30441603e+02 1.49832373e+02
 1.47243604e+02 9.92501988e+01]",Lift over drag distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.Cp_regII,,[0.43963809],power coefficient at cut-in wind speed
rotorse.rp.powercurve.cl_regII,,"[1.23532932e-18 5.20682610e-02 3.93621424e-01 1.04618279e+00
 1.12570537e+00 1.02462304e+00 9.62910078e-01 9.27390831e-01
 9.06925733e-01 8.99455493e-01 9.11638639e-01 9.50544771e-01
 9.68159294e-01 9.61632453e-01 9.50033038e-01 9.40599851e-01
 9.29905087e-01 9.33442055e-01 9.38284518e-01 9.29127981e-01
 9.30526429e-01 8.99746056e-01 8.81137295e-01 8.56213990e-01
 8.16133646e-01 7.91757254e-01 8.35250795e-01 9.66185023e-01
 1.16961039e+00 1.46380137e+00]",lift coefficient distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.cd_regII,,"[0.5        0.50489482 0.48619685 0.29132347 0.08388364 0.04916906
 0.02922528 0.01912138 0.01389421 0.01142327 0.01165171 0.01135974
 0.01137637 0.0115554  0.011579   0.01129842 0.01081863 0.00957741
 0.00946717 0.00916836 0.00894963 0.00820387 0.00606684 0.00624128
 0.00610215 0.00633446 0.00640325 0.00644844 0.00794337 0.0147486 ]",drag coefficient distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.rated_efficiency,,[0.87276032],Efficiency at rated conditions
rotorse.rp.powercurve.V_spline,m/s,"[ 3.          3.11055276  3.22110553  3.33165829  3.44221106  3.55276382
  3.66331658  3.77386935  3.88442211  3.99497487  4.10552764  4.2160804
  4.32663317  4.43718593  4.54773869  4.65829146  4.76884422  4.87939698
  4.98994975  5.10050251  5.21105528  5.32160804  5.4321608   5.54271357
  5.65326633  5.7638191   5.87437186  5.98492462  6.09547739  6.20603015
  6.31658291  6.42713568  6.53768844  6.64824121  6.75879397  6.86934673
  6.9798995   7.09045226  7.20100503  7.31155779  7.42211055  7.53266332
  7.64321608  7.75376884  7.86432161  7.97487437  8.08542714  8.1959799
  8.30653266  8.41708543  8.52763819  8.63819095  8.74874372  8.85929648
  8.96984925  9.08040201  9.19095477  9.30150754  9.4120603   9.52261307
  9.63316583  9.74371859  9.85427136  9.96482412 10.07537688 10.18592965
 10.29648241 10.40703518 10.51758794 10.6281407  10.73869347 10.84924623
 10.95979899 11.07035176 11.18090452 11.29145729 11.40201005 11.51256281
 11.62311558 11.73366834 11.84422111 11.95477387 12.06532663 12.1758794
 12.28643216 12.39698492 12.50753769 12.61809045 12.72864322 12.83919598
 12.94974874 13.06030151 13.17085427 13.28140704 13.3919598  13.50251256
 13.61306533 13.72361809 13.83417085 13.94472362 14.05527638 14.16582915
 14.27638191 14.38693467 14.49748744 14.6080402  14.71859296 14.82914573
 14.93969849 15.05025126 15.16080402 15.27135678 15.38190955 15.49246231
 15.60301508 15.71356784 15.8241206  15.93467337 16.04522613 16.15577889
 16.26633166 16.37688442 16.48743719 16.59798995 16.70854271 16.81909548
 16.92964824 17.04020101 17.15075377 17.26130653 17.3718593  17.48241206
 17.59296482 17.70351759 17.81407035 17.92462312 18.03517588 18.14572864
 18.25628141 18.36683417 18.47738693 18.5879397  18.69849246 18.80904523
 18.91959799 19.03015075 19.14070352 19.25125628 19.36180905 19.47236181
 19.58291457 19.69346734 19.8040201  19.91457286 20.02512563 20.13567839
 20.24623116 20.35678392 20.46733668 20.57788945 20.68844221 20.79899497
 20.90954774 21.0201005  21.13065327 21.24120603 21.35175879 21.46231156
 21.57286432 21.68341709 21.79396985 21.90452261 22.01507538 22.12562814
 22.2361809  22.34673367 22.45728643 22.5678392  22.67839196 22.78894472
 22.89949749 23.01005025 23.12060302 23.23115578 23.34170854 23.45226131
 23.56281407 23.67336683 23.7839196  23.89447236 24.00502513 24.11557789
 24.22613065 24.33668342 24.44723618 24.55778894 24.66834171 24.77889447
 24.88944724 25.        ]",wind vector
rotorse.rp.powercurve.P_spline,W,"[  27298.73579754   32732.85825152   38426.30473062   44365.41303661
   50536.5209713    56925.96633646   63520.08693387   70305.22056534
   77267.70503263   84418.77650676   91802.87954208   99450.77606188
  107393.18318789  115660.81804181  124284.39774537  133294.63942028
  142776.99677486  152845.16740881  163452.75901812  174547.60268132
  186077.5294769   197990.37048337  210281.6198851   223189.28627951
  236697.2295731   250737.59362868  265242.52230908  280149.94270117
  295653.74316342  311810.32339624  328527.92156722  345714.77584397
  363433.43602494  381854.44308718  400842.96176419  420326.57901692
  440525.66209856  461257.02516176  482652.22593547  504646.70185323
  527007.63468966  550531.09716596  576155.60213114  603599.34677379
  633492.44422682  667598.87480222  705357.99399209  743873.81323225
  780250.31843848  814246.07794935  847482.33858407  879753.17351851
  910852.52032373  940574.31657078  968946.35939604  996249.53184954
 1022649.16291496 1048310.57066051 1073399.07315438 1098079.83061871
 1122301.08712629 1145971.52853255 1169164.9254754  1191955.04859276
 1214415.66852257 1236620.55590274 1258641.47693677 1280418.07306476
 1301910.49027115 1323146.90236365 1344155.48315    1364964.40643793
 1385601.84603515 1406095.97574939 1426467.20629465 1446660.4203024
 1466674.62847843 1486529.67512568 1506245.40454706 1525841.6610455
 1545338.28892393 1564755.13248526 1584112.03603241 1605388.64704543
 1630319.74019696 1654275.18469823 1672436.91474276 1679986.86452409
 1680000.00375514 1680000.00605696 1680000.00771826 1680000.0097606
 1680000.01327201 1680000.0192685  1680000.02730848 1680000.0367291
 1680000.04686753 1680000.05706093 1680000.06664648 1680000.07496133
 1680000.08134265 1680000.08512761 1680000.08571169 1680000.08349449
 1680000.07912956 1680000.07315054 1680000.06609105 1680000.0584847
 1680000.05086514 1680000.04376598 1680000.03772084 1680000.03326336
 1680000.03092715 1680000.03065536 1680000.03058977 1680000.03054102
 1680000.03050494 1680000.03047733 1680000.03045401 1680000.03043079
 1680000.03040347 1680000.03036788 1680000.03031982 1680000.03025511
 1680000.02760057 1679999.99373131 1679999.92645738 1679999.83313258
 1679999.72111071 1679999.59774557 1679999.47039099 1679999.34640074
 1679999.23312865 1679999.13792852 1679999.06815414 1679999.03115933
 1679999.10499942 1679999.59070473 1680000.45054018 1680001.60202848
 1680002.96269233 1680004.45005445 1680005.98163754 1680007.4749643
 1680008.84755746 1680010.01693972 1680010.90063378 1680011.41616236
 1680011.50838246 1680011.42740252 1680011.26164889 1680011.02142276
 1680010.71702538 1680010.35875794 1680009.95692166 1680009.52181776
 1680009.06374747 1680008.59301198 1680008.11991252 1680007.65475031
 1680007.20782656 1680006.73775595 1680006.16394982 1680005.5089531
 1680004.79782976 1680004.05564374 1680003.30745899 1680002.57833946
 1680001.89334911 1680001.27755188 1680000.75601173 1680000.35379261
 1680000.09595847 1680000.00751846 1680000.01089153 1680000.02061267
 1680000.03655442 1680000.05858931 1680000.08658989 1680000.12042868
 1680000.15997822 1680000.20511106 1680000.25569971 1680000.31161673
 1680000.37273464 1680000.43892599 1680000.51030729 1680000.67308142
 1680000.98842638 1680001.44410547 1680002.02788196 1680002.72751914
 1680003.53078029 1680004.4254287  1680005.39922763 1680006.43994038
 1680007.53533022 1680008.67316044 1680009.84119433 1680011.02719515]",rotor electrical power
rotorse.rp.powercurve.Omega_spline,rpm,"[ 8.          8.          8.          8.          8.          8.
  8.          8.          8.          8.05240703  8.2038268   8.42869377
  8.70130368  8.99595227  9.28693529  9.54854849  9.7753148  10.0013808
 10.22810376 10.45521182 10.68243313 10.90949583 11.13620213 11.36284084
 11.58947955 11.81611826 12.04275697 12.26939568 12.49603439 12.7226731
 12.94931182 13.17595053 13.40258924 13.62922795 13.85586666 14.08250537
 14.30914408 14.53578279 14.7624215  14.98906022 15.23378261 15.44407922
 15.59157778 15.71133731 15.76097412 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495 15.76097495
 15.76097495 15.76097495]",omega
rotorse.rp.gust.V_gust,m/s,[23.3010005],gust wind speed
rotorse.rp.cdf.F,m/s,"[0.11808862 0.12636796 0.1348649  0.14357155 0.15247988 0.16158175
 0.1708689  0.18033297 0.18996554 0.19975807 0.209702   0.21978869
 0.23000948 0.2403557  0.25081863 0.26138959 0.27205988 0.28282083
 0.29366382 0.30458027 0.31556164 0.32659947 0.33768538 0.34881108
 0.35996837 0.37114916 0.38234547 0.39354945 0.40475339 0.41594972
 0.427131   0.43828996 0.4494195  0.46051269 0.47156275 0.48256311
 0.49350738 0.50438934 0.515203   0.52594254 0.53660235 0.54717704
 0.55766141 0.56805048 0.57833949 0.58852387 0.59859929 0.60856163
 0.61840697 0.62813162 0.63773211 0.64720517 0.65654776 0.66575704
 0.67483038 0.68376537 0.69255979 0.70121163 0.70971909 0.71808055
 0.72629459 0.73435998 0.74227568 0.75004084 0.75765475 0.76511692
 0.77242701 0.77958483 0.78659036 0.79344375 0.80014526 0.80669534
 0.81309455 0.81934359 0.82544328 0.83139457 0.83719854 0.84285636
 0.84836931 0.85373878 0.85896626 0.86405331 0.86900158 0.87381283
 0.87848884 0.88303151 0.88744277 0.89172464 0.89587915 0.89990842
 0.90381461 0.90759989 0.91126649 0.91481668 0.91825273 0.92157695
 0.92479166 0.92789921 0.93090195 0.93380222 0.93660241 0.93930487
 0.94191195 0.94442603 0.94684943 0.94918451 0.95143358 0.95359894
 0.95568289 0.95768769 0.95961558 0.96146878 0.96324949 0.96495986
 0.96660203 0.96817811 0.96969015 0.9711402  0.97253026 0.97386228
 0.9751382  0.97635991 0.97752925 0.97864804 0.97971805 0.98074101
 0.98171862 0.98265253 0.98354434 0.98439563 0.98520794 0.98598274
 0.98672149 0.9874256  0.98809644 0.98873533 0.98934357 0.98992241
 0.99047306 0.99099669 0.99149445 0.99196743 0.9924167  0.99284328
 0.99324817 0.99363233 0.99399667 0.99434211 0.99466948 0.99497963
 0.99527335 0.9955514  0.99581452 0.99606342 0.99629879 0.99652127
 0.99673149 0.99693006 0.99711755 0.99729451 0.99746147 0.99761894
 0.99776741 0.99790733 0.99803915 0.9981633  0.99828017 0.99839016
 0.99849362 0.99859092 0.99868238 0.99876833 0.99884906 0.99892487
 0.99899603 0.9990628  0.99912542 0.99918414 0.99923918 0.99929075
 0.99933904 0.99938426 0.99942658 0.99946618 0.99950321 0.99953783
 0.99957018 0.9996004  0.99962863 0.99965498 0.99967957 0.99970251
 0.9997239  0.99974384 0.99976242 0.99977973 0.99979585 0.99981085
 0.99982481 0.99983779]",magnitude of wind speed at each z location
rotorse.rp.AEP,kW*h,[5783466.76071616],annual energy production
rotorse.stall_check.no_stall_constraint,,"[0.         0.         0.         0.         0.         0.
 0.         0.47199837 0.47693922 0.48975291 0.52486338 0.53967699
 0.5595395  0.55177378 0.54212983 0.52771218 0.52747896 0.55991161
 0.56451932 0.5697589  0.54066267 0.5292157  0.47550738 0.41882494
 0.37490026 0.32951251 0.34645829 0.45222855 0.6311391  0.94977655]","Constraint, ratio between angle of attack plus a margin and stall angle"
rotorse.stall_check.stall_angle_along_span,deg,"[1.00000000e-06 1.01837819e+01 1.01979612e+01 1.03261438e+01
 1.11200970e+01 1.20872258e+01 1.21511108e+01 1.21777274e+01
 1.20938126e+01 1.17304534e+01 1.15303639e+01 1.15421793e+01
 1.16555655e+01 1.18278078e+01 1.18842371e+01 1.18950285e+01
 1.15431477e+01 1.02295125e+01 9.55747544e+00 9.21779744e+00
 9.10552513e+00 9.14424366e+00 9.31712008e+00 9.58174883e+00
 1.00892996e+01 1.07007496e+01 1.10499068e+01 1.09948312e+01
 1.09297678e+01 1.08621084e+01]",Stall angle along blade span
rotorse.rs.aero_gust.loads_r,m,"[ 2.          3.37664536  4.75329071  6.12993607  7.50658142  8.88322678
 10.25987214 11.63651749 13.01316285 14.38980821 15.76645356 17.14309892
 18.51974427 19.89638963 21.27303499 22.64968034 24.0263257  25.40297105
 26.77961641 28.15626177 29.53290712 30.90955248 32.28619783 33.66284319
 35.03948855 36.4161339  37.79277926 39.16942462 40.54606997 41.92271533]",
rotorse.rs.aero_gust.loads_Px,N/m,"[ 341.46915887  499.95422988  856.42156144 1225.78478844 1496.75744641
 1563.67223997 1685.27390483 1983.48630732 2311.92440888 2581.55284788
 2673.80607232 2728.97478407 2705.9173267  2670.54843461 2663.29874545
 2739.22066934 2818.89151496 2920.78880079 3030.83295469 3212.86584165
 3395.16399182 3633.8798955  4064.67040365 4796.58912483 5484.69169829
 6066.15907957 5879.86637785 4906.24226609 3061.36246817  757.11660155]",
rotorse.rs.aero_gust.loads_Py,N/m,"[   57.64529147    72.71625149  -155.42764304  -592.25891305
  -824.0987796  -1043.81462651 -1218.20744489 -1277.40520581
 -1281.31951012 -1312.61214527 -1286.41544857 -1268.50389879
 -1204.362344   -1132.25455974 -1083.59424801 -1088.02624345
 -1081.60112215 -1081.78622713 -1087.7928844  -1131.65927335
 -1178.70830259 -1256.50308189 -1418.34064867 -1722.95314263
 -2004.64492375 -2190.0553444  -2043.46189815 -1637.68029512
  -923.28853065  -192.93598076]",
rotorse.rs.aero_gust.loads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
rotorse.rs.curvature.s,m,"[ 2.          3.37664536  4.75329071  6.12993608  7.50658896  8.88327127
 10.25998009 11.63674124 13.01355356 14.39044438 15.76742057 17.14451118
 18.52175531 19.8992     21.27684235 22.65478224 24.03300397 25.41170362
 26.79082364 28.17065725 29.55114399 30.93264729 32.31521654 33.69936722
 35.08519682 36.47350509 37.8649072  39.26037088 40.66121773 42.07130033]",cumulative path length along blade
rotorse.rs.tot_loads_gust.Px_af,N/m,"[ 819.86555163 1035.47247948 1410.57384132 1841.42338968 2152.83324668
 2238.53452774 2359.6687236  2682.24214817 3034.89659412 3320.94027128
 3412.40789258 3467.59610521 3443.08013277 3419.149808   3435.94369535
 3542.78104379 3643.06885013 3759.52616186 3883.53556307 4088.48883804
 4293.6987009  4590.24616177 5061.52824432 5843.83478139 6451.83245487
 6981.89599341 6567.37260303 5341.12792004 3236.11117389  797.51948952]",total distributed loads in airfoil x-direction
rotorse.rs.tot_loads_gust.Py_af,N/m,"[ 500.32218055  611.16749967  516.27406013  200.3300683    39.45541687
 -221.41373239 -433.73144437 -465.49549585 -442.04481554 -467.72438155
 -491.27796039 -526.41860326 -517.04818995 -480.30550504 -452.80381929
 -458.04665095 -449.18646286 -439.81294402 -434.05477487 -451.66339466
 -470.03256996 -499.67857583 -574.78686222 -732.60221703 -895.37701629
 -984.52545978 -976.80849039 -894.2330168  -577.02967047 -137.45381242]",total distributed loads in airfoil y-direction
rotorse.rs.tot_loads_gust.Pz_af,N/m,"[-4289.84109172  -522.5837581   1956.60718238  2962.46026647
  3558.40616208  3557.91189256  3435.91996874  3968.25875555
  4597.11418686  4940.20651438  5137.97808498  5235.33725138
  5314.28754618  5471.01394036  5650.30182969  5772.62183062
  5764.66532762  5668.5816279   5532.70188345  5403.05314821
  5253.94045287  5279.77256099  5076.07232579  4794.98628708
  3813.58113866  3143.35415286  1987.83850117  1061.00470058
   347.09870139   100.72081506]",total distributed loads in airfoil z-direction
rotorse.rs.frame.root_F,N,[-143849.15820496  -26314.13552322  154277.6896227 ],Blade root forces in blade c.s.
rotorse.rs.frame.root_M,N*m,[  564901.43157526 -3328685.96716614       -0.        ],Blade root moment in blade c.s.
rotorse.rs.frame.flap_mode_shapes,,"[[ 2.41762771e-01 -1.39204066e+00  6.71152222e+00 -6.37945001e+00
   1.81820568e+00]
 [ 3.37859011e-01 -3.04988480e+00 -5.73179204e+00  2.01092277e+01
  -1.06654098e+01]
 [-3.01624981e+00  3.05741731e+01 -7.99655059e+01  7.52565865e+01
  -2.18490039e+01]
 [ 5.56874832e+00 -5.73526582e+01  1.81121680e+02 -2.26195386e+02
   9.78576162e+01]
 [ 1.55289400e+01 -1.19926147e+02  3.22376500e+02 -3.62893594e+02
   1.45914301e+02]]","6-degree polynomial coefficients of mode shapes in the flap direction (x^2..x^6, no linear or constant term)"
rotorse.rs.frame.edge_mode_shapes,,"[[ 2.22936376e-01  4.95862502e-01  1.49900927e+00 -1.38224352e+00
   1.64435377e-01]
 [-1.41838170e-01 -3.91581481e+00  1.13222607e+00  1.14945009e+01
  -7.56907399e+00]
 [-1.68958637e+00  3.37002309e+01 -1.11426747e+02  1.26721897e+02
  -4.63057938e+01]
 [-2.63369788e+00  2.81456250e+00  2.97109129e+01 -6.77162572e+01
   3.88244797e+01]
 [ 1.73775388e+01 -1.28377958e+02  3.33401013e+02 -3.65656799e+02
   1.44256205e+02]]","6-degree polynomial coefficients of mode shapes in the edge direction (x^2..x^6, no linear or constant term)"
rotorse.rs.frame.all_mode_shapes,,"[[ 2.41762771e-01 -1.39204066e+00  6.71152222e+00 -6.37945001e+00
   1.81820568e+00]
 [ 2.22936376e-01  4.95862502e-01  1.49900927e+00 -1.38224352e+00
   1.64435377e-01]
 [ 3.37859011e-01 -3.04988480e+00 -5.73179204e+00  2.01092277e+01
  -1.06654098e+01]
 [-1.41838170e-01 -3.91581481e+00  1.13222607e+00  1.14945009e+01
  -7.56907399e+00]
 [-3.01624981e+00  3.05741731e+01 -7.99655059e+01  7.52565865e+01
  -2.18490039e+01]
 [-1.68958637e+00  3.37002309e+01 -1.11426747e+02  1.26721897e+02
  -4.63057938e+01]
 [ 5.56874832e+00 -5.73526582e+01  1.81121680e+02 -2.26195386e+02
   9.78576162e+01]
 [-2.63369788e+00  2.81456250e+00  2.97109129e+01 -6.77162572e+01
   3.88244797e+01]
 [ 1.55289400e+01 -1.19926147e+02  3.22376500e+02 -3.62893594e+02
   1.45914301e+02]
 [ 1.73775388e+01 -1.28377958e+02  3.33401013e+02 -3.65656799e+02
   1.44256205e+02]]","6-degree polynomial coefficients of mode shapes in the edge direction (x^2..x^6, no linear or constant term)"
rotorse.rs.frame.flap_mode_freqs,Hz,[ 1.53352771  5.06728503 10.74289263 18.21927139 24.38104464],Frequencies associated with mode shapes in the flap direction
rotorse.rs.frame.edge_mode_freqs,Hz,[ 2.58623414  8.17724956 17.00796288 28.98060616 43.27291829],Frequencies associated with mode shapes in the edge direction
rotorse.rs.frame.freqs,Hz,"[ 1.53352771  2.58623414  5.06728503  8.17724956 10.74289263 11.82407445
 17.00796288 18.21927139 22.68285883 24.38104464]","ration of 2nd and 1st natural frequencies, should be ratio of edgewise to flapwise"
rotorse.rs.frame.freq_distance,,[1.68646066],"ration of 2nd and 1st natural frequencies, should be ratio of edgewise to flapwise"
