variables,units,values,description
rotorse.ccblade.P,W,[0.],Rotor aerodynamic power
rotorse.ccblade.T,N*m,[0.],Rotor aerodynamic thrust
rotorse.ccblade.Q,N*m,[0.],Rotor aerodynamic torque
rotorse.ccblade.M,N*m,[0.],Blade root flapwise moment
rotorse.ccblade.a,,"[0.11197246 0.06909012 0.08840509 0.20063209 0.27318569 0.28170001
 0.29844337 0.31653339 0.32608719 0.32638273 0.32303793 0.31040494
 0.30020867 0.29654963 0.29692639 0.30123942 0.29782644 0.30132609
 0.29868132 0.30453513 0.30179599 0.30938754 0.31564069 0.32179831
 0.32609173 0.34686855 0.35804907 0.35626419 0.32880495 0.16743931]",Axial induction  along blade span
rotorse.ccblade.ap,,"[-0.11197246 -0.05523535 -0.01083269  0.0448038   0.06826584  0.05297656
  0.04279302  0.03528971  0.02900813  0.02396303  0.01992238  0.01657364
  0.01399005  0.01204712  0.01056461  0.00941344  0.00833341  0.00755208
  0.00687716  0.00634021  0.00577573  0.00537245  0.00500753  0.00465354
  0.00429147  0.00411452  0.00386704  0.00357268  0.00315022  0.0018229 ]",Tangential induction along blade span
rotorse.ccblade.alpha,deg,"[46.70008374 37.7296602  26.4079118  15.00427043  8.59278323  6.93789377
  6.49163171  6.71390073  7.11913528  7.31552797  7.59505926  7.9675662
  8.13712373  8.01803849  7.81379053  7.55035961  7.36666866  7.08783047
  6.90076652  6.6341155   6.43868167  6.10093211  5.70087334  5.27160282
  4.89374605  4.49427662  4.8237505   6.01544833  7.91320241 11.07653213]",Angles of attack along blade span
rotorse.ccblade.cl,,"[1.24945661e-18 5.27109228e-02 3.93075566e-01 1.13719021e+00
 1.32457962e+00 1.23328451e+00 1.20016486e+00 1.19338755e+00
 1.18294334e+00 1.17246966e+00 1.19881051e+00 1.23015213e+00
 1.25346747e+00 1.24159824e+00 1.22264907e+00 1.20842321e+00
 1.17936660e+00 1.17772634e+00 1.17934980e+00 1.20426537e+00
 1.19493267e+00 1.17452697e+00 1.13784173e+00 1.09866442e+00
 1.05200169e+00 1.02631193e+00 1.05585292e+00 1.17913845e+00
 1.37524117e+00 1.49591195e+00]",Lift coefficients along blade span
rotorse.ccblade.cd,,"[0.5        0.50969885 0.48921795 0.34431315 0.08464155 0.04771683
 0.02930695 0.01965504 0.01599521 0.01374325 0.01367622 0.01358161
 0.01357963 0.01362381 0.01331411 0.01297266 0.01249534 0.01165246
 0.00949322 0.00878855 0.00808032 0.00753369 0.00680411 0.00673556
 0.00730324 0.00657133 0.00685517 0.00809739 0.01147168 0.02063927]",Drag coefficients along blade span
rotorse.ccblade.cl_n_opt,,"[1.24945661e-18 5.27109228e-02 3.93075566e-01 1.13719021e+00
 1.32457962e+00 1.23328451e+00 1.20016486e+00 1.19338755e+00
 1.18294334e+00 1.17246966e+00 1.19881051e+00 1.23015213e+00
 1.25346747e+00 1.24159824e+00 1.22264907e+00 1.20842321e+00
 1.17936660e+00 1.17772634e+00 1.17934980e+00 1.20426537e+00
 1.19493267e+00 1.17452697e+00 1.13784173e+00 1.09866442e+00
 1.05200169e+00 1.02631193e+00 1.05585292e+00 1.17913845e+00
 1.37524117e+00 1.49591195e+00]",Lift coefficients along blade span
rotorse.ccblade.cd_n_opt,,"[0.5        0.50969885 0.48921795 0.34431315 0.08464155 0.04771683
 0.02930695 0.01965504 0.01599521 0.01374325 0.01367622 0.01358161
 0.01357963 0.01362381 0.01331411 0.01297266 0.01249534 0.01165246
 0.00949322 0.00878855 0.00808032 0.00753369 0.00680411 0.00673556
 0.00730324 0.00657133 0.00685517 0.00809739 0.01147168 0.02063927]",Drag coefficients along blade span
rotorse.ccblade.Px_b,N/m,"[  55.99581294   87.15226096  183.70908366  492.87057914  763.15075572
  935.6089102  1133.80811164 1345.10744646 1545.01857933 1726.83941748
 1900.03422866 2040.54055536 2182.18323989 2347.09804051 2531.15144309
 2737.89460912 2906.28948461 3114.74852299 3288.04488028 3516.10320871
 3687.41403497 3928.39516593 4155.4501049  4368.89018796 4538.99839882
 4776.52897251 4821.70966876 4521.2429291  3489.76026525 1182.34991346]",Distributed loads in blade-aligned x-direction
rotorse.ccblade.Py_b,N/m,"[  24.11988134   44.54011866   20.9554609  -134.30470738 -287.43200981
 -315.30916193 -337.29799622 -353.22262081 -362.03274223 -369.04914461
 -373.30205168 -376.84786569 -379.3316351  -381.38473884 -384.36211087
 -387.95016842 -390.29240554 -395.24400369 -403.16824619 -408.94075492
 -412.57462267 -416.48590998 -419.53161018 -418.34948306 -410.94517035
 -404.4370326  -385.26087348 -347.32957023 -265.14317573 -104.53388849]",Distributed loads in blade-aligned y-direction
rotorse.ccblade.Pz_b,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",Distributed loads in blade-aligned z-direction
rotorse.ccblade.Px_af,N/m,"[  44.37212051   67.5378896   167.83353085  510.57801132  812.46036239
  983.96011816 1178.24633574 1383.66528109 1577.14926967 1753.97571341
 1922.16539339 2058.06608624 2195.87590029 2358.13394487 2540.03721807
 2745.01069114 2911.99505143 3119.41263705 3291.76954141 3518.99302616
 3689.74872059 3930.64913935 4158.32370086 4372.70088878 4543.53876579
 4781.18807294 4822.48332838 4512.75268385 3470.39062016 1167.88567513]",Distributed loads in airfoil x-direction
rotorse.ccblade.Py_af,N/m,"[  41.81404865   70.83764697   77.5890758    16.4090393   -70.17403908
  -81.27967965 -105.00640266 -139.82364711 -175.35762914 -204.3057553
 -234.01857255 -264.9227371  -289.73300188 -305.82319864 -320.42595236
 -333.89898075 -345.15438665 -356.56834372 -371.53338435 -383.2784851
 -391.145067   -394.64723019 -390.02095466 -376.4368496  -357.26444168
 -345.0202164  -375.45255097 -444.22817191 -452.89795318 -211.94740276]",Distributed loads in airfoil y-direction
rotorse.ccblade.Pz_af,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",Distributed loads in airfoil z-direction
rotorse.ccblade.LiftF,N/m,"[   0.           10.06803485  115.81173223  488.92248353  813.82542339
  986.57328558 1182.56369073 1390.52355855 1586.72297614 1765.71324906
 1936.23257249 2074.92054772 2214.77774595 2377.73901407 2560.01654439
 2765.08428452 2932.2144516  3139.57182958 3312.56287007 3539.71001767
 3710.33833808 3950.32999406 4176.49956366 4388.79184011 4557.45338731
 4793.52232976 4836.97465805 4534.4576096  3499.69647009 1186.84898282]",Distributed lift force
rotorse.ccblade.DragF,N/m,"[ 60.96966248  97.35488398 144.13813318 148.03366952  52.00400426
  38.17135865  28.87714739  22.90186631  21.45492755  20.69702827
  22.08884524  22.90835184  23.99412189  26.0904528   27.87745631
  29.68372151  31.06670201  31.06301372  26.66460808  25.83226854
  25.08986928  25.33833041  24.97480682  26.90629287  31.63890055
  30.69222482  31.40426553  31.13906076  29.19297483  16.3750934 ]",Distributed drag force
rotorse.ccblade.L_n_opt,N/m,"[   0.           10.06803485  115.81173223  488.92248353  813.82542339
  986.57328558 1182.56369073 1390.52355855 1586.72297614 1765.71324906
 1936.23257249 2074.92054772 2214.77774595 2377.73901407 2560.01654439
 2765.08428452 2932.2144516  3139.57182958 3312.56287007 3539.71001767
 3710.33833808 3950.32999406 4176.49956366 4388.79184011 4557.45338731
 4793.52232976 4836.97465805 4534.4576096  3499.69647009 1186.84898282]",Distributed lift force
rotorse.ccblade.D_n_opt,N/m,"[ 60.96966248  97.35488398 144.13813318 148.03366952  52.00400426
  38.17135865  28.87714739  22.90186631  21.45492755  20.69702827
  22.08884524  22.90835184  23.99412189  26.0904528   27.87745631
  29.68372151  31.06670201  31.06301372  26.66460808  25.83226854
  25.08986928  25.33833041  24.97480682  26.90629287  31.63890055
  30.69222482  31.40426553  31.13906076  29.19297483  16.3750934 ]",Distributed drag force
rotorse.wt_class.V_mean,m/s,[7.5],
rotorse.wt_class.V_extreme1,m/s,[30.],
rotorse.wt_class.V_extreme50,m/s,[52.5],
rotorse.re.precomp.z,m,"[ 2.          3.71872087  5.43744174  7.15616261  8.87488348 10.59360434
 12.31232521 14.03104608 15.74976695 17.46848782 19.18720869 20.90592956
 22.62465043 24.3433713  26.06209216 27.78081303 29.4995339  31.21825477
 32.93697564 34.65569651 36.37441738 38.09313825 39.81185911 41.53057998
 43.24930085 44.96802172 46.68674259 48.40546346 50.12418433 51.8429052 ]",locations of properties along beam
rotorse.re.Tw_iner,m,"[14.48776845 19.02015377 18.22646046 19.34341197 15.90820394 13.80068383
 12.60303214 11.99229028 12.00793598 11.18380213  9.28679762  7.77998373
  6.6847168   6.03324243  5.54273436  5.18811205  4.88448569  4.42279635
  3.80946798  3.36929765  3.172863    2.94437237  2.74294259  2.55343275
  3.24686641  2.87059181  1.44659271 -0.23895398 -2.11455927 -4.25750596]",Orientation of the section principal inertia axes with respect the blade reference plane
rotorse.re.x_tc,m,"[ 0.02268714  0.02996699  0.38126722  0.52952206  0.57989392  0.48824264
  0.40594563  0.26701631  0.1583762   0.0907301   0.05065408  0.03045087
  0.01337598  0.00582528  0.0045244   0.0007166  -0.00126794  0.00192439
  0.00805677  0.01362146  0.01719738  0.02137586  0.02620447  0.03113684
  0.03600911  0.0381774   0.02988393  0.01249109 -0.00474497 -0.00485975]",X-coordinate of the tension-center offset with respect to the XR-YR axes
rotorse.re.y_tc,m,"[-7.24270869e-05  6.29753351e-02  3.10995871e-01  4.62411735e-01
  5.68802920e-01  5.62952000e-01  4.78005303e-01  4.11057179e-01
  3.60231952e-01  3.34771279e-01  3.13355669e-01  2.91367774e-01
  2.80438504e-01  2.88288058e-01  2.98104523e-01  2.86265556e-01
  2.52367269e-01  2.18296794e-01  1.99895292e-01  1.93879435e-01
  1.87962386e-01  1.92655302e-01  2.04287268e-01  2.15698705e-01
  2.20810431e-01  2.33141874e-01  2.42475903e-01  2.35391514e-01
  1.50197247e-01  4.80586948e-02]",Chordwise offset of the section tension-center with respect to the XR-YR axes
rotorse.re.x_sc,m,"[ 0.02268714  0.02996699  0.38126722  0.52904198  0.58012181  0.4891506
  0.40748048  0.268626    0.15967227  0.09169628  0.05123427  0.03073612
  0.01349047  0.00589609  0.00459486  0.00075425 -0.0013103   0.00185146
  0.00801546  0.01362282  0.01721825  0.02140791  0.02623279  0.03116196
  0.03605169  0.0382224   0.02995037  0.01259731 -0.00474497 -0.00485975]",X-coordinate of the shear-center offset with respect to the XR-YR axes
rotorse.re.y_sc,m,"[-7.24270869e-05  6.29753351e-02  3.10995871e-01  4.60335220e-01
  5.71244533e-01  5.67499976e-01  4.82993996e-01  4.15391163e-01
  3.63837136e-01  3.38491431e-01  3.16880980e-01  2.94458621e-01
  2.83382396e-01  2.91601858e-01  3.01881184e-01  2.90060975e-01
  2.55495237e-01  2.20637774e-01  2.01771800e-01  1.95621178e-01
  1.89635841e-01  1.94287796e-01  2.05951389e-01  2.17362811e-01
  2.22531893e-01  2.34925047e-01  2.45105247e-01  2.41382389e-01
  1.50197247e-01  4.80586948e-02]","Chordwise offset of the section shear-center with respect to the reference frame, XR-YR"
rotorse.re.x_cg,m,"[ 0.02268714  0.02996699  0.38126722  0.524346    0.57826605  0.48057076
  0.39526378  0.25849377  0.15670966  0.09348374  0.05555996  0.03610461
  0.01858644  0.01015406  0.007974    0.00366729  0.0014833   0.0041823
  0.00951112  0.01436186  0.01753543  0.02148521  0.02633222  0.03128793
  0.035756    0.03785042  0.02910274  0.01104259 -0.00474497 -0.00485975]",X-coordinate of the center-of-mass offset with respect to the XR-YR axes
rotorse.re.y_cg,m,"[-7.24270869e-05  6.29753351e-02  3.10995873e-01  5.11344462e-01
  6.37063985e-01  6.50783853e-01  6.03259930e-01  5.45399456e-01
  4.91848769e-01  4.55142477e-01  4.07601141e-01  3.60714625e-01
  3.27915846e-01  3.18677936e-01  3.15783132e-01  2.97960258e-01
  2.63668921e-01  2.29401090e-01  2.08297061e-01  1.98629894e-01
  1.90661603e-01  1.94216002e-01  2.06183701e-01  2.18033833e-01
  2.23325502e-01  2.37631452e-01  2.44660802e-01  2.21137696e-01
  1.50197247e-01  4.80586948e-02]",Chordwise offset of the section center of mass with respect to the XR-YR axes
rotorse.re.precomp.flap_iner,kg/m,"[7.89964885e+02 9.54477683e+02 6.92601606e+02 3.28449408e+02
 1.74699120e+02 9.73991971e+01 5.70425850e+01 4.34379089e+01
 3.47338483e+01 2.62287932e+01 1.83058486e+01 1.22895124e+01
 8.63297454e+00 6.87035921e+00 5.77479301e+00 4.97937944e+00
 4.25801105e+00 3.40873928e+00 2.54308085e+00 1.88019480e+00
 1.46905490e+00 1.26947958e+00 1.09213751e+00 9.25064573e-01
 7.19096849e-01 5.46897203e-01 2.55428646e-01 6.60840422e-02
 7.27414898e-03 1.79158872e-04]",Section flap inertia about the Y_G axis per unit length.
rotorse.re.precomp.edge_iner,kg/m,"[7.90000424e+02 9.79356183e+02 9.02176795e+02 6.41044254e+02
 5.04117193e+02 3.33827922e+02 2.10725071e+02 1.55410484e+02
 1.18885678e+02 9.05381270e+01 6.56150554e+01 4.57125951e+01
 3.38076917e+01 2.87963977e+01 2.56401200e+01 2.18520942e+01
 1.69348245e+01 1.25954774e+01 9.63211173e+00 7.74236036e+00
 6.43913670e+00 6.18125494e+00 5.49230370e+00 5.04361581e+00
 2.52226546e+00 2.12417413e+00 1.43608716e+00 6.76898586e-01
 1.33711740e-01 3.51831158e-03]",Section lag inertia about the X_G axis per unit length
rotorse.re.precomp.blade_mass,kg,[8902.73299416],mass of one blade
rotorse.re.precomp.blade_moment_of_inertia,kg*m**2,[2859963.06281434],mass moment of inertia of blade about hub
rotorse.re.precomp.mass_all_blades,kg,[26708.19898249],mass of all blades
rotorse.re.precomp.I_all_blades,kg*m**2,"[8579889.18844301 4289944.59422151 4289944.59422151       0.
       0.               0.        ]","mass moments of inertia of all blades in hub c.s. order:Ixx, Iyy, Izz, Ixy, Ixz, Iyz"
rotorse.re.sc_ss_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","spar cap, suction side,  boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.re.sc_ps_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","spar cap, pressure side, boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.re.te_ss_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","trailing edge reinforcement, suction side,  boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.re.te_ps_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","trailing edge reinforcement, pressure side, boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.rp.powercurve.pitch,deg,"[3.14893068e+00 2.19261622e+00 8.91259009e-01 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.79362816e-02
 2.80624018e+00 5.71195844e+00 7.85123713e+00 9.76458386e+00
 1.15760985e+01 1.33322992e+01 1.50554655e+01 1.67395001e+01
 1.84166742e+01 2.00491481e+01 2.16713793e+01 2.32301806e+01
 2.47817270e+01 2.62942532e+01]",rotor pitch schedule
rotorse.rp.powercurve.P_aero,W,"[  47466.46290014  133229.63543587  246577.34678468  372596.2594785
  508844.81303203  641712.31140146  757858.49519902  845440.08225314
  895463.85614031  902777.99133252  939918.99162772 1024928.25104081
 1165390.21785063 1373444.85898859 1666261.18248539 1941812.68698619
 1941814.33759682 1941814.29189851 1941814.91637349 1941814.34309132
 1941809.1505452  1941827.49047909 1941822.7810074  1941815.23580596
 1941815.74882566 1941825.18741389 1941815.11312689 1941803.26077906
 1941820.15718559 1941830.32797742]",rotor mechanical power
rotorse.rp.powercurve.T,N,"[ 36933.20861776  62033.94612757  88855.72522454 121159.90387972
 149138.63398288 174084.5278528  194502.56896339 209212.91096612
 217386.19801612 218568.33049086 224522.6759073  237864.10110385
 259127.89786659 289117.29928642 328873.32135897 349315.14638712
 295380.02125727 247943.69544482 218995.46898728 197049.00493758
 179364.86347986 164756.21629582 152548.05408053 142260.99199997
 133708.31554335 126473.80442209 120624.76091595 115763.16102447
 112140.43259225 109426.78007885]",rotor aerodynamic thrust
rotorse.rp.powercurve.Q,N*m,"[  56658.91650945  159031.16283651  294330.02694949  399096.7797711
  491257.80605701  573428.76850577  640685.13134146  689140.51909456
  716063.06060665  719956.96650146  739570.38649645  783516.60684659
  853558.86127211  952342.9734302  1083298.01612663 1258365.1380193
 1258366.20767493 1258366.17806077 1258366.58274323 1258366.21123557
 1258362.84627711 1258374.73122029 1258371.67931161 1258366.78974707
 1258367.12220247 1258373.2387504  1258366.71024658 1258359.02949477
 1258369.97897979 1258376.57002225]",rotor aerodynamic torque
rotorse.rp.powercurve.M,N*m,"[ 444491.81465785  722305.01812848 1019478.47073781 1390663.80757291
 1711801.4619486  1998128.46157125 2232485.12483029 2401329.26852097
 2495141.61175815 2508710.03493889 2577053.54135707 2730185.36606288
 2974249.54589978 3318465.52684622 3774782.00828097 3994156.36031634
 3330656.24818403 2710560.40890158 2307822.54890737 1985056.33621499
 1709372.77179096 1467415.7572727  1251603.5928657  1061701.55181069
  886755.46795862  733956.22361784  592935.55401418  475056.35905611
  364907.43477971  267530.52528127]",blade root moment
rotorse.rp.powercurve.Cp,,"[0.30708636 0.39546377 0.41911962 0.4179249  0.4169734  0.41597284
 0.41509416 0.41443908 0.4140684  0.41401412 0.41374126 0.4131246
 0.41212979 0.41070963 0.40880947 0.41082183 0.38403492 0.30487338
 0.23967682 0.18750001 0.14654184 0.11478042 0.09031286 0.07151396
 0.05706407 0.04592709 0.03730594 0.03059648 0.02534314 0.02120249]",rotor electrical power coefficient
rotorse.rp.powercurve.Cp_aero,,"[0.34259228 0.44118806 0.46757905 0.46684391 0.46684391 0.46684391
 0.46684391 0.46684391 0.46684391 0.46684391 0.46684391 0.46684391
 0.46684391 0.46684391 0.46684391 0.46925865 0.43866147 0.34823969
 0.27376934 0.2141707  0.1673865  0.13110721 0.1031593  0.08168637
 0.06518108 0.05245993 0.04261247 0.03494864 0.02894804 0.02421842]",rotor aerodynamic power coefficient
rotorse.rp.powercurve.Ct_aero,,"[0.79970351 0.79902955 0.78923224 0.81639289 0.81639289 0.81639289
 0.81639289 0.81639289 0.81639289 0.81639289 0.81639289 0.81639289
 0.81639289 0.81639289 0.81639289 0.78572796 0.63520484 0.45714251
 0.34393096 0.26274067 0.20292308 0.15838131 0.12498484 0.09976199
 0.08066508 0.06601821 0.05481598 0.04609338 0.03938104 0.03411914]",rotor aerodynamic thrust coefficient
rotorse.rp.powercurve.Cq_aero,,"[0.02375666 0.03966623 0.05062432 0.05207434 0.05207434 0.05207434
 0.05207434 0.05207434 0.05207434 0.05207434 0.05207434 0.05207434
 0.05207434 0.05207434 0.05207434 0.05481087 0.05240165 0.04492735
 0.03826913 0.03249117 0.02756799 0.02342488 0.01996479 0.01708802
 0.01470076 0.01271973 0.01107346 0.00970237 0.00855733 0.00759784]",rotor aerodynamic torque coefficient
rotorse.rp.powercurve.Cm_aero,,"[0.18637212 0.18016038 0.17534875 0.18145447 0.18145447 0.18145447
 0.18145447 0.18145447 0.18145447 0.18145447 0.18145447 0.18145447
 0.18145447 0.18145447 0.18145447 0.17397429 0.13869721 0.09677493
 0.07018491 0.0512544  0.03744864 0.02731621 0.01985741 0.0144174
 0.01035944 0.00741888 0.00521775 0.00366284 0.00248149 0.0016153 ]",rotor aerodynamic moment coefficient
rotorse.rp.powercurve.V_R25,m/s,[8.88888889],region 2.5 transition wind speed
rotorse.rp.powercurve.rated_V,m/s,[9.30785995],rated wind speed
rotorse.rp.powercurve.rated_Omega,rpm,[14.73574299],rotor rotation speed at rated
rotorse.rp.powercurve.rated_pitch,deg,[0.01793628],pitch setting at rated
rotorse.rp.powercurve.rated_T,N,[349315.14638712],rotor aerodynamic thrust at rated
rotorse.rp.powercurve.rated_Q,N*m,[1258365.1380193],rotor aerodynamic torque at rated
rotorse.rp.powercurve.rated_mech,W,[1941812.68698619],Mechanical shaft power at rated
rotorse.rp.powercurve.ax_induct_regII,,"[0.11197246 0.06909012 0.08840509 0.20063209 0.27318569 0.28170001
 0.29844337 0.31653339 0.32608719 0.32638273 0.32303793 0.31040494
 0.30020867 0.29654963 0.29692639 0.30123942 0.29782644 0.30132609
 0.29868132 0.30453513 0.30179599 0.30938754 0.31564069 0.32179831
 0.32609173 0.34686855 0.35804907 0.35626419 0.32880495 0.16743931]",rotor axial induction at cut-in wind speed along blade span
