variables,units,values,description
blade.fatigue.sparU_sigma_ult,Pa,[6.e+08],
blade.fatigue.sparU_wohlerA,Pa,[6.e+08],
blade.fatigue.sparU_wohlerexp,,[1.],
blade.fatigue.sparL_sigma_ult,Pa,[6.e+08],
blade.fatigue.sparL_wohlerA,Pa,[6.e+08],
blade.fatigue.sparL_wohlerexp,,[1.],
blade.fatigue.teU_sigma_ult,Pa,[1.],
blade.fatigue.teU_wohlerA,Pa,[1.],
blade.fatigue.teU_wohlerexp,,[1.],
blade.fatigue.teL_sigma_ult,Pa,[1.],
blade.fatigue.teL_wohlerA,Pa,[1.],
blade.fatigue.teL_wohlerexp,,[1.],
nacelle.uptilt,rad,[0.08726],Nacelle uptilt angle. A standard machine has positive values.
nacelle.distance_tt_hub,m,[2.],Vertical distance from tower top plane to hub flange
nacelle.overhang,m,[5.],Horizontal distance from tower top edge to hub flange
nacelle.gearbox_efficiency,,[0.955],Efficiency of the gearbox. Set to 1.0 for direct-drive
nacelle.gear_ratio,,[97.],Total gear ratio of drivetrain (use 1.0 for direct)
nacelle.distance_hub2mb,m,[2.],Distance from hub flange to first main bearing along shaft
nacelle.distance_mb2mb,m,[1.],Distance from first to second main bearing along shaft
nacelle.L_generator,m,[2.],Generator length along shaft
nacelle.lss_diameter,m,[0.577 0.577],Diameter of low speed shaft
nacelle.lss_wall_thickness,m,[0.288 0.288],Thickness of low speed shaft
nacelle.damping_ratio,,[0.01],Damping ratio for the drivetrain system
nacelle.brake_mass_user,kg,[0.],Override regular regression-based calculation of brake mass with this value
nacelle.hvac_mass_coeff,kg/kW/m,[0.025],Regression-based scaling coefficient on machine rating to get HVAC system mass
nacelle.converter_mass_user,kg,[0.],Override regular regression-based calculation of converter mass with this value
nacelle.transformer_mass_user,kg,[0.],Override regular regression-based calculation of transformer mass with this value
nacelle.hss_length,m,[1.5],Length of high speed shaft
nacelle.hss_diameter,m,[0.288 0.288],Diameter of high speed shaft
nacelle.hss_wall_thickness,m,[0.144 0.144],Wall thickness of high speed shaft
nacelle.bedplate_flange_width,m,[1.],Bedplate I-beam flange width
nacelle.bedplate_flange_thickness,m,[0.05],Bedplate I-beam flange thickness
nacelle.bedplate_web_thickness,m,[0.05],Bedplate I-beam web thickness
nacelle.mb1Type,Unavailable,CARB,Type of main bearing: CARB / CRB / SRB / TRB
nacelle.mb2Type,Unavailable,SRB,Type of main bearing: CARB / CRB / SRB / TRB
nacelle.uptower,Unavailable,True,If power electronics are located uptower (True) or at tower base (False)
nacelle.lss_material,Unavailable,steel,Material name identifier for the low speed shaft
nacelle.hss_material,Unavailable,steel,Material name identifier for the high speed shaft
nacelle.bedplate_material,Unavailable,steel,Material name identifier for the bedplate
nacelle.gear_configuration,Unavailable,eep,3-letter string of Es or Ps to denote epicyclic or parallel gear configuration
nacelle.planet_numbers,Unavailable,"[3, 3, 0]",Number of planets for epicyclic stages (use 0 for parallel)
generator.B_r,T,[1.2],
generator.P_Fe0e,W/kg,[1.],
generator.P_Fe0h,W/kg,[4.],
generator.S_N,,[-0.002],
generator.alpha_p,,[1.09955743],
generator.b_r_tau_r,,[0.45],
generator.b_ro,m,[0.004],
generator.b_s_tau_s,,[0.45],
generator.b_so,m,[0.004],
generator.cofi,,[0.9],
generator.freq,Hz,[60.],
generator.h_i,m,[0.001],
generator.h_sy0,,[0.],
generator.h_w,m,[0.005],
generator.k_fes,,[0.9],
generator.k_fillr,,[0.55],
generator.k_fills,,[0.65],
generator.k_s,,[0.2],
generator.mu_0,m*kg/s**2/A**2,[1.25663706e-06],
generator.mu_r,m*kg/s**2/A**2,[1.06],
generator.p,,[3.],
generator.phi,rad,[1.57079633],
generator.ratio_mw2pp,,[0.7],
generator.resist_Cu,ohm/m,[2.52e-08],
generator.sigma,Pa,[21500.],
generator.y_tau_p,,[0.8],
generator.y_tau_pr,,[0.8333333],
generator.I_0,A,[40.],
generator.d_r,m,[0.],
generator.h_m,m,[0.],
generator.h_0,m,[0.01],
generator.h_s,m,[0.08],
generator.len_s,m,[0.49],
generator.n_r,,[0.],
generator.rad_ag,m,[0.61],
generator.t_wr,m,[0.],
generator.n_s,,[0.],
generator.b_st,m,[0.],
generator.d_s,m,[0.],
generator.t_ws,m,[0.],
generator.rho_Copper,kg/m**3,[8900.],
generator.rho_Fe,kg/m**3,[7700.],
generator.rho_Fes,kg/m**3,[7850.],
generator.rho_PM,kg/m**3,[7450.],
generator.C_Cu,USD/kg,[4.786],
generator.C_Fe,USD/kg,[0.556],
generator.C_Fes,USD/kg,[0.50139],
generator.C_PM,USD/kg,[50.],
generator.B_symax,T,[1.3],
generator.S_Nmax,,[-0.2],
generator.m,Unavailable,3.0,
generator.q1,Unavailable,5.0,
generator.q2,Unavailable,4.0,
tower.ref_axis,m,"[[  0.     0.     0.  ]
 [  0.     0.    10.8 ]
 [  0.     0.    21.61]
 [  0.     0.    32.41]
 [  0.     0.    43.22]
 [  0.     0.    54.02]
 [  0.     0.    64.82]
 [  0.     0.    75.63]
 [  0.     0.    86.43]
 [  0.     0.    97.23]
 [  0.     0.   108.  ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
tower.diameter,m,[4.   4.   4.   4.   4.   4.   4.   4.   4.   3.87 3.87],1D array of the outer diameter values defined along the tower axis.
tower.cd,,[0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5 0.5],1D array of the drag coefficients defined along the tower height.
tower.layer_thickness,m,"[[0.04237849 0.02908202 0.02435386 0.02191269 0.0164464  0.01559457
  0.01267209 0.00711073 0.0097997  0.00476741 0.00703374]]","2D array of the thickness of the layers of the tower structure. The first dimension represents each layer, the second dimension represents each piecewise-constant entry of the tower sections."
tower.outfitting_factor,,[1.07],Multiplier that accounts for secondary structure mass inside of tower
tower.layer_name,Unavailable,['tower_wall'],1D array of the names of the layers modeled in the tower structure.
tower.layer_mat,Unavailable,['steel'],1D array of the names of the materials of each layer modeled in the tower structure.
env.rho_air,kg/m**3,[1.225],Density of air
env.mu_air,kg/m/s,[1.81e-05],Dynamic viscosity of air
env.shear_exp,,[0.2],Shear exponent of the wind.
env.speed_sound_air,m/s,[340.],Speed of sound in air.
env.weibull_k,,[2.],Shape parameter of the Weibull probability density function of the wind.
env.rho_water,kg/m**3,[1025.],Density of ocean water
env.mu_water,kg/m/s,[0.0013351],Dynamic viscosity of ocean water
env.water_depth,m,[0.],Water depth for analysis.  Values > 0 mean offshore
env.Hsig_wave,m,[0.],Significant wave height
env.Tsig_wave,s,[0.],Significant wave period
env.G_soil,N/m**2,[1.4e+08],Shear stress of soil
env.nu_soil,,[0.4],Poisson ratio of soil
costs.offset_tcc_per_kW,USD/kW,[0.],Offset to turbine capital cost
costs.bos_per_kW,USD/kW,[459.],Balance of station/plant capital cost
costs.opex_per_kW,USD/kW/year,[44.],Average annual operational expenditures of the turbine
costs.wake_loss_factor,,[0.15],The losses in AEP due to waked conditions
costs.fixed_charge_rate,,[0.075],Fixed charge rate for coe calculation
costs.labor_rate,USD/h,[58.8],
costs.painting_rate,USD/m**2,[30.],
costs.blade_mass_cost_coeff,USD/kg,[14.6],
costs.hub_mass_cost_coeff,USD/kg,[3.9],
costs.pitch_system_mass_cost_coeff,USD/kg,[22.1],
costs.spinner_mass_cost_coeff,USD/kg,[11.1],
costs.lss_mass_cost_coeff,USD/kg,[11.9],
costs.bearing_mass_cost_coeff,USD/kg,[4.5],
costs.gearbox_mass_cost_coeff,USD/kg,[12.9],
costs.hss_mass_cost_coeff,USD/kg,[6.8],
costs.generator_mass_cost_coeff,USD/kg,[12.4],
costs.bedplate_mass_cost_coeff,USD/kg,[2.9],
costs.yaw_mass_cost_coeff,USD/kg,[8.3],
costs.converter_mass_cost_coeff,USD/kg,[18.8],
costs.transformer_mass_cost_coeff,USD/kg,[18.8],
costs.hvac_mass_cost_coeff,USD/kg,[124.],
costs.cover_mass_cost_coeff,USD/kg,[5.7],
costs.elec_connec_machine_rating_cost_coeff,USD/kW,[41.85],
costs.platforms_mass_cost_coeff,USD/kg,[17.1],
costs.tower_mass_cost_coeff,USD/kg,[2.9],
costs.controls_machine_rating_cost_coeff,USD/kW,[21.15],
costs.crane_cost,USD,[12000.],
costs.electricity_price,USD/kW/h,[0.04],
costs.reserve_margin_price,USD/kW/year,[120.],
costs.capacity_credit,,[0.],
costs.benchmark_price,USD/kW/h,[0.071],
costs.turbine_number,Unavailable,178.0,Number of turbines at plant
high_level_tower_props.tower_ref_axis,m,"[[ 0.          0.          0.        ]
 [ 0.          0.          7.8       ]
 [ 0.          0.         15.60722222]
 [ 0.          0.         23.40722222]
 [ 0.          0.         31.21444444]
 [ 0.          0.         39.01444444]
 [ 0.          0.         46.81444444]
 [ 0.          0.         54.62166667]
 [ 0.          0.         62.42166667]
 [ 0.          0.         70.22166667]
 [ 0.          0.         78.        ]]","2D array of the coordinates (x,y,z) of the tower reference axis. The coordinate system is the global coordinate system of OpenFAST: it is placed at tower base with x pointing downwind, y pointing on the side and z pointing vertically upwards. A standard tower configuration will have zero x and y values and positive z values."
high_level_tower_props.hub_height,m,[80.],"Height of the hub in the global reference system, i.e. distance rotor center to ground."
af_3d.cl_corrected,,"[[[[ 0.        ]]

  [[ 0.        ]]

  [[ 0.        ]]

  ...

  [[ 0.        ]]

  [[ 0.        ]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.00622917]]

  [[ 0.01251542]]

  ...

  [[-0.01251542]]

  [[-0.00622917]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.05282189]]

  [[ 0.10612769]]

  ...

  [[-0.10612769]]

  [[-0.05282189]]

  [[ 0.        ]]]


 ...


 [[[ 0.        ]]

  [[ 0.14947178]]

  [[ 0.30031292]]

  ...

  [[-0.28168874]]

  [[-0.14020225]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.14947178]]

  [[ 0.30031292]]

  ...

  [[-0.28168874]]

  [[-0.14020225]]

  [[ 0.        ]]]


 [[[ 0.        ]]

  [[ 0.14947178]]

  [[ 0.30031292]]

  ...

  [[-0.28168874]]

  [[-0.14020225]]

  [[ 0.        ]]]]",Lift coefficient corrected with CCBlade.Polar.
af_3d.cd_corrected,,"[[[[0.5       ]]

  [[0.5       ]]

  [[0.5       ]]

  ...

  [[0.5       ]]

  [[0.5       ]]

  [[0.5       ]]]


 [[[0.49829854]]

  [[0.49937378]]

  [[0.49941948]]

  ...

  [[0.49941948]]

  [[0.49937378]]

  [[0.49829854]]]


 [[[0.44399418]]

  [[0.45177895]]

  [[0.4548462 ]]

  ...

  [[0.4548462 ]]

  [[0.45177895]]

  [[0.44399418]]]


 ...


 [[[0.037696  ]]

  [[0.037696  ]]

  [[0.04523516]]

  ...

  [[0.04705176]]

  [[0.03860026]]

  [[0.037696  ]]]


 [[[0.037696  ]]

  [[0.037696  ]]

  [[0.04523516]]

  ...

  [[0.04705176]]

  [[0.03860026]]

  [[0.037696  ]]]


 [[[0.037696  ]]

  [[0.037696  ]]

  [[0.04523516]]

  ...

  [[0.04705176]]

  [[0.03860026]]

  [[0.037696  ]]]]",Drag coefficient corrected with CCBlade.Polar.
af_3d.cm_corrected,,"[[[[ 0.00000000e+00]]

  [[ 0.00000000e+00]]

  [[-2.77555756e-17]]

  ...

  [[ 0.00000000e+00]]

  [[ 0.00000000e+00]]

  [[ 0.00000000e+00]]]


 [[[ 0.00000000e+00]]

  [[ 7.76775909e-03]]

  [[ 1.56066808e-02]]

  ...

  [[-1.95083510e-02]]

  [[-9.70969886e-03]]

  [[ 0.00000000e+00]]]


 [[[ 0.00000000e+00]]

  [[ 6.31301215e-02]]

  [[ 1.26838596e-01]]

  ...

  [[-1.58548245e-01]]

  [[-7.89126519e-02]]

  [[ 0.00000000e+00]]]


 ...


 [[[ 2.00000000e-01]]

  [[ 2.00000000e-01]]

  [[ 2.39999774e-01]]

  ...

  [[-2.99999718e-01]]

  [[-6.87686133e-02]]

  [[ 2.00000000e-01]]]


 [[[ 2.00000000e-01]]

  [[ 2.00000000e-01]]

  [[ 2.39999774e-01]]

  ...

  [[-2.99999718e-01]]

  [[-6.87686133e-02]]

  [[ 2.00000000e-01]]]


 [[[ 2.00000000e-01]]

  [[ 2.00000000e-01]]

  [[ 2.39999774e-01]]

  ...

  [[-2.99999718e-01]]

  [[-6.87686133e-02]]

  [[ 2.00000000e-01]]]]",Moment coefficient corrected with CCblade.Polar.
tower_grid.s,,"[0.         0.1        0.20009259 0.30009259 0.40018519 0.50018519
 0.60018519 0.70027778 0.80027778 0.90027778 1.        ]","1D array of the non-dimensional grid defined along the tower axis (0-tower base, 1-tower top)"
tower_grid.height,m,[78.],Scalar of the tower height computed along the z axis.
tower_grid.length,m,[78.],Scalar of the tower length computed along its curved axis. A standard straight tower will be as high as long.
tower_grid.foundation_height,m,[0.],Foundation height in respect to the ground level.
rotorse.ccblade.CP,,[0.46293097],Rotor power coefficient
rotorse.ccblade.CM,,[0.17714857],Blade flapwise moment coefficient
rotorse.ccblade.local_airfoil_velocities,m/s,"[ 8.51276505  9.82952941 11.52978445 13.43558729 15.89245937 18.28372067
 20.73063177 23.20907884 25.71129268 28.23416935 30.7717525  33.33653798
 35.9086868  38.4908153  41.07539133 43.66606445 46.26528791 48.87259437
 51.47810585 54.10228253 56.71805023 59.33069963 61.94971532 64.55983227
 67.17894965 69.78528462 72.39095449 75.00038241 77.62017108 79.52044782]",Local relative velocities for the airfoils
rotorse.ccblade.P,W,[0.],Rotor aerodynamic power
rotorse.ccblade.T,N*m,[0.],Rotor aerodynamic thrust
rotorse.ccblade.Q,N*m,[0.],Rotor aerodynamic torque
rotorse.ccblade.M,N*m,[0.],Blade root flapwise moment
rotorse.ccblade.a,,"[0.12834467 0.08178741 0.10979574 0.24146691 0.31051164 0.30765792
 0.30579942 0.30573151 0.30861848 0.31216496 0.31573088 0.30912296
 0.30727353 0.30322777 0.30737208 0.31329646 0.31609981 0.31758124
 0.32156166 0.30342019 0.29959011 0.30658189 0.30906269 0.31853932
 0.31222992 0.32565115 0.34257785 0.35372436 0.33894074 0.2036976 ]",Axial induction  along blade span
rotorse.ccblade.ap,,"[-0.12834467 -0.06641135 -0.0173759   0.04536736  0.06383056  0.04951437
  0.03954625  0.03208372  0.0265161   0.02219781  0.01870066  0.01576729
  0.01354078  0.01166229  0.01028762  0.00919086  0.00824036  0.00747715
  0.00680541  0.00599011  0.00541854  0.00504336  0.00474782  0.00441884
  0.00402649  0.00377258  0.00358616  0.00341764  0.00312932  0.00213818]",Tangential induction along blade span
rotorse.ccblade.alpha,deg,"[42.90746578 34.77682196 23.91517046 12.37192002  6.65638866  5.28011235
  4.75333925  4.68931694  4.75003192  4.83631183  5.09154338  5.52830672
  5.74567086  5.78270262  5.70723318  5.57721976  5.37773081  5.03535464
  4.66044457  4.53563229  4.27983287  3.93216421  3.53800765  3.03378963
  2.69979433  2.34126892  2.57632763  3.56730632  5.23591871  8.05599378]",Angles of attack along blade span
rotorse.ccblade.cl,,"[1.23532932e-18 5.20817014e-02 3.93582479e-01 1.04404516e+00
 1.12144455e+00 1.01797586e+00 9.54565773e-01 9.19315576e-01
 9.02662805e-01 9.00612537e-01 9.32073307e-01 9.66343554e-01
 1.00020626e+00 9.90468246e-01 9.82103170e-01 9.72780574e-01
 9.60081094e-01 9.54503922e-01 9.66742865e-01 9.45226431e-01
 9.35378217e-01 9.17987540e-01 8.82733684e-01 8.56916983e-01
 8.04044361e-01 7.75263835e-01 8.04965744e-01 9.16663886e-01
 1.09481432e+00 1.38466848e+00]",Lift coefficients along blade span
rotorse.ccblade.cd,,"[0.5        0.50495574 0.48624404 0.2909045  0.08389555 0.04920616
 0.02922536 0.01912918 0.01388634 0.01145049 0.01166113 0.0114273
 0.01148256 0.01165987 0.01170076 0.01143743 0.01093592 0.00966196
 0.00937501 0.00912896 0.00897643 0.00822061 0.00601984 0.00623552
 0.0060845  0.00639018 0.00644193 0.00638023 0.00719884 0.01178459]",Drag coefficients along blade span
rotorse.ccblade.cl_n_opt,,"[1.23532932e-18 1.10666331e+00 9.02077014e-01 9.96032825e-01
 9.56894138e-01 9.22956305e-01 7.79375339e-01 1.38466848e+00]",Lift coefficients along blade span
rotorse.ccblade.cd_n_opt,,"[0.5        0.07893993 0.01319038 0.01155855 0.01020794 0.00843656
 0.00634651 0.01178459]",Drag coefficients along blade span
rotorse.ccblade.Px_b,N/m,"[  55.63101461   87.79763936  191.6420422   479.56697623  691.74013157
  819.68702264  949.47340057 1083.41912756 1225.37134173 1371.71913352
 1521.1483306  1644.46318058 1780.68462107 1909.44904787 2068.34058358
 2237.21676226 2396.83342904 2552.90882259 2721.44998022 2782.74578428
 2906.65753281 3088.03120244 3238.6296431  3419.66190296 3478.13281186
 3614.25716778 3678.97441492 3514.61980684 2775.68124226 1092.67576509]",Distributed loads in blade-aligned x-direction
rotorse.ccblade.Py_b,N/m,"[  28.46330413   51.21503299   30.57016122 -116.739505   -224.86577191
 -246.06624879 -263.67801058 -276.0410181  -284.97067993 -291.05813579
 -293.6784274  -296.39999779 -298.68436568 -299.45015582 -300.95998147
 -302.95689502 -305.13325808 -309.53185809 -311.88752862 -312.018288
 -312.45046201 -315.29660978 -321.89845213 -319.43446548 -313.89797342
 -304.19177204 -290.19242084 -265.21892105 -207.52183701  -95.2135132 ]",Distributed loads in blade-aligned y-direction
rotorse.ccblade.Pz_b,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",Distributed loads in blade-aligned z-direction
rotorse.ccblade.Px_af,N/m,"[  42.54404468   66.23523198  172.76382588  492.80281624  726.74490101
  855.00152553  984.05623718 1115.94993354 1255.2044763  1398.65576133
 1544.72451329 1664.97651396 1798.44654043 1925.11060628 2082.08983624
 2249.3732065  2407.96641905 2563.83411005 2732.23646703 2793.42297428
 2917.21000564 3098.56056014 3249.67873384 3430.96720624 3489.53719764
 3625.10605483 3687.88093591 3519.2243985  2773.42411329 1087.26123935]",Distributed loads in airfoil x-direction
rotorse.ccblade.Py_af,N/m,"[  45.770883     77.09928096   88.39608341   27.53145531  -30.18068681
  -37.52073074  -51.56698299  -68.20113982  -84.88189575 -100.45039062
 -118.17546464 -141.29868701 -160.12529853 -172.09071978 -183.06172167
 -192.98160402 -199.0339581  -199.77007728 -196.0808853  -194.46747477
 -190.18172162 -185.12459192 -178.6860528  -156.81179158 -138.09395703
 -118.29454865 -136.37664486 -194.81554282 -235.77607877 -144.46085327]",Distributed loads in airfoil y-direction
rotorse.ccblade.Pz_af,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",Distributed loads in airfoil z-direction
rotorse.ccblade.LiftF,N/m,"[3.55271368e-15 1.04283047e+01 1.22097147e+02 4.75459856e+02
 7.25344422e+02 8.54826342e+02 9.84944912e+02 1.11779008e+03
 1.25792239e+03 1.40214493e+03 1.54911705e+03 1.67084461e+03
 1.80544190e+03 1.93265321e+03 2.08997361e+03 2.25748028e+03
 2.41602141e+03 2.57147348e+03 2.73913458e+03 2.80005325e+03
 2.92326809e+03 3.10396135e+03 3.25451194e+03 3.43445794e+03
 3.49216859e+03 3.62691243e+03 3.69028349e+03 3.52452715e+03
 2.78336787e+03 1.09677655e+03]",Distributed lift force
rotorse.ccblade.DragF,N/m,"[ 62.4897549  101.10714881 150.84261292 132.47838187  54.26320245
  41.31996284  30.15546035  23.25905076  19.35156435  17.82702894
  19.38094077  19.75822651  20.72682681  22.75135254  24.89989995
  26.5422303   27.51998509  26.02971955  26.56282353  27.04280472
  28.05336831  27.79608138  22.19428685  24.99150549  26.42652099
  29.89514881  29.53236669  24.53167465  18.30176119   9.3344055 ]",Distributed drag force
rotorse.ccblade.L_n_opt,N/m,"[3.55271368e-15 7.43841839e+02 1.29912883e+03 1.85996104e+03
 2.50485117e+03 3.05233470e+03 3.60766331e+03 1.09677655e+03]",Distributed lift force
rotorse.ccblade.D_n_opt,N/m,"[62.4897549  52.41416822 18.9159828  21.59448069 26.66840478 27.86959193
 29.39963055  9.3344055 ]",Distributed drag force
rotorse.wt_class.V_mean,m/s,[7.5],
rotorse.wt_class.V_extreme1,m/s,[30.],
rotorse.wt_class.V_extreme50,m/s,[52.5],
rotorse.re.precomp.z,m,"[ 2.          3.37664536  4.75329071  6.12993607  7.50658142  8.88322678
 10.25987214 11.63651749 13.01316285 14.38980821 15.76645356 17.14309892
 18.51974427 19.89638963 21.27303499 22.64968034 24.0263257  25.40297105
 26.77961641 28.15626177 29.53290712 30.90955248 32.28619783 33.66284319
 35.03948855 36.4161339  37.79277926 39.16942462 40.54606997 41.92271533]",locations of properties along beam
rotorse.re.Tw_iner,m,"[14.48776845 18.79864527 17.95546113 19.13419218 15.82996052 14.13444743
 13.90342418 14.56413369 15.66719067 15.16507351 13.20278119 11.46557636
 10.07538878  9.1618317   8.39788693  7.88194156  7.65022195  7.46532103
  7.00476736  6.58377495  6.38212753  6.03160628  5.92071557  5.75169624
  7.63369293  7.02615595  4.82561948  2.48750491  0.39204351 -1.61236642]",Orientation of the section principal inertia axes with respect the blade reference plane
rotorse.re.x_tc,m,"[ 2.26871369e-02  2.41119320e-02  3.72934985e-01  5.22629643e-01
  5.77411966e-01  4.97979784e-01  4.37954959e-01  3.17994955e-01
  1.89557064e-01  1.33462605e-01  8.70620848e-02  6.13570994e-02
  3.99714107e-02  3.03922857e-02  2.45570966e-02  2.14695447e-02
  1.78931356e-02  2.11228328e-02  2.77367911e-02  3.37516632e-02
  3.75048748e-02  4.20936198e-02  4.74897734e-02  5.31145716e-02
  5.75913864e-02  5.97943952e-02  5.06904382e-02  3.24345561e-02
  8.94985767e-03 -5.50880291e-04]",X-coordinate of the tension-center offset with respect to the XR-YR axes
rotorse.re.y_tc,m,"[-7.24270869e-05  6.29801354e-02  3.11860125e-01  4.63121695e-01
  5.69026562e-01  5.63014262e-01  4.79067738e-01  4.14454033e-01
  3.65974942e-01  3.39710506e-01  3.16641258e-01  2.93515727e-01
  2.81894419e-01  2.89445969e-01  2.99147196e-01  2.87110437e-01
  2.52927047e-01  2.18651663e-01  1.99944095e-01  1.93503695e-01
  1.87288401e-01  1.91690061e-01  2.02968013e-01  2.14065159e-01
  2.18756213e-01  2.30928764e-01  2.40421285e-01  2.33836479e-01
  1.49654267e-01  4.78848041e-02]",Chordwise offset of the section tension-center with respect to the XR-YR axes
rotorse.re.x_sc,m,"[ 2.26871369e-02  2.41119320e-02  3.72934985e-01  5.22162416e-01
  5.77638823e-01  4.98911183e-01  4.39639047e-01  3.19887108e-01
  1.91169792e-01  1.34711163e-01  8.78679313e-02  6.18008386e-02
  4.02000751e-02  3.05594365e-02  2.47126651e-02  2.15769013e-02
  1.78969053e-02  2.10709526e-02  2.77025642e-02  3.37568770e-02
  3.75286795e-02  4.21321605e-02  4.75259284e-02  5.31492827e-02
  5.76277468e-02  5.98339237e-02  5.07794038e-02  3.26943690e-02
  8.94985767e-03 -5.50880291e-04]",X-coordinate of the shear-center offset with respect to the XR-YR axes
rotorse.re.y_sc,m,"[-7.24270869e-05  6.29801354e-02  3.11860125e-01  4.61163661e-01
  5.71500864e-01  5.67434299e-01  4.83629625e-01  4.18000262e-01
  3.68570298e-01  3.42422880e-01  3.19379105e-01  2.96056033e-01
  2.84452938e-01  2.92448322e-01  3.02657742e-01  2.90660183e-01
  2.55813468e-01  2.20749048e-01  2.01601162e-01  1.95048381e-01
  1.88779996e-01  1.93159084e-01  2.04480230e-01  2.15586936e-01
  2.20319312e-01  2.32557167e-01  2.42897258e-01  2.39666785e-01
  1.49654267e-01  4.78848041e-02]","Chordwise offset of the section shear-center with respect to the reference frame, XR-YR"
rotorse.re.x_cg,m,"[ 2.26871369e-02  2.41119320e-02  3.72934982e-01  5.17471748e-01
  5.75791863e-01  4.90252785e-01  4.26989626e-01  3.09219880e-01
  1.88078377e-01  1.36905585e-01  9.28451460e-02  6.78478857e-02
  4.58766543e-02  3.52626083e-02  2.83837434e-02  2.47344386e-02
  2.10068144e-02  2.38063264e-02  2.96120084e-02  3.48523388e-02
  3.81646228e-02  4.24905015e-02  4.79630844e-02  5.36842719e-02
  5.79406956e-02  6.02429846e-02  5.07623301e-02  3.12336508e-02
  8.94985767e-03 -5.50880291e-04]",X-coordinate of the center-of-mass offset with respect to the XR-YR axes
rotorse.re.y_cg,m,"[-7.24270869e-05  6.29801354e-02  3.11860128e-01  5.11706593e-01
  6.37227825e-01  6.50985075e-01  6.04693252e-01  5.49955580e-01
  4.99186139e-01  4.61786964e-01  4.12295269e-01  3.63893749e-01
  3.30038690e-01  3.20355495e-01  3.17253320e-01  2.99211237e-01
  2.64633500e-01  2.30198212e-01  2.08771206e-01  1.98664566e-01
  1.90383902e-01  1.93635510e-01  2.05241782e-01  2.16823561e-01
  2.21810088e-01  2.36015318e-01  2.43263762e-01  2.20220351e-01
  1.49654267e-01  4.78848041e-02]",Chordwise offset of the section center of mass with respect to the XR-YR axes
rotorse.re.precomp.flap_iner,kg/m,"[7.89964885e+02 9.54319059e+02 6.91431431e+02 3.28191121e+02
 1.74650698e+02 9.75005743e+01 5.69429025e+01 4.30154251e+01
 3.38888926e+01 2.54957358e+01 1.78661034e+01 1.20557588e+01
 8.51798736e+00 6.80467618e+00 5.73440161e+00 4.95050996e+00
 4.23393462e+00 3.39263172e+00 2.53574724e+00 1.87788859e+00
 1.46871128e+00 1.27033841e+00 1.09357812e+00 9.26902551e-01
 7.17633973e-01 5.46424473e-01 2.56237251e-01 6.63802322e-02
 7.24566405e-03 1.77478152e-04]",Section flap inertia about the Y_G axis per unit length.
rotorse.re.precomp.edge_iner,kg/m,"[7.90000424e+02 9.79169901e+02 9.00727329e+02 6.39901364e+02
 5.03816669e+02 3.34937681e+02 2.13314537e+02 1.59074151e+02
 1.22518103e+02 9.31206378e+01 6.71037500e+01 4.64809461e+01
 3.42246261e+01 2.90699146e+01 2.58310342e+01 2.19751616e+01
 1.70036106e+01 1.26458531e+01 9.67150465e+00 7.76714558e+00
 6.45553085e+00 6.19564565e+00 5.51066483e+00 5.06537437e+00
 2.54295000e+00 2.14093290e+00 1.43871402e+00 6.73218008e-01
 1.33156644e-01 3.48593283e-03]",Section lag inertia about the X_G axis per unit length
rotorse.re.precomp.blade_mass,kg,[7131.62588026],mass of one blade
rotorse.re.precomp.blade_moment_of_inertia,kg*m**2,[1533206.84056922],mass moment of inertia of blade about hub
rotorse.re.precomp.mass_all_blades,kg,[21394.87764077],mass of all blades
rotorse.re.precomp.I_all_blades,kg*m**2,"[4599620.52170767 2299810.26085383 2299810.26085383       0.
       0.               0.        ]","mass moments of inertia of all blades in hub c.s. order:Ixx, Iyy, Izz, Ixy, Ixz, Iyz"
