variables,units,values,description
rotorse.rp.powercurve.Omega_spline,rpm,"[ 8.          8.          8.          8.          8.          8.
  8.          8.          8.          8.          8.          8.
  8.          8.          8.          8.          8.02428566  8.11861036
  8.26577242  8.44616196  8.64016912  8.82818402  8.99704099  9.17282355
  9.35746802  9.54666973  9.73612397  9.92163499 10.10490617 10.28817735
 10.47144852 10.6547197  10.83799087 11.02126205 11.20453322 11.3878044
 11.57107557 11.75434675 11.93761792 12.1208891  12.30416027 12.48743145
 12.67070263 12.8539738  13.03724498 13.22051615 13.40378733 13.5870585
 13.77032968 13.98004439 14.21687724 14.44062077 14.61106552 14.68800202
 14.70248632 14.71441186 14.72374145 14.73043383 14.73444772 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299 14.73574299
 14.73574299 14.73574299]",omega
rotorse.rp.gust.V_gust,m/s,[20.59418563],gust wind speed
rotorse.rp.cdf.F,m/s,"[0.11808862 0.12636796 0.1348649  0.14357155 0.15247988 0.16158175
 0.1708689  0.18033297 0.18996554 0.19975807 0.209702   0.21978869
 0.23000948 0.2403557  0.25081863 0.26138959 0.27205988 0.28282083
 0.29366382 0.30458027 0.31556164 0.32659947 0.33768538 0.34881108
 0.35996837 0.37114916 0.38234547 0.39354945 0.40475339 0.41594972
 0.427131   0.43828996 0.4494195  0.46051269 0.47156275 0.48256311
 0.49350738 0.50438934 0.515203   0.52594254 0.53660235 0.54717704
 0.55766141 0.56805048 0.57833949 0.58852387 0.59859929 0.60856163
 0.61840697 0.62813162 0.63773211 0.64720517 0.65654776 0.66575704
 0.67483038 0.68376537 0.69255979 0.70121163 0.70971909 0.71808055
 0.72629459 0.73435998 0.74227568 0.75004084 0.75765475 0.76511692
 0.77242701 0.77958483 0.78659036 0.79344375 0.80014526 0.80669534
 0.81309455 0.81934359 0.82544328 0.83139457 0.83719854 0.84285636
 0.84836931 0.85373878 0.85896626 0.86405331 0.86900158 0.87381283
 0.87848884 0.88303151 0.88744277 0.89172464 0.89587915 0.89990842
 0.90381461 0.90759989 0.91126649 0.91481668 0.91825273 0.92157695
 0.92479166 0.92789921 0.93090195 0.93380222 0.93660241 0.93930487
 0.94191195 0.94442603 0.94684943 0.94918451 0.95143358 0.95359894
 0.95568289 0.95768769 0.95961558 0.96146878 0.96324949 0.96495986
 0.96660203 0.96817811 0.96969015 0.9711402  0.97253026 0.97386228
 0.9751382  0.97635991 0.97752925 0.97864804 0.97971805 0.98074101
 0.98171862 0.98265253 0.98354434 0.98439563 0.98520794 0.98598274
 0.98672149 0.9874256  0.98809644 0.98873533 0.98934357 0.98992241
 0.99047306 0.99099669 0.99149445 0.99196743 0.9924167  0.99284328
 0.99324817 0.99363233 0.99399667 0.99434211 0.99466948 0.99497963
 0.99527335 0.9955514  0.99581452 0.99606342 0.99629879 0.99652127
 0.99673149 0.99693006 0.99711755 0.99729451 0.99746147 0.99761894
 0.99776741 0.99790733 0.99803915 0.9981633  0.99828017 0.99839016
 0.99849362 0.99859092 0.99868238 0.99876833 0.99884906 0.99892487
 0.99899603 0.9990628  0.99912542 0.99918414 0.99923918 0.99929075
 0.99933904 0.99938426 0.99942658 0.99946618 0.99950321 0.99953783
 0.99957018 0.9996004  0.99962863 0.99965498 0.99967957 0.99970251
 0.9997239  0.99974384 0.99976242 0.99977973 0.99979585 0.99981085
 0.99982481 0.99983779]",magnitude of wind speed at each z location
rotorse.rp.AEP,kW*h,[7400759.33735138],annual energy production
rotorse.stall_check.no_stall_constraint,,"[0.         0.         0.         0.         0.         0.
 0.         0.58154579 0.581265   0.58041755 0.58391336 0.58731848
 0.59441367 0.61558872 0.66352791 0.72333598 0.79331918 0.87988983
 0.91132416 0.89519174 0.86171744 0.81776272 0.76351047 0.70172813
 0.63002744 0.55612905 0.56047426 0.64622792 0.77822331 1.        ]","Constraint, ratio between angle of attack plus a margin and stall angle"
rotorse.stall_check.stall_angle_along_span,deg,"[1.00000000e-06 1.01837819e+01 1.01979612e+01 1.03354209e+01
 1.11420139e+01 1.20901029e+01 1.21629336e+01 1.21750461e+01
 1.20435133e+01 1.16538935e+01 1.14831482e+01 1.15041569e+01
 1.16133505e+01 1.17831140e+01 1.18586901e+01 1.18665501e+01
 1.14202532e+01 1.01495699e+01 9.48779868e+00 9.15293994e+00
 9.05055030e+00 9.09191273e+00 9.26100039e+00 9.52857038e+00
 1.00404058e+01 1.06401037e+01 1.09913621e+01 1.09531197e+01
 1.09064512e+01 1.08573080e+01]",Stall angle along blade span
rotorse.rs.aero_gust.loads_r,m,"[ 2.          3.71872087  5.43744174  7.15616261  8.87488348 10.59360434
 12.31232521 14.03104608 15.74976695 17.46848782 19.18720869 20.90592956
 22.62465043 24.3433713  26.06209216 27.78081303 29.4995339  31.21825477
 32.93697564 34.65569651 36.37441738 38.09313825 39.81185911 41.53057998
 43.24930085 44.96802172 46.68674259 48.40546346 50.12418433 51.8429052 ]",
rotorse.rs.aero_gust.loads_Px,N/m,"[ 276.23018909  402.6320664   704.3355311  1070.72350165 1379.85080461
 1538.52843161 1788.89771085 2231.73447694 2746.44242845 3217.4928113
 3452.63357328 3404.48974288 3214.76633993 3103.64331033 2932.1158229
 2753.80649593 2645.53484791 2639.72500732 2747.67820495 2908.29499193
 3139.00658415 3480.20937919 4198.00358259 5161.76727725 6084.92950704
 6756.36190245 6732.05643689 5743.2685382  3794.75692516 1123.66815805]",
rotorse.rs.aero_gust.loads_Py,N/m,"[   51.35628592    73.15471257  -100.63964871  -496.23230024
  -730.40962746  -991.41053067 -1213.80953708 -1313.04614182
 -1360.38372057 -1439.85018361 -1467.91145754 -1378.36673137
 -1233.75078664 -1132.23093756  -996.72706183  -865.19334709
  -772.27152267  -738.61044035  -749.58004278  -782.47427121
  -848.36191346  -945.56508953 -1170.44188098 -1473.39124326
 -1746.65954274 -1895.05386983 -1810.85061197 -1492.15693508
  -947.01572589  -247.41627484]",
rotorse.rs.aero_gust.loads_Pz,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",
rotorse.rs.curvature.s,m,"[ 2.          3.71872087  5.43744174  7.15616262  8.87488951 10.59363998
 12.31241168 14.0312253  15.7500799  17.46899739 19.18798326 20.90706078
 22.62626129 24.34562246 26.065142   27.78489993 29.50488369 31.22525042
 32.94595407 34.6672297  36.38902894 38.11164333 39.83511271 41.55985098
 43.28593692 45.01401355 46.7445767  48.47840711 50.21657306 51.96219098]",cumulative path length along blade
rotorse.rs.tot_loads_gust.Px_af,N/m,"[ 748.66671074  949.4692603  1263.80941145 1674.19838552 2020.59579287
 2200.10970594 2452.27519926 2927.93768562 3480.04331625 3981.18190153
 4231.12224771 4173.24717034 3965.0885247  3846.44041425 3662.92887781
 3472.01431099 3353.57573838 3347.92021422 3460.60187888 3632.10006142
 3877.03767931 4247.91773267 4938.74178085 5884.05649288 6688.17698746
 7299.23995166 7158.79379854 6029.19933781 3925.55655202 1158.30127985]",total distributed loads in airfoil x-direction
rotorse.rs.tot_loads_gust.Py_af,N/m,"[  422.63017994   528.96224037   459.29636654   173.76596603
    19.20048086  -253.7838937   -489.95756726  -554.43257179
  -558.88051599  -592.40824055  -622.27332483  -590.48703248
  -531.37332859  -510.382611    -481.01970334  -447.99364512
  -416.19685676  -391.07596896  -386.58816739  -395.88898963
  -430.84348388  -486.75041727  -637.56295076  -839.32875603
 -1026.98036617 -1111.37071555 -1095.14460454  -988.79998291
  -708.03391413  -206.72184261]",total distributed loads in airfoil y-direction
rotorse.rs.tot_loads_gust.Pz_af,N/m,"[-4963.6851088   -810.20005211  1953.2126608   3118.44527912
  3806.89503017  3846.54825735  3768.72411443  4422.19778419
  5192.63142461  5646.71523671  5913.91394057  6026.48234709
  6059.32664148  6119.28023498  6150.87061248  6113.73565848
  5969.37675684  5798.23544443  5599.68230325  5420.86709976
  5235.37338876  5128.64312066  4514.33228766  3947.47717881
  2806.63631035  2189.13735252  1492.96300815   888.88836921
   353.34740754   110.89799014]",total distributed loads in airfoil z-direction
rotorse.rs.frame.root_F,N,[-186336.74376244  -32280.39925232  196359.18007392],Blade root forces in blade c.s.
rotorse.rs.frame.root_M,N*m,[  809760.26656747 -5273860.31765405       -0.        ],Blade root moment in blade c.s.
rotorse.rs.frame.flap_mode_shapes,,"[[ 1.79770058e-01 -9.64404770e-02  2.05286336e-01  2.79800816e+00
  -2.08662408e+00]
 [-7.50461163e-01  6.12850035e+00 -2.66968334e+01  3.81447054e+01
  -1.58259112e+01]
 [-1.93871841e+00  1.68422408e+01 -3.55714619e+01  2.14448948e+01
   2.23044737e-01]
 [ 6.72571587e+00 -6.34565985e+01  1.93050919e+02 -2.36569103e+02
   1.01249067e+02]
 [ 1.73336828e+01 -1.32541232e+02  3.53716062e+02 -3.95875371e+02
   1.58366859e+02]]","6-degree polynomial coefficients of mode shapes in the flap direction (x^2..x^6, no linear or constant term)"
rotorse.rs.frame.edge_mode_shapes,,"[[ 3.20295541e-01  3.65851761e-01 -2.35585168e-01  2.00067438e+00
  -1.45123651e+00]
 [-3.75897190e-01 -6.86122191e-01 -6.70064194e+00  1.82453034e+01
  -9.48264212e+00]
 [-3.29444909e+00  3.35867852e+01 -9.15806340e+01  9.17208566e+01
  -2.94325587e+01]
 [-2.95934960e+00  3.74559556e+00  3.00933125e+01 -7.03844887e+01
   4.05049302e+01]
 [ 2.40950573e-07 -1.93133330e-06  5.31418831e-06 -6.06859489e-06
   2.46054150e-06]]","6-degree polynomial coefficients of mode shapes in the edge direction (x^2..x^6, no linear or constant term)"
rotorse.rs.frame.all_mode_shapes,,"[[ 1.79770058e-01 -9.64404770e-02  2.05286336e-01  2.79800816e+00
  -2.08662408e+00]
 [ 3.20295541e-01  3.65851761e-01 -2.35585168e-01  2.00067438e+00
  -1.45123651e+00]
 [-7.50461163e-01  6.12850035e+00 -2.66968334e+01  3.81447054e+01
  -1.58259112e+01]
 [-3.75897190e-01 -6.86122191e-01 -6.70064194e+00  1.82453034e+01
  -9.48264212e+00]
 [-1.93871841e+00  1.68422408e+01 -3.55714619e+01  2.14448948e+01
   2.23044737e-01]
 [-3.29444909e+00  3.35867852e+01 -9.15806340e+01  9.17208566e+01
  -2.94325587e+01]
 [ 6.72571587e+00 -6.34565985e+01  1.93050919e+02 -2.36569103e+02
   1.01249067e+02]
 [-2.95934960e+00  3.74559556e+00  3.00933125e+01 -7.03844887e+01
   4.05049302e+01]
 [ 1.73336828e+01 -1.32541232e+02  3.53716062e+02 -3.95875371e+02
   1.58366859e+02]
 [ 2.40950573e-07 -1.93133330e-06  5.31418831e-06 -6.06859489e-06
   2.46054150e-06]]","6-degree polynomial coefficients of mode shapes in the edge direction (x^2..x^6, no linear or constant term)"
rotorse.rs.frame.flap_mode_freqs,Hz,[ 1.11365011  3.0265923   6.12909846  9.58702267 13.85562412],Frequencies associated with mode shapes in the flap direction
rotorse.rs.frame.edge_mode_freqs,Hz,[ 1.84376791  5.00654174 10.99058448 17.59843443 26.06720848],Frequencies associated with mode shapes in the edge direction
rotorse.rs.frame.freqs,Hz,"[ 1.11365011  1.84376791  3.0265923   5.00654174  6.12909846  9.58702267
 10.3400866  10.99058448 13.85562412 17.59843443]","ration of 2nd and 1st natural frequencies, should be ratio of edgewise to flapwise"
rotorse.rs.frame.freq_distance,,[1.6556079],"ration of 2nd and 1st natural frequencies, should be ratio of edgewise to flapwise"
rotorse.rs.frame.dx,m,"[-0.00000000e+00  7.30349640e-04  2.90584804e-03  6.79919016e-03
  1.34867796e-02  2.49118972e-02  4.35722955e-02  7.16324710e-02
  1.09899192e-01  1.58437138e-01  2.17869182e-01  2.89876252e-01
  3.77186605e-01  4.83251367e-01  6.12099429e-01  7.69078319e-01
  9.61431747e-01  1.19748442e+00  1.48563311e+00  1.83445125e+00
  2.25135892e+00  2.73910749e+00  3.29555986e+00  3.91647190e+00
  4.59671802e+00  5.33143422e+00  6.11758614e+00  6.95998273e+00
  7.87987487e+00  8.88240307e+00]",deflection of blade section in airfoil x-direction
rotorse.rs.frame.dy,m,"[ 0.00000000e+00 -1.16684136e-04 -5.05187407e-04 -1.39249057e-03
 -3.38600956e-03 -7.40337240e-03 -1.44187329e-02 -2.50751691e-02
 -3.94022603e-02 -5.71799995e-02 -7.83584892e-02 -1.03118753e-01
 -1.31831842e-01 -1.64865533e-01 -2.02334153e-01 -2.44073685e-01
 -2.89801934e-01 -3.39416605e-01 -3.93217128e-01 -4.51769825e-01
 -5.15634011e-01 -5.84979485e-01 -6.59397101e-01 -7.38116714e-01
 -8.20747894e-01 -9.07421639e-01 -9.97518573e-01 -1.08944819e+00
 -1.18016280e+00 -1.26551336e+00]",deflection of blade section in airfoil y-direction
rotorse.rs.frame.dz,m,"[-0.00000000e+00 -3.15251117e-05 -7.14342480e-05 -1.23217146e-04
 -1.97982665e-04 -2.89622065e-04 -3.99773156e-04 -5.15573383e-04
 -6.22954988e-04 -7.24444994e-04 -8.23729582e-04 -9.20835737e-04
 -1.01529741e-03 -1.10563368e-03 -1.19035970e-03 -1.26971113e-03
 -1.34492449e-03 -1.41665450e-03 -1.48446091e-03 -1.54736367e-03
 -1.60433497e-03 -1.65397766e-03 -1.69728957e-03 -1.73575336e-03
 -1.77126126e-03 -1.80579102e-03 -1.83666767e-03 -1.86455261e-03
 -1.88929267e-03 -1.90373602e-03]",deflection of blade section in airfoil z-direction
rotorse.rs.frame.EI11,N*m**2,"[9.28493381e+09 1.08238124e+10 7.88960954e+09 3.82522784e+09
 2.12617747e+09 1.29973612e+09 9.02709421e+08 8.17510636e+08
 7.80712670e+08 6.77371344e+08 5.32144633e+08 3.92103160e+08
 2.87353007e+08 2.16314659e+08 1.55575108e+08 1.08098348e+08
 7.57963641e+07 5.54866249e+07 4.00140179e+07 2.93294530e+07
 2.29536265e+07 1.92360351e+07 1.53061622e+07 1.20932596e+07
 8.38851452e+06 5.67447486e+06 2.55161510e+06 6.14017669e+05
 6.18251527e+04 1.58685977e+03]",stiffness w.r.t principal axis 1
rotorse.rs.frame.EI22,N*m**2,"[9.28535163e+09 1.11060226e+10 1.02781531e+10 7.72107985e+09
 6.19652444e+09 4.51761749e+09 3.30071777e+09 2.78220061e+09
 2.42889555e+09 2.08365927e+09 1.69420181e+09 1.28669755e+09
 9.86250766e+08 7.98357322e+08 6.15481617e+08 4.27215855e+08
 2.73717111e+08 1.88057302e+08 1.42271306e+08 1.16178576e+08
 9.76381817e+07 9.22492386e+07 7.48467904e+07 6.68497998e+07
 2.23779142e+07 1.73177020e+07 1.12358178e+07 5.20808949e+06
 1.14388321e+06 3.18153854e+04]",stiffness w.r.t principal axis 2
rotorse.rs.frame.alpha,deg,"[14.48779603 18.9641144  18.16238931 20.3687688  16.64119455 15.0322819
 14.81900165 15.26402981 16.31069363 15.91148105 14.06267929 12.67388544
 11.19786293  9.26426567  6.9641104   4.94539623  3.57276253  3.1508189
  3.0007467   3.03287058  3.15344958  2.96832048  2.52265773  1.96726893
  2.74895904  2.08799273  0.87127879 -0.31614136 -1.53882765 -3.02856819]",Angle between blade c.s. and principal axes
rotorse.rs.frame.M1,N*m,"[-4.72786029e+06 -4.43811412e+06 -4.11370937e+06 -3.84684179e+06
 -3.63611498e+06 -3.47536046e+06 -3.26265645e+06 -3.02932133e+06
 -2.78409113e+06 -2.54332329e+06 -2.32104421e+06 -2.10753493e+06
 -1.89931066e+06 -1.70050455e+06 -1.51020095e+06 -1.32613373e+06
 -1.14997685e+06 -9.85505495e+05 -8.33689194e+05 -6.93448980e+05
 -5.64251868e+05 -4.45551579e+05 -3.37299022e+05 -2.40765066e+05
 -1.58403713e+05 -9.24100033e+04 -4.48026657e+04 -1.57762328e+04
 -2.67782734e+03  8.22415073e-01]",distribution along blade span of bending moment w.r.t principal axis 1
rotorse.rs.frame.M2,N*m,"[ 2.47318731e+06  2.32913292e+06  2.25666903e+06  2.08641131e+06
  1.81947532e+06  1.44138367e+06  1.17162783e+06  9.66493053e+05
  8.22787372e+05  7.00946753e+05  5.53321025e+05  4.13183743e+05
  2.99952891e+05  1.91624831e+05  8.38259443e+04 -6.69315891e+03
 -6.22845403e+04 -7.90031761e+04 -7.31238826e+04 -6.17686671e+04
 -4.94279464e+04 -3.92367987e+04 -3.14625599e+04 -2.42699384e+04
 -1.52862282e+04 -8.52047693e+03 -4.86139114e+03 -2.16093525e+03
 -4.62836545e+02  1.04129384e-02]",distribution along blade span of bending moment w.r.t principal axis 2
rotorse.rs.frame.F2,N,"[ 1.69221410e+05  1.68065431e+05  1.65114518e+05  1.63481623e+05
  1.63319428e+05  1.64828309e+05  1.63729467e+05  1.60919986e+05
  1.56370039e+05  1.50703853e+05  1.44858577e+05  1.38743087e+05
  1.32501449e+05  1.26422981e+05  1.20410655e+05  1.14321666e+05
  1.08169541e+05  1.02102073e+05  9.60498370e+04  8.97892544e+04
  8.31765085e+04  7.60125991e+04  6.79433576e+04  5.85702976e+04
  4.78505892e+04  3.60274891e+04  2.36681643e+04  1.24514290e+04
  4.05460650e+03 -1.35380545e+02]",distribution along blade span of force w.r.t principal axis 2
rotorse.rs.frame.F3,N,"[ 1.96359180e+05  2.01321026e+05  2.00338766e+05  1.95980387e+05
  1.90029027e+05  1.83451964e+05  1.76907704e+05  1.69868754e+05
  1.61606156e+05  1.52291256e+05  1.42356514e+05  1.32095416e+05
  1.21709357e+05  1.11243550e+05  1.00699074e+05  9.01593629e+04
  7.97756197e+04  6.96630053e+04  5.98680914e+04  5.03974735e+04
  4.12399277e+04  3.23335072e+04  2.40467205e+04  1.67749805e+04
  1.09707663e+04  6.67759880e+03  3.51334913e+03  1.46648157e+03
  3.98953883e+02 -9.94759830e-13]",axial resultant along blade span
rotorse.rs.strains.strainU_spar,,"[ 1.65358123e-04  9.15166391e-05 -8.74541670e-04 -1.31076887e-03
 -1.76249426e-03 -2.35405154e-03 -2.79940545e-03 -2.61683111e-03
 -2.35853492e-03 -2.33370317e-03 -2.44492280e-03 -2.65554250e-03
 -2.88893105e-03 -3.07301920e-03 -3.31560078e-03 -3.59839978e-03
 -3.80473038e-03 -3.88488107e-03 -3.97732892e-03 -3.96819465e-03
 -3.73518336e-03 -3.36531121e-03 -3.21954403e-03 -2.95127963e-03
 -2.76120064e-03 -2.36353331e-03 -2.28188630e-03 -2.42890192e-03
  1.71067918e-04 -1.11140575e-06]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.strains.strainL_spar,,"[ 1.65358123e-04  9.15166391e-05  7.01447339e-04  1.06440413e-03
  1.51218720e-03  2.05940966e-03  2.49356336e-03  2.35542114e-03
  2.13083008e-03  2.11995856e-03  2.25817603e-03  2.48135083e-03
  2.73605782e-03  2.94996163e-03  3.19574911e-03  3.49291893e-03
  3.70973048e-03  3.82952321e-03  3.95401014e-03  3.95205414e-03
  3.73920298e-03  3.34927101e-03  3.13855002e-03  2.81663280e-03
  2.64208431e-03  2.23928723e-03  2.14223211e-03  2.20877209e-03
  1.71067918e-04 -1.11140575e-06]","strain in spar cap on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.strains.strainU_te,,"[ 1.65358123e-04  9.15166391e-05  2.63421375e-04  3.36883980e-04
  5.86658466e-04  6.27950827e-04  6.01456723e-04  1.56254002e-04
 -2.97669238e-04 -4.97502127e-04 -5.17715427e-04 -6.41673329e-04
 -7.62872775e-04 -8.50191847e-04 -9.03584937e-04 -9.80623832e-04
 -1.07893702e-03 -1.11093657e-03 -1.04235046e-03 -9.37051384e-04
 -8.24416784e-04 -6.06287849e-04 -4.20656758e-04 -1.94053158e-04
 -5.10593315e-04 -2.25298082e-04 -1.00362224e-05  1.38971711e-04
  1.71067918e-04 -1.11140575e-06]","strain in trailing-edge panels on upper surface at location xu,yu_te with loads P_te"
rotorse.rs.strains.strainL_te,,"[ 1.65358123e-04  9.15166391e-05  2.63421375e-04  3.36883980e-04
  5.86658466e-04  6.27950827e-04  6.01456723e-04  1.56254002e-04
 -2.97669238e-04 -4.97502127e-04 -5.17715427e-04 -6.41673329e-04
 -7.62872775e-04 -8.50191847e-04 -9.03584937e-04 -9.80623832e-04
 -1.07893702e-03 -1.11093657e-03 -1.04235046e-03 -9.37051384e-04
 -8.24416784e-04 -6.06287849e-04 -4.20656758e-04 -1.94053158e-04
 -5.10593315e-04 -2.25298082e-04 -1.00362224e-05  1.38971711e-04
  1.71067918e-04 -1.11140575e-06]","strain in trailing-edge panels on lower surface at location xl,yl_te with loads P_te"
rotorse.rs.strains.axial_root_sparU_load2stress,m**2,[ 0.          0.         -0.12243468  0.19828654 -0.00345859  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the upper spar cap at blade root
rotorse.rs.strains.axial_root_sparL_load2stress,m**2,[ 0.          0.         -0.12243468  0.19828654 -0.00345859  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the lower spar cap at blade root
rotorse.rs.strains.axial_maxc_teU_load2stress,m**2,[ 0.          0.         -0.07394683  0.08123266 -0.03198677  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the upper trailing edge at blade max chord
rotorse.rs.strains.axial_maxc_teL_load2stress,m**2,[ 0.          0.         -0.07394683  0.08123266 -0.03198677  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the lower trailing edge at blade max chord
rotorse.rs.tip_pos.tip_deflection,m,[8.27196743],deflection at tip in yaw x-direction
rotorse.rs.aero_hub_loads.P,W,[6559572.62762942],Rotor aerodynamic power
rotorse.rs.aero_hub_loads.Mb,N/m,[4924546.73698243],Aerodynamic blade root flapwise moment
rotorse.rs.aero_hub_loads.Fhub,N,[448290.34498721   4081.2706283    5798.66998378],Aerodynamic forces at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.Mhub,N*m,[4250841.27332887  327769.83702152  420558.08468985],Aerodynamic moments at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.CP,,[0.14635115],Rotor aerodynamic power coefficient
rotorse.rs.aero_hub_loads.CMb,,[0.0438164],Aerodynamic blade root flapwise moment coefficient
rotorse.rs.aero_hub_loads.CFhub,,[0.20597979 0.00187526 0.00266436],Aerodynamic force coefficients at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.CMhub,,[0.03782207 0.00291635 0.00374194],Aerodynamic moment coefficients at hub center in the hub c.s.
rotorse.rs.constr.constr_max_strainU_spar,,"[4.72451781e-02 5.27714985e-01 6.71840038e-01 8.47950278e-01
 1.10015165e+00 9.91711133e-01 6.91526552e-01 3.17544500e-04]",constraint for maximum strain in spar cap suction side
rotorse.rs.constr.constr_max_strainL_spar,,"[4.72451781e-02 4.54389096e-01 6.07921123e-01 8.07923109e-01
 1.07948099e+00 9.88765756e-01 6.56237049e-01 3.17544500e-04]",constraint for maximum strain in spar cap pressure side
rotorse.rs.constr.constr_max_strainU_te,,"[0.04133953 0.02287916 0.06585534 0.08422099 0.14666462 0.15698771
 0.15036418 0.0390635  0.07441731 0.12437553 0.12942886 0.16041833
 0.19071819 0.21254796 0.22589623 0.24515596 0.26973426 0.27773414
 0.26058761 0.23426285 0.2061042  0.15157196 0.10516419 0.04851329
 0.12764833 0.05632452 0.00250906 0.03474293 0.04276698 0.00027785]",constraint for maximum strain in trailing edge suction side
rotorse.rs.constr.constr_max_strainL_te,,"[0.04133953 0.02287916 0.06585534 0.08422099 0.14666462 0.15698771
 0.15036418 0.0390635  0.07441731 0.12437553 0.12942886 0.16041833
 0.19071819 0.21254796 0.22589623 0.24515596 0.26973426 0.27773414
 0.26058761 0.23426285 0.2061042  0.15157196 0.10516419 0.04851329
 0.12764833 0.05632452 0.00250906 0.03474293 0.04276698 0.00027785]",constraint for maximum strain in trailing edge pressure side
rotorse.rs.constr.constr_flap_f_margin,,[ -0.26549795  -1.98714592  -4.77940147  -7.89153326 -11.73327455],constraint on flap blade frequency such that ratio of 3P/f is above or below gamma with constraint <= 0
rotorse.rs.constr.constr_edge_f_margin,,[ -0.92260397  -3.76910042  -9.15473888 -15.10180383 -22.72370048],constraint on edge blade frequency such that ratio of 3P/f is above or below gamma with constraint <= 0
rotorse.rs.brs.d_r,m,[1.78987412],Root fastener circle diameter
rotorse.rs.brs.ratio,,[0.6971951],Ratio of recommended diameter over actual diameter. It can be constrained to be smaller than 1
rotorse.rc.sect_perimeter,m,"[8.16779755 9.46185587 9.88947636 9.66745305 9.40227144 8.94785618
 8.68444893 8.38951266 8.2144719  7.97936985 7.43131271 6.72096029
 6.02453077 5.43977608 4.82665674 4.24468081 3.78095877 3.49969092
 3.27673687 3.09872442 2.98721747 2.95771965 2.98480549 3.03375175
 3.07786857 3.08642074 2.81678462 2.21250786 1.3774613  0.41738853]",Perimeter of the section along the blade span
rotorse.rc.layer_volume,m**3,"[ 0.1359384   2.78719835  0.59988054  0.59988054  0.05704409 -0.97161725
  1.60509891  0.10125304  0.06056243  1.74504132  0.00919474  0.17949951
  0.00919474  0.04212751  0.8159625   0.04212751]","Volumes of each layer used in the blade, ignoring the scrap factor"
rotorse.rc.mat_volume,m**3,"[0.1359384  2.78719835 0.1026445  0.28518792 4.5074177  0.
 0.         0.         0.        ]","Volumes of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet volume"
rotorse.rc.mat_mass,kg,"[ 149.5322399  5142.38096453  189.37909485  553.26457444  495.81594695
    0.          140.08709218    0.            0.        ]","Masses of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet mass."
rotorse.rc.mat_cost,USD,"[1081.11809451 9933.24933584  383.71992199  755.46839152 6445.60731037
    0.            0.         6824.25515377    0.        ]","Costs of each material used in the blade, ignoring the scrap factor. For laminates, this is the cost of the dry fabric."
rotorse.rc.mat_cost_scrap,USD,"[ 1351.39761814 11423.23673622   441.27791029   793.24181109
  7734.72877244     0.             0.          8189.10618453
     0.        ]","Same as mat_cost, now including the scrap factor."
rotorse.rc.total_labor_hours,h,[702.19442748],Total amount of labor hours per blade.
