variables,units,values,description
rotorse.rs.frame.root_F,N,[-216005.52909992  -38936.76992006  251959.71289969],Blade root forces in blade c.s.
rotorse.rs.frame.root_M,N*m,[ 1110076.4120509  -6830076.62846636       -0.        ],Blade root moment in blade c.s.
rotorse.rs.frame.flap_mode_shapes,,"[[ 4.40079851e-02  5.70889376e-01  2.38026149e+00 -2.66469529e+00
   6.69536438e-01]
 [-6.46142870e-02 -7.98571863e-01 -1.20818812e+01  2.81664781e+01
  -1.42214108e+01]
 [-5.59347011e+00  5.53823398e+01 -1.50165672e+02  1.53097182e+02
  -5.17203796e+01]
 [ 6.40180975e-01 -2.41389059e+01  1.02033228e+02 -1.46573684e+02
   6.90391803e+01]
 [ 1.45188106e+01 -1.11427239e+02  2.98750250e+02 -3.36223253e+02
   1.35381431e+02]]","6-degree polynomial coefficients of mode shapes in the flap direction (x^2..x^6, no linear or constant term)"
rotorse.rs.frame.edge_mode_shapes,,"[[ 3.04732680e-01  3.29444457e-01  1.59988202e+00 -1.26197880e+00
   2.79196417e-02]
 [-4.05746316e-01 -2.67453426e+00 -4.22644581e+00  2.03614413e+01
  -1.20547149e+01]
 [-3.91654129e+00  5.72553039e+01 -1.80181215e+02  2.04004786e+02
  -7.61623336e+01]
 [ 6.06882698e-09 -4.89298115e-08  1.35656045e-07 -1.56283289e-07
   6.39847423e-08]
 [-1.10141589e+01  5.79088935e+01 -9.85721960e+01  5.89223288e+01
  -6.24486743e+00]]","6-degree polynomial coefficients of mode shapes in the edge direction (x^2..x^6, no linear or constant term)"
rotorse.rs.frame.all_mode_shapes,,"[[ 4.40079851e-02  5.70889376e-01  2.38026149e+00 -2.66469529e+00
   6.69536438e-01]
 [ 3.04732680e-01  3.29444457e-01  1.59988202e+00 -1.26197880e+00
   2.79196417e-02]
 [-6.46142870e-02 -7.98571863e-01 -1.20818812e+01  2.81664781e+01
  -1.42214108e+01]
 [-4.05746316e-01 -2.67453426e+00 -4.22644581e+00  2.03614413e+01
  -1.20547149e+01]
 [-5.59347011e+00  5.53823398e+01 -1.50165672e+02  1.53097182e+02
  -5.17203796e+01]
 [-3.91654129e+00  5.72553039e+01 -1.80181215e+02  2.04004786e+02
  -7.61623336e+01]
 [ 6.40180975e-01 -2.41389059e+01  1.02033228e+02 -1.46573684e+02
   6.90391803e+01]
 [ 6.06882698e-09 -4.89298115e-08  1.35656045e-07 -1.56283289e-07
   6.39847423e-08]
 [ 1.45188106e+01 -1.11427239e+02  2.98750250e+02 -3.36223253e+02
   1.35381431e+02]
 [-1.10141589e+01  5.79088935e+01 -9.85721960e+01  5.89223288e+01
  -6.24486743e+00]]","6-degree polynomial coefficients of mode shapes in the edge direction (x^2..x^6, no linear or constant term)"
rotorse.rs.frame.flap_mode_freqs,Hz,[ 0.75617547  2.50726134  5.50231904  9.75210146 14.13714812],Frequencies associated with mode shapes in the flap direction
rotorse.rs.frame.edge_mode_freqs,Hz,[ 1.16041138  3.81571047  8.65622833 13.63775299 15.60687156],Frequencies associated with mode shapes in the edge direction
rotorse.rs.frame.freqs,Hz,"[ 0.75617547  1.16041138  2.50726134  3.81571047  5.50231904  7.10841439
  8.65622833  9.75210146 13.63775299 14.13714812]","ration of 2nd and 1st natural frequencies, should be ratio of edgewise to flapwise"
rotorse.rs.frame.freq_distance,,[1.5345795],"ration of 2nd and 1st natural frequencies, should be ratio of edgewise to flapwise"
rotorse.rs.frame.dx,m,"[-0.00000000e+00  1.19132573e-03  4.73529817e-03  1.10778985e-02
  2.19981769e-02  4.07158696e-02  7.14126205e-02  1.17850870e-01
  1.81688484e-01  2.63313386e-01  3.63813312e-01  4.85775809e-01
  6.33033134e-01  8.09299643e-01  1.01670846e+00  1.25583505e+00
  1.52649461e+00  1.82863537e+00  2.16347600e+00  2.53370372e+00
  2.94190331e+00  3.38837567e+00  3.87096862e+00  4.38637850e+00
  4.93052493e+00  5.49836387e+00  6.08460364e+00  6.68541107e+00
  7.30433391e+00  7.97667863e+00]",deflection of blade section in airfoil x-direction
rotorse.rs.frame.dy,m,"[ 0.00000000e+00 -2.01064654e-04 -8.65597028e-04 -2.36672982e-03
 -5.71192154e-03 -1.24145511e-02 -2.40398513e-02 -4.15409440e-02
 -6.48300090e-02 -9.34027850e-02 -1.26961633e-01 -1.65442745e-01
 -2.08946362e-01 -2.57514458e-01 -3.10900684e-01 -3.68664640e-01
 -4.30435287e-01 -4.96089385e-01 -5.65753297e-01 -6.39645836e-01
 -7.17907039e-01 -8.00404289e-01 -8.86666922e-01 -9.76081679e-01
 -1.06825606e+00 -1.16289575e+00 -1.25935806e+00 -1.35681388e+00
 -1.45435528e+00 -1.54780773e+00]",deflection of blade section in airfoil y-direction
rotorse.rs.frame.dz,m,"[-0.00000000e+00 -4.55594001e-05 -1.03584474e-04 -1.79772333e-04
 -2.91190502e-04 -4.29283008e-04 -5.96483845e-04 -7.73198890e-04
 -9.38541513e-04 -1.09507037e-03 -1.24638247e-03 -1.39202939e-03
 -1.53123158e-03 -1.66233887e-03 -1.78398505e-03 -1.89641652e-03
 -2.00072638e-03 -2.09782826e-03 -2.18811928e-03 -2.27098912e-03
 -2.34529659e-03 -2.41042111e-03 -2.46742301e-03 -2.51712766e-03
 -2.56082185e-03 -2.59885335e-03 -2.62834694e-03 -2.64750313e-03
 -2.66092247e-03 -2.67683786e-03]",deflection of blade section in airfoil z-direction
rotorse.rs.frame.EI11,N*m**2,"[9.28493381e+09 1.09454500e+10 7.96355742e+09 3.83518513e+09
 2.12371552e+09 1.29759528e+09 8.95387696e+08 7.99544561e+08
 7.50774456e+08 6.51931483e+08 5.17153931e+08 3.90003036e+08
 3.01926347e+08 2.54677869e+08 2.21892266e+08 1.96151163e+08
 1.71847059e+08 1.40812005e+08 1.07188347e+08 8.11169508e+07
 6.49847223e+07 5.50810280e+07 4.49747700e+07 3.64236569e+07
 2.80451816e+07 2.16501382e+07 1.29678043e+07 4.55385266e+06
 9.14563264e+04 1.58799591e+03]",stiffness w.r.t principal axis 1
rotorse.rs.frame.EI22,N*m**2,"[9.28535163e+09 1.12309107e+10 1.03740178e+10 7.74454876e+09
 6.18875718e+09 4.47759449e+09 3.18973344e+09 2.58793406e+09
 2.16910372e+09 1.80371120e+09 1.43156496e+09 1.08292298e+09
 8.62495969e+08 7.74115923e+08 7.11831415e+08 6.05443263e+08
 4.54138663e+08 3.27177495e+08 2.49276564e+08 2.04267687e+08
 1.72864283e+08 1.64816237e+08 1.59964903e+08 1.55106513e+08
 8.29720634e+07 6.94450969e+07 5.12168768e+07 3.03797949e+07
 1.68503571e+06 3.18376497e+04]",stiffness w.r.t principal axis 2
rotorse.rs.frame.alpha,deg,"[14.48779603 19.05688951 18.26783034 20.4250682  16.62771341 14.92404926
 14.35969781 14.19145515 14.50148328 13.77191026 11.51597646  9.75446998
  8.31287638  7.13166809  6.139585    5.53795706  5.36546633  5.29725025
  4.84018331  4.43810314  4.34270302  3.95762332  3.51031727  3.15770865
  4.41940276  4.05151221  2.72469036  0.89553825 -1.38787845 -3.21748551]",Angle between blade c.s. and principal axes
rotorse.rs.frame.M1,N*m,"[-6.15418237e+06 -5.77456137e+06 -5.34565091e+06 -4.99785679e+06
 -4.72471471e+06 -4.51543898e+06 -4.24449061e+06 -3.95057364e+06
 -3.63957508e+06 -3.32603239e+06 -3.02662404e+06 -2.73469372e+06
 -2.44829611e+06 -2.17317731e+06 -1.91223438e+06 -1.66671626e+06
 -1.43743074e+06 -1.22450567e+06 -1.02753289e+06 -8.46442717e+05
 -6.81225026e+05 -5.31502209e+05 -3.97421496e+05 -2.79930702e+05
 -1.80819629e+05 -1.02364689e+05 -4.75800550e+04 -1.60934552e+04
 -2.73158544e+03  8.24682436e-01]",distribution along blade span of bending moment w.r.t principal axis 1
rotorse.rs.frame.M2,N*m,"[ 3.16358471e+06  2.97705395e+06  2.89297888e+06  2.66779055e+06
  2.31059039e+06  1.80376948e+06  1.41969125e+06  1.09941800e+06
  8.57294936e+05  6.68297072e+05  4.63910481e+05  2.75118814e+05
  1.43188189e+05  5.26142491e+04 -8.98847375e+03 -4.61092852e+04
 -5.98121389e+04 -5.88695290e+04 -5.65710408e+04 -5.45469740e+04
 -4.78272392e+04 -3.98704490e+04 -3.22320058e+04 -2.35754112e+04
 -1.26339736e+04 -5.45869836e+03 -2.94046199e+03 -1.48068317e+03
 -3.82482817e+02  9.29741346e-03]",distribution along blade span of bending moment w.r.t principal axis 2
rotorse.rs.frame.F2,N,"[ 1.96907135e+05  1.95582373e+05  1.92017920e+05  1.90345075e+05
  1.90691096e+05  1.93184877e+05  1.93052112e+05  1.91319076e+05
  1.87728135e+05  1.82704800e+05  1.77158191e+05  1.71017122e+05
  1.64375595e+05  1.57434579e+05  1.50153084e+05  1.42522367e+05
  1.34537911e+05  1.26171039e+05  1.17369565e+05  1.08280455e+05
  9.89087811e+04  8.89137163e+04  7.81184690e+04  6.64381976e+04
  5.37133781e+04  3.95606105e+04  2.47048697e+04  1.18171064e+04
  3.35772240e+03 -8.95803807e+01]",distribution along blade span of force w.r.t principal axis 2
rotorse.rs.frame.F3,N,"[ 2.51959713e+05  2.59628874e+05  2.60777314e+05  2.57910069e+05
  2.53022459e+05  2.47241131e+05  2.41284939e+05  2.34747702e+05
  2.26984835e+05  2.18098273e+05  2.08377538e+05  1.97996853e+05
  1.87029621e+05  1.75395198e+05  1.62990875e+05  1.49819470e+05
  1.36008144e+05  1.21787271e+05  1.07415255e+05  9.30112020e+04
  7.85656890e+04  6.41485651e+04  5.02413497e+04  3.73324266e+04
  2.61066770e+04  1.68006892e+04  9.10499528e+03  3.22941706e+03
  4.39577734e+02 -8.24229573e-13]",axial resultant along blade span
rotorse.rs.strains.strainU_spar,,"[ 2.07971251e-04  1.11424025e-04  3.33342107e-04 -1.69736998e-03
 -2.29212655e-03 -3.05548158e-03 -3.63221096e-03 -3.41562082e-03
 -3.10387485e-03 -3.02505946e-03 -3.08730078e-03 -3.23625505e-03
 -3.33769196e-03 -3.25631543e-03 -3.08764324e-03 -2.86806151e-03
 -2.64174854e-03 -2.50692937e-03 -2.46991887e-03 -2.40235280e-03
 -2.20872144e-03 -1.92813613e-03 -1.69782304e-03 -1.43108737e-03
 -1.16452880e-03 -8.42823709e-04 -5.85886723e-04 -4.11279524e-04
  1.26939967e-04 -1.11744892e-06]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.strains.strainL_spar,,"[ 2.07971251e-04  1.11424025e-04  3.33342107e-04  1.37092689e-03
  1.95367148e-03  2.65361999e-03  3.21524408e-03  3.05907565e-03
  2.79432110e-03  2.73766582e-03  2.84091220e-03  3.01161775e-03
  3.13655169e-03  3.07150782e-03  2.90000929e-03  2.69947371e-03
  2.50672359e-03  2.40200250e-03  2.37688151e-03  2.30701398e-03
  2.12481464e-03  1.85015018e-03  1.61818661e-03  1.35140977e-03
  1.09893856e-03  7.88583130e-04  5.47220344e-04  3.85312273e-04
  1.26939967e-04 -1.11744892e-06]","strain in spar cap on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.strains.strainU_te,,"[ 2.07971251e-04  1.11424025e-04  3.33342107e-04  4.26036109e-04
  7.45386110e-04  7.83303227e-04  7.30654592e-04  1.50279378e-04
 -3.62228511e-04 -6.29815876e-04 -7.08250899e-04 -7.88481303e-04
 -9.09981728e-04 -9.60039369e-04 -9.34273654e-04 -9.29313670e-04
 -9.22759846e-04 -8.88839117e-04 -8.04511522e-04 -7.11018614e-04
 -6.25435041e-04 -4.68635803e-04 -3.14580025e-04 -1.75189250e-04
 -2.32570382e-04 -1.09353819e-04 -3.59029957e-05  1.69645457e-06
  1.26939967e-04 -1.11744892e-06]","strain in trailing-edge panels on upper surface at location xu,yu_te with loads P_te"
rotorse.rs.strains.strainL_te,,"[ 2.07971251e-04  1.11424025e-04  3.33342107e-04  4.26036109e-04
  7.45386110e-04  7.83303227e-04  7.30654592e-04  1.50279378e-04
 -3.62228511e-04 -6.29815876e-04 -7.08250899e-04 -7.88481303e-04
 -9.09981728e-04 -9.60039369e-04 -9.34273654e-04 -9.29313670e-04
 -9.22759846e-04 -8.88839117e-04 -8.04511522e-04 -7.11018614e-04
 -6.25435041e-04 -4.68635803e-04 -3.14580025e-04 -1.75189250e-04
 -2.32570382e-04 -1.09353819e-04 -3.59029957e-05  1.69645457e-06
  1.26939967e-04 -1.11744892e-06]","strain in trailing-edge panels on lower surface at location xl,yl_te with loads P_te"
rotorse.rs.strains.axial_root_sparU_load2stress,m**2,[ 0.          0.         -0.12243468  0.19828654 -0.00345859  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the upper spar cap at blade root
rotorse.rs.strains.axial_root_sparL_load2stress,m**2,[ 0.          0.         -0.12243468  0.19828654 -0.00345859  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the lower spar cap at blade root
rotorse.rs.strains.axial_maxc_teU_load2stress,m**2,[ 0.          0.         -0.07398046  0.08131466 -0.03199821  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the upper trailing edge at blade max chord
rotorse.rs.strains.axial_maxc_teL_load2stress,m**2,[ 0.          0.         -0.07398046  0.08131466 -0.03199821  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the lower trailing edge at blade max chord
rotorse.rs.tip_pos.tip_deflection,m,[7.63044352],deflection at tip in yaw x-direction
rotorse.rs.aero_hub_loads.P,W,[5631120.63250749],Rotor aerodynamic power
rotorse.rs.aero_hub_loads.Mb,N/m,[6963331.63913204],Aerodynamic blade root flapwise moment
rotorse.rs.aero_hub_loads.Fhub,N,[549881.83519416  -1841.00371955   4181.77971618],Aerodynamic forces at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.Mhub,N*m,[4091977.50285706 -286475.43868356  710474.17873933],Aerodynamic moments at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.CP,,[0.1128711],Rotor aerodynamic power coefficient
rotorse.rs.aero_hub_loads.CMb,,[0.04763968],Aerodynamic blade root flapwise moment coefficient
rotorse.rs.aero_hub_loads.CFhub,,[ 0.21790845 -0.00072956  0.00165717],Aerodynamic force coefficients at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.CMhub,,[ 0.02799529 -0.00195992  0.00486071],Aerodynamic moment coefficients at hub center in the hub c.s.
rotorse.rs.constr.constr_max_strainU_spar,,"[5.94203574e-02 3.18354356e-02 9.52406019e-02 4.84962850e-01
 6.54893299e-01 8.72994737e-01 1.03777456e+00 9.75891663e-01
 8.86821385e-01 8.64302702e-01 8.82085938e-01 9.24644299e-01
 9.53626274e-01 9.30375838e-01 8.82183783e-01 8.19446146e-01
 7.54785297e-01 7.16265534e-01 7.05691106e-01 6.86386515e-01
 6.31063270e-01 5.50896036e-01 4.85092298e-01 4.08882106e-01
 3.32722513e-01 2.40806774e-01 1.67396206e-01 1.17508435e-01
 3.62685620e-02 3.19271119e-04]",constraint for maximum strain in spar cap suction side
rotorse.rs.constr.constr_max_strainL_spar,,"[5.94203574e-02 3.18354356e-02 9.52406019e-02 3.91693396e-01
 5.58191851e-01 7.58177139e-01 9.18641167e-01 8.74021613e-01
 7.98377456e-01 7.82190235e-01 8.11689199e-01 8.60462215e-01
 8.96157626e-01 8.77573662e-01 8.28574083e-01 7.71278203e-01
 7.16206740e-01 6.86286430e-01 6.79109003e-01 6.59146851e-01
 6.07089898e-01 5.28614336e-01 4.62339032e-01 3.86117078e-01
 3.13982445e-01 2.25309466e-01 1.56348670e-01 1.10089221e-01
 3.62685620e-02 3.19271119e-04]",constraint for maximum strain in spar cap pressure side
rotorse.rs.constr.constr_max_strainU_te,,"[0.05199281 0.02785601 0.08333553 0.10650903 0.18634653 0.19582581
 0.18266365 0.03756984 0.09055713 0.15745397 0.17706272 0.19712033
 0.22749543 0.24000984 0.23356841 0.23232842 0.23068996 0.22220978
 0.20112788 0.17775465 0.15635876 0.11715895 0.07864501 0.04379731
 0.0581426  0.02733845 0.00897575 0.00042411 0.03173499 0.00027936]",constraint for maximum strain in trailing edge suction side
rotorse.rs.constr.constr_max_strainL_te,,"[0.05199281 0.02785601 0.08333553 0.10650903 0.18634653 0.19582581
 0.18266365 0.03756984 0.09055713 0.15745397 0.17706272 0.19712033
 0.22749543 0.24000984 0.23356841 0.23232842 0.23068996 0.22220978
 0.20112788 0.17775465 0.15635876 0.11715895 0.07864501 0.04379731
 0.0581426  0.02733845 0.00897575 0.00042411 0.03173499 0.00027936]",constraint for maximum strain in trailing edge pressure side
rotorse.rs.constr.constr_flap_f_margin,,[ -0.02350103  -1.59947831  -4.29503023  -8.11983441 -12.06637641],constraint on flap blade frequency such that ratio of 3P/f is above or below gamma with constraint <= 0
rotorse.rs.constr.constr_edge_f_margin,,[ -0.38731334  -2.77708252  -7.1335486  -11.61692079 -13.38912751],constraint on edge blade frequency such that ratio of 3P/f is above or below gamma with constraint <= 0
rotorse.rs.brs.d_r,m,[2.03831733],Root fastener circle diameter
rotorse.rs.brs.ratio,,[0.79396916],Ratio of recommended diameter over actual diameter. It can be constrained to be smaller than 1
rotorse.rc.sect_perimeter,m,"[8.16779755 9.49655163 9.91782206 9.67573614 9.39841416 8.91894334
 8.57728438 8.17321349 7.87356475 7.52080533 6.90094103 6.19332781
 5.60017148 5.25162048 4.9994621  4.79179298 4.59655093 4.3800866
 4.12819018 3.89308008 3.73024109 3.68288581 3.67425512 3.66711896
 3.66135901 3.65074283 3.31902379 2.57993323 1.5673551  0.41738853]",Perimeter of the section along the blade span
rotorse.rc.layer_volume,m**3,"[ 0.15913243  3.15134441  0.94162249  0.94162249  0.06421149 -1.09613424
  1.82673942  0.11640738  0.0773539   1.91046972  0.01204859  0.21699985
  0.01204859  0.04902481  0.93158274  0.04902481]","Volumes of each layer used in the blade, ignoring the scrap factor"
rotorse.rc.mat_volume,m**3,"[0.15913243 3.15134441 0.1221468  0.85132222 5.07955301 0.
 0.         0.         0.        ]","Volumes of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet volume"
rotorse.rc.mat_mass,kg,"[ 175.04566938 5814.23043562  225.36085103 1651.5651052   558.75083122
    0.          157.68855122    0.            0.        ]","Masses of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet mass."
rotorse.rc.mat_cost,USD,"[ 1265.58018963 11231.02333557   456.62615637  2255.16921045
  7263.76080581     0.             0.          8733.93825721
     0.        ]","Costs of each material used in the blade, ignoring the scrap factor. For laminates, this is the cost of the dry fabric."
rotorse.rc.mat_cost_scrap,USD,"[ 1581.97523704 12915.67683591   525.12007982  2367.92767097
  8716.51296697     0.             0.         10480.72590866
     0.        ]","Same as mat_cost, now including the scrap factor."
rotorse.rc.total_labor_hours,h,[790.70385522],Total amount of labor hours per blade.
rotorse.rc.total_skin_mold_gating_ct,h,[23.9999],Total amount of gating cycle time per blade. This is the cycle time required in the main mold that cannot be parallelized unless the number of molds is increased.
rotorse.rc.total_non_gating_ct,h,[118.08408324],Total amount of non-gating cycle time per blade. This cycle time can happen in parallel.
rotorse.rc.total_metallic_parts_cost,USD,[4357.23135824],"Cost of the metallic parts (bolts, nuts, lightining protection system), excluding the blade joint."
rotorse.rc.total_consumable_cost_w_waste,USD,[5939.1774997],Cost of the consumables including the waste.
rotorse.rc.total_blade_mat_cost_w_waste,USD,[46884.3475573],Total blade material costs including the waste per blade.
rotorse.rc.total_cost_labor,USD,[26677.32007826],Total labor costs per blade.
rotorse.rc.total_cost_utility,USD,[440.59276792],Total utility costs per blade.
rotorse.rc.blade_variable_cost,USD,[74002.26040348],"Total blade variable costs per blade (material, labor, utility)."
rotorse.rc.total_cost_equipment,USD,[2929.93906694],Total equipment cost per blade.
rotorse.rc.total_cost_tooling,USD,[7547.69872198],Total tooling cost per blade.
rotorse.rc.total_cost_building,USD,[434.91311923],Total builting cost per blade.
rotorse.rc.total_maintenance_cost,USD,[2901.50316536],Total maintenance cost per blade.
rotorse.rc.total_labor_overhead,USD,[8003.19602348],Total labor overhead cost per blade.
rotorse.rc.cost_capital,USD,[5715.40416192],Cost of capital per blade.
rotorse.rc.blade_fixed_cost,USD,[27532.65425891],"Total blade fixed cost per blade (equipment, tooling, building, maintenance, labor, capital)."
rotorse.rc.total_blade_cost,USD,[101534.91466239],Total blade cost (variable and fixed)
rotorse.total_bc.total_blade_cost,USD,[101534.91466239],"Total blade cost (variable and fixed). For segmented blades, this is the total of inner+outer+joint"
drivese.hub_E,Pa,[2.1e+11],
drivese.hub_G,Pa,[8.07692308e+10],
drivese.hub_rho,kg/m**3,[8500.],
drivese.hub_Xy,Pa,[4.5e+08],
drivese.hub_wohler_exp,,[1.],
drivese.hub_wohler_A,,[3.55e+08],
drivese.hub_mat_cost,USD/kg,[0.],
drivese.spinner_rho,kg/m**3,[1940.],
drivese.spinner_Xt,Pa,[6.e+08],
drivese.spinner_mat_cost,USD/kg,[1.87],
drivese.lss_Xt,Pa,[3.55e+08],
drivese.lss_wohler_exp,,[1.],
drivese.lss_wohler_A,,[3.55e+08],
drivese.lss_cost,USD/kg,[0.],
drivese.hss_Xt,Pa,[3.55e+08],
drivese.hss_wohler_exp,,[1.],
drivese.hss_wohler_A,,[3.55e+08],
drivese.hss_cost,USD/kg,[0.],
drivese.bedplate_mat_cost,USD/kg,[0.],
drivese.constr_hub_diameter,m,[0.39733432],
drivese.spinner.spinner_diameter,m,[5.],
drivese.hub_system_cost,USD,[428.45156616],
drivese.stage_ratios,,[3.39535153 3.21219918 8.89374146],
drivese.D_gearbox,m,[1.305],
drivese.L_lss,m,[3.1],
drivese.constr_length,m,[3.80680221],
drivese.bear1.mb_max_defl_ang,rad,[0.00872665],
drivese.bear1.mb_mass,kg,[1480.55356999],
drivese.bear1.mb_I,kg*m**2,[134.02030141  70.60698288  70.60698288],
drivese.bear2.mb_max_defl_ang,rad,[0.078],
drivese.bear2.mb_mass,kg,[1349.62411874],
drivese.bear2.mb_I,kg*m**2,[118.75932276  61.52201828  61.52201828],
drivese.lss_rpm,rpm,"[ 5.5         5.76348752  6.02697503  6.29046255  6.55395007  6.81743759
  7.0809251   7.34441262  7.60790014  7.87138765  8.13487517  8.39836269
  8.6618502   8.92533772  9.18882524  9.45231276  9.71580027  9.97928779
 10.24277531 10.50626282 10.76975034 11.03323786 11.29672537 11.56021289
 11.82370041 12.08718792 12.35067544 12.61416296 12.87765048 13.14113799]",
drivese.hss_rpm,rpm,"[ 533.50000004  559.05828919  584.61657833  610.17486748  635.73315663
  661.29144577  686.84973492  712.40802407  737.96631322  763.52460236
  789.08289151  814.64118066  840.1994698   865.75775895  891.3160481
  916.87433725  942.43262639  967.99091554  993.54920469 1019.10749383
 1044.66578298 1070.22407213 1095.78236128 1121.34065042 1146.89893957
 1172.45722872 1198.01551786 1223.57380701 1249.13209616 1274.6903853 ]",
drivese.generator.B_rymax,T,[1.3],
drivese.generator.B_trmax,T,[2.54823052],
drivese.generator.B_tsmax,T,[2.50633753],
drivese.generator.B_g1,T,[1.25778958],
drivese.generator.B_pm1,,[0.],
drivese.generator.N_s,,[30.],
drivese.generator.b_s,m,[0.01916372],
drivese.generator.b_t,m,[0.02342232],
drivese.generator.A_Curcalc,mm**2,[5.3261019],
drivese.generator.A_Cuscalc,mm**2,[287.4557278],
drivese.generator.b_m,,[0.],
drivese.generator.f,,"[26.675      27.95291446 29.23082892 30.50874337 31.78665783 33.06457229
 34.34248675 35.6204012  36.89831566 38.17623012 39.45414458 40.73205903
 42.00997349 43.28788795 44.5658024  45.84371686 47.12163132 48.39954578
 49.67746023 50.95537469 52.23328915 53.51120361 54.78911806 56.06703252
 57.34494698 58.62286144 59.90077589 61.17869035 62.45660481 63.73451927]",
drivese.generator.I_s,A,"[861.07063803 822.59830392 787.6142026  755.69076374 726.46953609
 699.64780972 674.96822284 652.21060364 631.18550541 611.72903791
 593.6987015  576.97000353 561.43369081 546.99347082 533.5641238
 521.06992958 509.44334974 498.62391799 488.55730171 479.19450467
 470.49118724 462.40708456 454.90550703 447.95291024 441.51852369
 435.57402967 430.09328487 425.0520788  420.42792366 416.19987165]",
drivese.generator.R_s,ohm,"[0.00378304 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304
 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304
 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304
 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304
 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304]",
drivese.generator.L_s,,[0.00018821],
drivese.generator.J_s,A/m**2,"[2.99548958 2.86165216 2.73994959 2.62889444 2.52723973 2.4339324
 2.34807714 2.26890801 2.19576597 2.12808088 2.06535701 2.00716127
 1.9531136  1.90287901 1.85616104 1.81269628 1.77224978 1.73461118
 1.69959147 1.6670202  1.63674313 1.60862018 1.58252372 1.55833705
 1.53595313 1.51527344 1.49620704 1.47866971 1.46258322 1.44787469]",
drivese.generator.A_1,,"[40439.10936202 38632.30413892 36989.31942098 35490.07490107
 34117.73636313 32858.08741213 31699.04137208 30630.25814949
 29642.84061439 28729.09186714 27882.31958869 27096.67713747
 26367.03357356 25688.86663878 25058.17409281 24471.39983288
 23925.37200081 23417.25087324 22944.48478549 22504.77269134
 22096.03223516 21716.37242803 21364.07018875 21037.55014537
 20735.36720019 20456.19144699 20198.79509846 19962.04113797
 19744.87345513 19546.30826171]",
drivese.generator.Losses,W,"[105609.30374889  98948.76339046  93216.80848674  88262.40311965
  83964.201244    80223.80577469  76960.74839279  74108.70571645
  71612.61565087  69426.4571937   67511.52477912  65835.07513612
  64369.25749691  63090.26130563  61977.63230862  61013.72004541
  60183.22865327  59472.84947725  58870.95888779  58367.36840322
  57953.11701762  57620.29777723  57361.9122973   57171.74818921
  57044.27536432  56974.55796277  56958.17927237  56991.17749251
  57069.99058847  57191.40879452]",
drivese.generator.S,,[90.],
drivese.generator.Slot_aspect_ratio,,[0.],
drivese.generator.Slot_aspect_ratio1,,[4.17455588],
drivese.generator.Slot_aspect_ratio2,,[0.41864196],
drivese.generator.J_r,,"[160.81371146 153.4618424  146.75279191 140.6057831  134.95302892
 129.73722194 124.9095846  120.42833906 116.25749514 112.3658816
 108.72636575 105.31521989 102.11160344  99.09713679  96.25554847
  93.57238128  91.03474632  88.63111595  86.35114866  84.18554038
  82.12589755  80.16462842  78.29484951  76.51030491  74.80529636
  73.17462247  71.61352569  70.11764601  68.68298023  67.30584623]",
drivese.generator.L_sm,,[0.02411215],
drivese.generator.Q_r,,[72.],
drivese.generator.R_R,,[0.03166742],
drivese.generator.b_r,,[0.02388676],
drivese.generator.b_tr,,[0.02919493],
drivese.generator.b_trmin,,[0.02871496],
drivese.generator.N_r,,[148.],
drivese.generator.L_r,,[0.00017178],
drivese.generator.h_yr,,[0.21560929],
drivese.generator.h_ys,,[0.21560929],
drivese.generator.tau_p,,[0.63879051],
drivese.generator.Current_ratio,,"[0.19458807 0.20391016 0.21323226 0.22255435 0.23187645 0.24119855
 0.25052064 0.25984274 0.26916483 0.27848693 0.28780902 0.29713112
 0.30645322 0.31577531 0.32509741 0.3344195  0.3437416  0.35306369
 0.36238579 0.37170789 0.38102998 0.39035208 0.39967417 0.40899627
 0.41831836 0.42764046 0.43696256 0.44628465 0.45560675 0.46492884]",
drivese.generator.E_p,,"[ 810.78361125  849.6256768   888.46774234  927.30980789  966.15187344
 1004.99393899 1043.83600454 1082.67807009 1121.52013564 1160.36220119
 1199.20426674 1238.04633229 1276.88839784 1315.73046338 1354.57252893
 1393.41459448 1432.25666003 1471.09872558 1509.94079113 1548.78285668
 1587.62492223 1626.46698778 1665.30905333 1704.15111888 1742.99318442
 1781.83524997 1820.67731552 1859.51938107 1898.36144662 1937.20351217]",
