variables,units,values,description
rotorse.ccblade.cd,,"[0.5        0.50489482 0.48619685 0.29132347 0.08388364 0.04916906
 0.02922528 0.01912138 0.01389421 0.01142327 0.01165171 0.01135974
 0.01137637 0.0115554  0.011579   0.01129842 0.01081863 0.00957741
 0.00946717 0.00916836 0.00894963 0.00820387 0.00606684 0.00624128
 0.00610215 0.00633446 0.00640325 0.00644844 0.00794337 0.0147486 ]",Drag coefficients along blade span
rotorse.ccblade.cl_n_opt,,"[1.23532932e-18 5.20682610e-02 3.93621424e-01 1.04618279e+00
 1.12570537e+00 1.02462304e+00 9.62910078e-01 9.27390831e-01
 9.06925733e-01 8.99455493e-01 9.11638639e-01 9.50544771e-01
 9.68159294e-01 9.61632453e-01 9.50033038e-01 9.40599851e-01
 9.29905087e-01 9.33442055e-01 9.38284518e-01 9.29127981e-01
 9.30526429e-01 8.99746056e-01 8.81137295e-01 8.56213990e-01
 8.16133646e-01 7.91757254e-01 8.35250795e-01 9.66185023e-01
 1.16961039e+00 1.46380137e+00]",Lift coefficients along blade span
rotorse.ccblade.cd_n_opt,,"[0.5        0.50489482 0.48619685 0.29132347 0.08388364 0.04916906
 0.02922528 0.01912138 0.01389421 0.01142327 0.01165171 0.01135974
 0.01137637 0.0115554  0.011579   0.01129842 0.01081863 0.00957741
 0.00946717 0.00916836 0.00894963 0.00820387 0.00606684 0.00624128
 0.00610215 0.00633446 0.00640325 0.00644844 0.00794337 0.0147486 ]",Drag coefficients along blade span
rotorse.ccblade.Px_b,N/m,"[  55.63101461   87.30189187  190.49961706  478.18322113  691.57267006
  825.17686912  971.18986115 1130.23224414 1300.11308256 1473.85765048
 1632.01888826 1807.193326   1950.22183461 2099.16097999 2255.99980485
 2426.24116332 2596.10377237 2801.9061494  3007.59077313 3170.71363118
 3383.31551247 3505.15184852 3696.12428195 3866.29709773 3944.70825073
 4042.8100502  4115.13660181 3957.98920143 3139.5085914  1155.23228745]",Distributed loads in blade-aligned x-direction
rotorse.ccblade.Py_b,N/m,"[  28.46330413   50.92163719   30.30460069 -116.78083286 -225.07606612
 -246.40759081 -264.22550275 -276.56352198 -284.47863362 -288.78026263
 -290.13184789 -291.38518361 -294.59603204 -296.10116406 -297.0616004
 -297.85818849 -299.21572442 -300.32622439 -297.39503654 -299.48739717
 -296.31254332 -302.92205885 -308.28670408 -304.58342312 -305.02753868
 -295.54149358 -280.40782008 -258.15516252 -206.09299377  -96.94703355]",Distributed loads in blade-aligned y-direction
rotorse.ccblade.Pz_b,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",Distributed loads in blade-aligned z-direction
rotorse.ccblade.Px_af,N/m,"[  42.54404468   65.7976132   171.68016711  491.480749    726.62244182
  860.30576925 1005.04021582 1161.3226463  1327.80486052 1498.19050712
 1652.89712742 1824.77696421 1965.28683409 2112.38682636 2267.67415645
 2436.61737986 2605.5074331  2810.60063399 3015.55064354 3178.23315051
 3390.38377825 3512.32071938 3703.75094116 3874.29521341 3953.14272258
 4050.95700769 4121.09158136 3958.61346268 3131.72913818 1145.83117068]",Distributed loads in airfoil x-direction
rotorse.ccblade.Py_af,N/m,"[  45.770883     76.71575819   87.94539864   27.26956658  -30.8515891
  -38.82717516  -54.02802322  -72.40178573  -90.31263933 -105.24076372
 -124.87284313 -145.05886278 -166.73237842 -178.8144712  -188.24089375
 -195.60528419 -201.53377559 -203.46495353 -201.2470685  -204.82107563
 -199.80694785 -203.60358327 -196.47993651 -175.67273234 -162.56567156
 -146.30515461 -171.99411385 -248.39899279 -302.09455904 -176.15701397]",Distributed loads in airfoil y-direction
rotorse.ccblade.Pz_af,N/m,"[0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0. 0.
 0. 0. 0. 0. 0. 0.]",Distributed loads in airfoil z-direction
rotorse.ccblade.LiftF,N/m,"[3.55271368e-15 1.03677938e+01 1.21375419e+02 4.74194944e+02
 7.25266300e+02 8.60191641e+02 1.00602810e+03 1.16333012e+03
 1.33071654e+03 1.50176118e+03 1.65747198e+03 1.83040284e+03
 1.97221068e+03 2.11978864e+03 2.27530475e+03 2.44427978e+03
 2.61311320e+03 2.81780731e+03 3.02210461e+03 3.18467111e+03
 3.39610926e+03 3.51807082e+03 3.70887089e+03 3.87817291e+03
 3.95637333e+03 4.05346841e+03 4.12455791e+03 3.96631086e+03
 3.14619325e+03 1.15923421e+03]",Distributed lift force
rotorse.ccblade.DragF,N/m,"[ 62.4897549  100.53428426 149.92158179 132.04586865  54.04431522
  41.27841731  30.53395278  23.98609013  20.38674153  19.0726845
  21.18424601  21.87472217  23.17448211  25.47231421  27.73140073
  29.36051966  30.40128668  28.91159696  30.49263438  31.42537615
  32.66315601  32.0777113   25.53646649  28.26954591  29.58140002
  32.42982946  31.61995729  26.47165482  21.36726599  11.67991823]",Distributed drag force
rotorse.ccblade.L_n_opt,N/m,"[3.55271368e-15 1.03677938e+01 1.21375419e+02 4.74194944e+02
 7.25266300e+02 8.60191641e+02 1.00602810e+03 1.16333012e+03
 1.33071654e+03 1.50176118e+03 1.65747198e+03 1.83040284e+03
 1.97221068e+03 2.11978864e+03 2.27530475e+03 2.44427978e+03
 2.61311320e+03 2.81780731e+03 3.02210461e+03 3.18467111e+03
 3.39610926e+03 3.51807082e+03 3.70887089e+03 3.87817291e+03
 3.95637333e+03 4.05346841e+03 4.12455791e+03 3.96631086e+03
 3.14619325e+03 1.15923421e+03]",Distributed lift force
rotorse.ccblade.D_n_opt,N/m,"[ 62.4897549  100.53428426 149.92158179 132.04586865  54.04431522
  41.27841731  30.53395278  23.98609013  20.38674153  19.0726845
  21.18424601  21.87472217  23.17448211  25.47231421  27.73140073
  29.36051966  30.40128668  28.91159696  30.49263438  31.42537615
  32.66315601  32.0777113   25.53646649  28.26954591  29.58140002
  32.42982946  31.61995729  26.47165482  21.36726599  11.67991823]",Distributed drag force
rotorse.wt_class.V_mean,m/s,[7.5],
rotorse.wt_class.V_extreme1,m/s,[30.],
rotorse.wt_class.V_extreme50,m/s,[52.5],
rotorse.re.precomp.z,m,"[ 2.          3.37664536  4.75329071  6.12993607  7.50658142  8.88322678
 10.25987214 11.63651749 13.01316285 14.38980821 15.76645356 17.14309892
 18.51974427 19.89638963 21.27303499 22.64968034 24.0263257  25.40297105
 26.77961641 28.15626177 29.53290712 30.90955248 32.28619783 33.66284319
 35.03948855 36.4161339  37.79277926 39.16942462 40.54606997 41.92271533]",locations of properties along beam
rotorse.re.Tw_iner,m,"[14.48776845 18.85193798 18.00683172 17.69520354 14.71278942 12.493266
 11.41263815 11.24705505 11.549152   11.05387209  9.54547021  8.33880243
  7.47606843  6.94616871  6.51649568  6.1853465   5.91312919  5.58283853
  5.13027249  4.75433439  4.57410304  4.29768986  4.114451    3.963423
  4.91677264  4.53461931  3.11534869  1.28664357 -0.77836537 -2.96709938]",Orientation of the section principal inertia axes with respect the blade reference plane
rotorse.re.x_tc,m,"[ 0.02268714  0.0252493   0.37193633  0.51021663  0.5660246   0.48770241
  0.43427931  0.32222803  0.19975966  0.14695036  0.1088473   0.07073729
  0.04691364  0.04087737  0.03389414  0.02708045  0.0207903   0.02036568
  0.02455826  0.0292985   0.03222029  0.03666749  0.04247441  0.04846112
  0.05345463  0.05516917  0.04462964  0.02468516  0.00235524 -0.00286897]",X-coordinate of the tension-center offset with respect to the XR-YR axes
rotorse.re.y_tc,m,"[-7.24270869e-05  6.25671122e-02  3.09527448e-01  4.80799372e-01
  6.16698565e-01  6.62173543e-01  6.38786465e-01  5.95351500e-01
  5.52247025e-01  5.25470895e-01  4.91391947e-01  4.53537029e-01
  4.31564349e-01  4.37242823e-01  4.45564084e-01  4.17859353e-01
  3.50235154e-01  2.81703007e-01  2.41652609e-01  2.22076411e-01
  2.02466330e-01  2.03171611e-01  2.16326671e-01  2.30474943e-01
  2.29655297e-01  2.43147823e-01  2.53442433e-01  2.40467675e-01
  1.58760766e-01  4.79741588e-02]",Chordwise offset of the section tension-center with respect to the XR-YR axes
rotorse.re.x_sc,m,"[ 0.02268714  0.0252493   0.37193633  0.5095529   0.56611582  0.48865535
  0.4365927   0.32552562  0.20342152  0.15042207  0.11139939  0.0724819
  0.04810764  0.04187555  0.03480979  0.02782865  0.02121953  0.02053516
  0.02462955  0.02934733  0.03222133  0.03667001  0.04247525  0.04846571
  0.05348117  0.0552106   0.04472112  0.02487458  0.00235524 -0.00286897]",X-coordinate of the shear-center offset with respect to the XR-YR axes
rotorse.re.y_sc,m,"[-7.24270869e-05  6.25671122e-02  3.09527448e-01  4.79076674e-01
  6.20385295e-01  6.70130527e-01  6.50934072e-01  6.08695872e-01
  5.65743654e-01  5.40173587e-01  5.05191004e-01  4.65792049e-01
  4.43009265e-01  4.49302328e-01  4.58441741e-01  4.30305616e-01
  3.60298699e-01  2.88810117e-01  2.46694141e-01  2.26005562e-01
  2.05417484e-01  2.05813397e-01  2.18990712e-01  2.33140798e-01
  2.32256058e-01  2.45840356e-01  2.57334916e-01  2.48114834e-01
  1.58760766e-01  4.79741588e-02]","Chordwise offset of the section shear-center with respect to the reference frame, XR-YR"
rotorse.re.x_cg,m,"[ 0.02268714  0.0252493   0.37193633  0.50993336  0.56813023  0.48177023
  0.42045695  0.30615826  0.18947504  0.14299132  0.11053384  0.07585221
  0.05313803  0.04644119  0.03837451  0.03117664  0.02535491  0.02497975
  0.02836309  0.03212811  0.03449241  0.03831743  0.04392272  0.04981998
  0.05397461  0.05566223  0.04454034  0.02357879  0.00235524 -0.00286897]",X-coordinate of the center-of-mass offset with respect to the XR-YR axes
rotorse.re.y_cg,m,"[-7.24270869e-05  6.25671122e-02  3.09527450e-01  5.20653515e-01
  6.63794534e-01  7.12073657e-01  7.20318577e-01  7.01072725e-01
  6.77097506e-01  6.51731475e-01  5.95779355e-01  5.34862180e-01
  4.87229659e-01  4.66792045e-01  4.54421663e-01  4.19637492e-01
  3.58442339e-01  2.97970834e-01  2.59730033e-01  2.37957098e-01
  2.17811314e-01  2.15467561e-01  2.26229680e-01  2.39219203e-01
  2.38325122e-01  2.53616521e-01  2.59585477e-01  2.28658319e-01
  1.58760766e-01  4.79741588e-02]",Chordwise offset of the section center of mass with respect to the XR-YR axes
rotorse.re.precomp.flap_iner,kg/m,"[7.89964885e+02 9.35471690e+02 6.77249202e+02 3.12747828e+02
 1.61615566e+02 8.49240273e+01 4.59521354e+01 3.37777392e+01
 2.60509317e+01 1.96075823e+01 1.40878472e+01 9.75081416e+00
 7.01832095e+00 5.56794752e+00 4.60195391e+00 3.90960329e+00
 3.32293512e+00 2.70029151e+00 2.11383205e+00 1.65910064e+00
 1.34775925e+00 1.15742424e+00 1.00736966e+00 8.67337473e-01
 6.65978679e-01 4.99949324e-01 2.35619236e-01 6.71572366e-02
 8.63089682e-03 1.78188091e-04]",Section flap inertia about the Y_G axis per unit length.
rotorse.re.precomp.edge_iner,kg/m,"[7.90000424e+02 9.59841373e+02 8.82272939e+02 6.18544912e+02
 4.84836863e+02 3.18528416e+02 2.02862123e+02 1.54940144e+02
 1.22763321e+02 9.67843113e+01 7.35929916e+01 5.34468927e+01
 4.04081830e+01 3.41423794e+01 2.98121957e+01 2.50079305e+01
 1.91804355e+01 1.41640624e+01 1.08835431e+01 8.79145731e+00
 7.19380692e+00 6.76075099e+00 6.46382311e+00 6.28226576e+00
 3.05893032e+00 2.62022522e+00 1.75778127e+00 8.15820386e-01
 1.58387696e-01 3.49980667e-03]",Section lag inertia about the X_G axis per unit length
rotorse.re.precomp.blade_mass,kg,[6273.37430215],mass of one blade
rotorse.re.precomp.blade_moment_of_inertia,kg*m**2,[1138745.61845828],mass moment of inertia of blade about hub
rotorse.re.precomp.mass_all_blades,kg,[18820.12290645],mass of all blades
rotorse.re.precomp.I_all_blades,kg*m**2,"[3416236.85537484 1708118.42768742 1708118.42768742       0.
       0.               0.        ]","mass moments of inertia of all blades in hub c.s. order:Ixx, Iyy, Izz, Ixy, Ixz, Iyz"
rotorse.re.sc_ss_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","spar cap, suction side,  boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.re.sc_ps_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","spar cap, pressure side, boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.re.te_ss_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","trailing edge reinforcement, suction side,  boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.re.te_ps_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","trailing edge reinforcement, pressure side, boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.rp.powercurve.pitch,deg,"[ 0.          0.          0.          0.          0.          0.
  0.          0.          0.          0.          0.          0.
  0.          1.13566849  1.75453532  3.04837418  4.37372349  5.75733713
  7.18960327  7.95652725  9.1736661  11.5316327  13.75197417 15.87041611
 17.89669439 19.84507345 21.76359029 23.58564612 25.36923018 27.10397759]",rotor pitch schedule
rotorse.rp.powercurve.P_aero,W,"[  30441.41843912   86534.69793394  151423.29163941  229171.88790947
  312973.95904809  394696.45268168  466134.20745576  520002.8042028
  550770.80686103  555269.49445593  578113.72045114  630400.16180392
  725987.16926042  894308.40132432 1077962.11926061 1257359.30385191
 1438576.71613094 1625673.59277461 1819859.78252543 1924918.48995639
 1924927.11497364 1924927.20017374 1924927.13695593 1924927.1363766
 1924925.98710174 1924940.29531264 1924935.27211477 1924927.11038392
 1924927.68155645 1924939.7366208 ]",rotor mechanical power
rotorse.rp.powercurve.T,N,"[ 30518.4466983   44789.99528039  64844.01149557  85476.9428038
 105215.6206681  122814.66684781 137219.36408088 147597.34410338
 153363.50574037 154197.4868405  158398.21023411 167810.43492174
 180613.57514532 181980.48546811 190942.19219903 190941.12947177
 190941.92028222 190942.34200303 190942.44501712 190942.22740949
 181089.84868568 163928.01724241 150316.39792599 139182.58452655
 129920.39282324 122096.39769112 115762.99260365 110300.52808783
 105963.58992753 102597.63298905]",rotor aerodynamic thrust
rotorse.rp.powercurve.Q,N*m,"[  36336.766643    103293.18693336  150585.11402665  198500.29142073
  244338.77346982  285208.45926822  318660.01362664  342760.45511708
  356151.02253534  358087.74939976  367842.95110044  389700.65075752
  439862.8143148   541845.67844721  653118.22519639  761811.81350713
  871608.24565221  984966.94150056 1102620.92705499 1166274.14390995
 1166279.3696557  1166279.42127693 1166279.38297438 1166279.38262338
 1166278.68629802 1166287.3553905  1166284.31192356 1166279.36687487
 1166279.71293822 1166287.01688898]",rotor aerodynamic torque
rotorse.rp.powercurve.M,N*m,"[ 293155.35899645  418490.47382934  605666.34270156  798385.3271759
  982751.66349748 1147133.07187827 1281678.11450685 1378612.1730249
 1432470.1924403  1440259.87526762 1479496.13958606 1567409.69662481
 1683769.06688636 1680101.07487969 1747986.14900778 1722744.28460734
 1693898.41950038 1661883.89629056 1629133.13405034 1612374.37995605
 1497713.11390147 1293658.34248543 1120612.4407903   971287.99063606
  842139.27463403  729493.59263136  625977.7345948   537573.06104632
  456403.67390786  382590.62832663]",blade root moment
rotorse.rp.powercurve.Cp,,"[0.30167131 0.39345186 0.39325939 0.39169203 0.39000648 0.38843607
 0.38712924 0.3861814  0.38565332 0.38557671 0.38519216 0.38432907
 0.38861989 0.40620338 0.40357836 0.37955694 0.3447461  0.30627114
 0.26821684 0.24923712 0.22172972 0.17367048 0.13664975 0.1082061
 0.08634224 0.06949132 0.05644699 0.0462951  0.03834603 0.03208096]",rotor electrical power coefficient
rotorse.rp.powercurve.Cp_aero,,"[0.33640028 0.43874679 0.43963809 0.43963809 0.43963809 0.43963809
 0.43963809 0.43963809 0.43963809 0.43963809 0.43963809 0.43963809
 0.44527677 0.46542375 0.46241603 0.43489253 0.39500661 0.35092239
 0.30732016 0.28557339 0.25405569 0.19898989 0.15657191 0.12398146
 0.09893007 0.07962246 0.06467639 0.05304446 0.04393649 0.03675804]",rotor aerodynamic power coefficient
rotorse.rp.powercurve.Ct_aero,,"[1.01175451 0.88331419 0.88184049 0.88184049 0.88184049 0.88184049
 0.88184049 0.88184049 0.88184049 0.88184049 0.88184049 0.88184049
 0.87123676 0.7867753  0.72572692 0.62868475 0.53901468 0.45913367
 0.38981299 0.35756691 0.31368152 0.24127707 0.18856357 0.14943934
 0.12000663 0.09758134 0.08054549 0.06724291 0.05697474 0.0489793 ]",rotor aerodynamic thrust coefficient
rotorse.rp.powercurve.Cq_aero,,"[0.02886454 0.0488103  0.04906907 0.04906907 0.04906907 0.04906907
 0.04906907 0.04906907 0.04906907 0.04906907 0.04906907 0.04906907
 0.05084036 0.05613156 0.05947969 0.0601017  0.05895576 0.05674978
 0.05393686 0.05233131 0.04840643 0.04113117 0.03505578 0.03000463
 0.02581284 0.02233444 0.01944382 0.01703637 0.01502568 0.01334093]",rotor aerodynamic torque coefficient
rotorse.rp.powercurve.Cm_aero,,"[0.2328714  0.19775404 0.19736003 0.19736003 0.19736003 0.19736003
 0.19736003 0.19736003 0.19736003 0.19736003 0.19736003 0.19736003
 0.19461393 0.17404715 0.15918968 0.13591264 0.11457563 0.09575097
 0.07969223 0.07234805 0.06216258 0.04562344 0.03368313 0.02498812
 0.01863878 0.01396983 0.01043605 0.00785257 0.00588004 0.00437638]",rotor aerodynamic moment coefficient
rotorse.rp.powercurve.V_R25,m/s,[7.68809235],region 2.5 transition wind speed
rotorse.rp.powercurve.rated_V,m/s,[12.62263273],rated wind speed
rotorse.rp.powercurve.rated_Omega,rpm,[15.76097495],rotor rotation speed at rated
rotorse.rp.powercurve.rated_pitch,deg,[7.95652725],pitch setting at rated
rotorse.rp.powercurve.rated_T,N,[190942.22740949],rotor aerodynamic thrust at rated
rotorse.rp.powercurve.rated_Q,N*m,[1166274.14390995],rotor aerodynamic torque at rated
rotorse.rp.powercurve.rated_mech,W,[1924918.48995639],Mechanical shaft power at rated
rotorse.rp.powercurve.ax_induct_regII,,"[0.12834467 0.08128168 0.10905407 0.24044946 0.31037493 0.31140286
 0.31873104 0.33097691 0.34633727 0.36109626 0.36505988 0.37630108
 0.37007788 0.36683843 0.36659394 0.3707966  0.37402596 0.38959929
 0.40495023 0.40296757 0.41825755 0.40320829 0.41234924 0.41727182
 0.40353799 0.40800671 0.42627706 0.43615019 0.41120372 0.21733362]",rotor axial induction at cut-in wind speed along blade span
rotorse.rp.powercurve.tang_induct_regII,,"[-0.12834467 -0.06599524 -0.01721121  0.04532297  0.06387759  0.04985271
  0.04038057  0.03335741  0.02799774  0.02371081  0.01991011  0.01716999
  0.01468686  0.01269017  0.01110341  0.00986142  0.00882743  0.00810903
  0.00739555  0.00670189  0.00617512  0.00561456  0.00532041  0.00489015
  0.00445914  0.00410701  0.00387117  0.00367385  0.00333701  0.00219707]",rotor tangential induction at cut-in wind speed along blade span
rotorse.rp.powercurve.aoa_regII,deg,"[42.90746578 34.73112472 23.88223694 12.38479445  6.69286094  5.33148162
  4.81554194  4.7486291   4.76877518  4.74578525  5.05262744  5.22981019
  5.5225109   5.5270358   5.44356104  5.27791297  5.08952915  4.72838447
  4.39614117  4.25268376  3.92377911  3.84003889  3.43112099  3.01383694
  2.78324267  2.52679244  2.82909347  3.97293819  5.89896547  9.31733741]",angle of attack distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.L_D,,"[2.47065864e-18 1.03126947e-01 8.09592703e-01 3.59113805e+00
 1.34198444e+01 2.08387748e+01 3.29478502e+01 4.85001981e+01
 6.52736257e+01 7.87388467e+01 7.82407824e+01 8.36766209e+01
 8.51026863e+01 8.32193190e+01 8.20479559e+01 8.32505626e+01
 8.59540331e+01 9.74628732e+01 9.91093315e+01 1.01340748e+02
 1.03973702e+02 1.09673374e+02 1.45238218e+02 1.37185540e+02
 1.33745304e+02 1.24991974e+02 1.30441603e+02 1.49832373e+02
 1.47243604e+02 9.92501988e+01]",Lift over drag distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.Cp_regII,,[0.43963809],power coefficient at cut-in wind speed
