variables,units,values,description
rotorse.re.y_cg,m,"[-7.24270869e-05  6.25026015e-02  3.09545477e-01  5.10613277e-01
  6.37873303e-01  6.55047228e-01  6.21248880e-01  5.83153937e-01
  5.48343235e-01  5.17017205e-01  4.62992053e-01  4.05314425e-01
  3.59898748e-01  3.39078285e-01  3.26069016e-01  3.00447381e-01
  2.62748917e-01  2.29292830e-01  2.09911239e-01  2.01672991e-01
  1.95620545e-01  1.99922443e-01  2.11285814e-01  2.23181162e-01
  2.27280479e-01  2.41951402e-01  2.47846283e-01  2.40384094e-01
  1.67103046e-01  4.79382124e-02]",Chordwise offset of the section center of mass with respect to the XR-YR axes
rotorse.re.precomp.flap_iner,kg/m,"[7.89964885e+02 9.32617135e+02 6.79749781e+02 3.26645032e+02
 1.75130817e+02 1.00087519e+02 6.26074501e+01 5.18227235e+01
 4.49651464e+01 3.71434964e+01 2.83005565e+01 2.05801223e+01
 1.54761214e+01 1.28119159e+01 1.10292686e+01 9.68584420e+00
 8.44407565e+00 6.89800301e+00 5.23986485e+00 3.95971438e+00
 3.17169638e+00 2.69543458e+00 2.21613533e+00 1.80927834e+00
 1.40690510e+00 1.10178760e+00 6.69866684e-01 2.42052295e-01
 1.00908103e-02 1.77863820e-04]",Section flap inertia about the Y_G axis per unit length.
rotorse.re.precomp.edge_iner,kg/m,"[7.90000424e+02 9.56921003e+02 8.85500817e+02 6.37201047e+02
 5.05192627e+02 3.42395920e+02 2.31138108e+02 1.86816611e+02
 1.56849580e+02 1.29266483e+02 9.96311391e+01 7.24149694e+01
 5.45794974e+01 4.62176455e+01 4.06330285e+01 3.41745629e+01
 2.61966664e+01 1.94203129e+01 1.48772716e+01 1.20477322e+01
 1.01609155e+01 9.63613027e+00 9.35337340e+00 9.08761687e+00
 5.59031034e+00 4.90273803e+00 3.60532397e+00 1.99488065e+00
 1.84925021e-01 3.49351369e-03]",Section lag inertia about the X_G axis per unit length
rotorse.re.precomp.blade_mass,kg,[10277.15647708],mass of one blade
rotorse.re.precomp.blade_moment_of_inertia,kg*m**2,[4395928.53048352],mass moment of inertia of blade about hub
rotorse.re.precomp.mass_all_blades,kg,[30831.46943124],mass of all blades
rotorse.re.precomp.I_all_blades,kg*m**2,"[13187785.59145057  6593892.79572529  6593892.79572529        0.
        0.                0.        ]","mass moments of inertia of all blades in hub c.s. order:Ixx, Iyy, Izz, Ixy, Ixz, Iyz"
rotorse.re.sc_ss_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","spar cap, suction side,  boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.re.sc_ps_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [1. 1. 0. 1. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","spar cap, pressure side, boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.re.te_ss_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","trailing edge reinforcement, suction side,  boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.re.te_ps_mats,,"[[0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]
 [0. 0. 0. 0. 0. 0. 0. 0. 0.]]","trailing edge reinforcement, pressure side, boolean of materials in each composite layer spanwise, passed as floats for differentiablity, used for Fatigue Analysis"
rotorse.rp.powercurve.pitch,deg,"[ 1.03063484e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  0.00000000e+00  0.00000000e+00
  0.00000000e+00  0.00000000e+00  5.66893994e-03 -5.66309698e-01
  0.00000000e+00  1.02276550e+00  4.63000709e+00  7.05268745e+00
  9.15394905e+00  1.11203223e+01  1.29873079e+01  1.47921168e+01
  1.65667730e+01  1.82490783e+01  1.99380609e+01  2.15794234e+01
  2.31736997e+01  2.47306905e+01]",rotor pitch schedule
rotorse.rp.powercurve.P_aero,W,"[  67431.77292094  151841.69889517  265162.49651969  401310.71826728
  548059.38656034  691166.4356747   816263.52738742  910594.66655901
  964473.56662418  972351.37208471 1012354.67626842 1103915.24910452
 1255202.04105616 1479290.59629496 1797481.31426316 2235547.25206952
 2687685.35922514 2687684.97789385 2687685.32012467 2687686.31958892
 2687685.46165482 2687685.40127    2687671.57545743 2687650.75713843
 2687647.74810737 2687681.88381955 2687685.6465263  2687682.04785629
 2687678.98366233 2687686.3880259 ]",rotor mechanical power
rotorse.rp.powercurve.T,N,"[ 39606.86604797  66293.61615267  96135.93164348 126725.74291677
 155989.75885484 182081.61624461 203437.62054793 218823.72567976
 227372.47687811 228608.91410933 234836.7900181  248791.09309579
 271031.7053421  302398.75873899 341245.2723645  387556.04864136
 405752.84050979 383922.66305367 315658.49427095 277896.90789829
 249876.06425558 227604.51267612 209276.06579456 193984.37877422
 181302.20033291 170310.27564801 161484.39010999 154217.92284387
 148397.48860457 143897.29746038]",rotor aerodynamic thrust
rotorse.rp.powercurve.Q,N*m,"[ 117077.4543386   233263.68345266  338268.18974046  445902.86812786
  548872.54373903  640680.52037503  715824.71248172  769962.95029899
  800042.96869558  804393.5520496   826307.23482744  875407.46988507
  953664.28307307 1064033.80036664 1226048.72689486 1524850.26718439
 1833250.33023931 1833250.07013606 1833250.30356917 1833250.98529635
 1833250.40010584 1833250.3589178  1833240.92843317 1833226.72841156
 1833224.67597371 1833247.95969083 1833250.52620531 1833248.07157908
 1833245.98151501 1833251.03197671]",rotor aerodynamic torque
rotorse.rp.powercurve.M,N*m,"[ 470553.49299357  782159.57724516 1134251.5918753  1495162.87175522
 1840431.86842459 2148274.42295545 2400241.41867738 2581773.06808457
 2682634.7801366  2697222.7793767  2770701.84222824 2935340.49719105
 3197744.4642968  3567825.96909568 4022374.09078843 4558152.72437465
 4739514.01436942 4455013.90866917 3528557.15727331 2985091.46808889
 2564395.36209823 2208253.32887531 1903882.540074   1637160.35699725
 1396439.95331667 1196369.57169704 1006281.84511428  839337.03909246
  693679.41664558  563718.47042289]",blade root moment
rotorse.rp.powercurve.Cp,,"[0.40021594 0.41643397 0.41928128 0.42028051 0.42047971 0.42032919
 0.42006703 0.41982419 0.41967247 0.41964998 0.41953425 0.41925529
 0.41877539 0.41803589 0.41783717 0.41900548 0.41186824 0.39991068
 0.31439053 0.24594897 0.19222345 0.15055959 0.11846472 0.09380556
 0.0748514  0.0602434  0.0489352  0.04013442 0.03324311 0.02781167]",rotor electrical power coefficient
rotorse.rp.powercurve.Cp_aero,,"[0.45220622 0.4671918  0.4671918  0.4671918  0.4671918  0.4671918
 0.4671918  0.4671918  0.4671918  0.4671918  0.4671918  0.4671918
 0.4671918  0.4671918  0.46792285 0.4692312  0.46123843 0.44784754
 0.35207617 0.2754306  0.21526507 0.168607   0.13266496 0.10504993
 0.08382375 0.06746471 0.05480101 0.04494528 0.03722792 0.03114543]",rotor aerodynamic power coefficient
rotorse.rp.powercurve.Ct_aero,,"[0.79682635 0.79338939 0.79338939 0.79338939 0.79338939 0.79338939
 0.79338939 0.79338939 0.79338939 0.79338939 0.79338939 0.79338939
 0.79338939 0.79338939 0.78707924 0.77436987 0.70887803 0.65769348
 0.46061159 0.34428494 0.26266365 0.20329384 0.1593131  0.12639424
 0.10162756 0.082601   0.06818401 0.05705376 0.04842089 0.04168774]",rotor aerodynamic thrust coefficient
rotorse.rp.powercurve.Cq_aero,,"[0.04396553 0.05210839 0.05210839 0.05210839 0.05210839 0.05210839
 0.05210839 0.05210839 0.05210839 0.05210839 0.05210839 0.05210839
 0.05210839 0.05210839 0.05278438 0.05687049 0.05978298 0.05862021
 0.04993269 0.04239377 0.03597021 0.03056406 0.02604938 0.02229577
 0.01918094 0.01659631 0.0144484  0.0126595  0.01116536 0.00991342]",rotor aerodynamic torque coefficient
rotorse.rp.powercurve.Cm_aero,,"[0.17670468 0.17472534 0.17472534 0.17472534 0.17472534 0.17472534
 0.17472534 0.17472534 0.17472534 0.17472534 0.17472534 0.17472534
 0.17472534 0.17472534 0.17317297 0.16999989 0.15455733 0.14245402
 0.09610819 0.06902999 0.050316   0.03681613 0.02705315 0.01991121
 0.01461088 0.01083068 0.00793081 0.00579604 0.00422485 0.00304834]",rotor aerodynamic moment coefficient
rotorse.rp.powercurve.V_R25,m/s,[8.76038613],region 2.5 transition wind speed
rotorse.rp.powercurve.rated_V,m/s,[10.18035415],rated wind speed
rotorse.rp.powercurve.rated_Omega,rpm,[14.],rotor rotation speed at rated
rotorse.rp.powercurve.rated_pitch,deg,[0.],pitch setting at rated
rotorse.rp.powercurve.rated_T,N,[405752.84050979],rotor aerodynamic thrust at rated
rotorse.rp.powercurve.rated_Q,N*m,[1833250.33023931],rotor aerodynamic torque at rated
rotorse.rp.powercurve.rated_mech,W,[2687685.35922514],Mechanical shaft power at rated
rotorse.rp.powercurve.ax_induct_regII,,"[0.10935322 0.06667894 0.08481452 0.18288    0.26720047 0.27647206
 0.29104284 0.30814323 0.32293212 0.3278353  0.33228025 0.32364216
 0.31168446 0.3067745  0.30542673 0.30469309 0.30319585 0.3060002
 0.3029531  0.29501751 0.29349091 0.296661   0.30430615 0.29891127
 0.29666012 0.31218455 0.32410378 0.32371227 0.30585144 0.15586732]",rotor axial induction at cut-in wind speed along blade span
rotorse.rp.powercurve.tang_induct_regII,,"[-0.10935322 -0.05316443 -0.00981672  0.04033937  0.06862446  0.05326884
  0.04267758  0.03509901  0.02912193  0.02422456  0.02035263  0.01706087
  0.01435428  0.01233934  0.01077103  0.00950408  0.00845447  0.00768028
  0.00695909  0.00622491  0.00566104  0.00522275  0.00495099  0.00449381
  0.00410874  0.00391232  0.00370321  0.00346149  0.00311607  0.00180957]",rotor tangential induction at cut-in wind speed along blade span
rotorse.rp.powercurve.aoa_regII,deg,"[47.29748267 38.33159029 26.98017647 16.04319365  8.99995844  7.14762728
  6.45282544  6.3609933   6.40771691  6.41915372  6.50686611  6.79023759
  6.98347438  6.89726229  6.75744214  6.590856    6.3722228   6.01768911
  5.73328565  5.51681896  5.24437544  4.92574301  4.45681733  4.04084307
  3.63630417  3.24289033  3.52075041  4.6180396   6.34732758  9.34406624]",angle of attack distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.L_D,,"[2.50293307e-18 1.03326002e-01 8.03118323e-01 3.06154354e+00
 1.58334252e+01 2.65251655e+01 4.07804393e+01 5.92123785e+01
 7.36843013e+01 8.62718135e+01 8.81614444e+01 9.18794710e+01
 9.10594850e+01 9.01615743e+01 8.92093409e+01 8.99254475e+01
 9.28759818e+01 1.04535380e+02 1.20907322e+02 1.22962299e+02
 1.25490951e+02 1.30387179e+02 1.72253967e+02 1.56282453e+02
 1.41504661e+02 1.41978004e+02 1.42769074e+02 1.51891660e+02
 1.42510432e+02 9.88851857e+01]",Lift over drag distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.Cp_regII,,[0.4671918],power coefficient at cut-in wind speed
rotorse.rp.powercurve.cl_regII,,"[1.25146654e-18 5.27825840e-02 3.93508535e-01 1.08960865e+00
 1.36019276e+00 1.26062618e+00 1.19499141e+00 1.15009807e+00
 1.11184601e+00 1.07895414e+00 1.09322065e+00 1.11395838e+00
 1.12559630e+00 1.11557464e+00 1.10156938e+00 1.08618985e+00
 1.07128319e+00 1.07303974e+00 1.07720487e+00 1.07353726e+00
 1.06862788e+00 1.04244903e+00 1.01413392e+00 9.59106712e-01
 9.07140747e-01 8.81067563e-01 9.10382182e-01 1.02065226e+00
 1.22166328e+00 1.46466373e+00]",lift coefficient distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.cd_regII,,"[0.5        0.51083544 0.48997579 0.35590173 0.08590641 0.04752567
 0.02930305 0.01942327 0.01508932 0.01250645 0.01240021 0.01212413
 0.01236111 0.01237306 0.01234814 0.01207878 0.01153456 0.01026485
 0.00890934 0.00873062 0.00851558 0.00799503 0.00588743 0.00613701
 0.00641068 0.00620566 0.00637661 0.00671961 0.00857245 0.01481176]",drag coefficient distribution along blade span at cut-in wind speed
rotorse.rp.powercurve.rated_efficiency,,[0.89296167],Efficiency at rated conditions
rotorse.rp.powercurve.V_spline,m/s,"[ 3.          3.11055276  3.22110553  3.33165829  3.44221106  3.55276382
  3.66331658  3.77386935  3.88442211  3.99497487  4.10552764  4.2160804
  4.32663317  4.43718593  4.54773869  4.65829146  4.76884422  4.87939698
  4.98994975  5.10050251  5.21105528  5.32160804  5.4321608   5.54271357
  5.65326633  5.7638191   5.87437186  5.98492462  6.09547739  6.20603015
  6.31658291  6.42713568  6.53768844  6.64824121  6.75879397  6.86934673
  6.9798995   7.09045226  7.20100503  7.31155779  7.42211055  7.53266332
  7.64321608  7.75376884  7.86432161  7.97487437  8.08542714  8.1959799
  8.30653266  8.41708543  8.52763819  8.63819095  8.74874372  8.85929648
  8.96984925  9.08040201  9.19095477  9.30150754  9.4120603   9.52261307
  9.63316583  9.74371859  9.85427136  9.96482412 10.07537688 10.18592965
 10.29648241 10.40703518 10.51758794 10.6281407  10.73869347 10.84924623
 10.95979899 11.07035176 11.18090452 11.29145729 11.40201005 11.51256281
 11.62311558 11.73366834 11.84422111 11.95477387 12.06532663 12.1758794
 12.28643216 12.39698492 12.50753769 12.61809045 12.72864322 12.83919598
 12.94974874 13.06030151 13.17085427 13.28140704 13.3919598  13.50251256
 13.61306533 13.72361809 13.83417085 13.94472362 14.05527638 14.16582915
 14.27638191 14.38693467 14.49748744 14.6080402  14.71859296 14.82914573
 14.93969849 15.05025126 15.16080402 15.27135678 15.38190955 15.49246231
 15.60301508 15.71356784 15.8241206  15.93467337 16.04522613 16.15577889
 16.26633166 16.37688442 16.48743719 16.59798995 16.70854271 16.81909548
 16.92964824 17.04020101 17.15075377 17.26130653 17.3718593  17.48241206
 17.59296482 17.70351759 17.81407035 17.92462312 18.03517588 18.14572864
 18.25628141 18.36683417 18.47738693 18.5879397  18.69849246 18.80904523
 18.91959799 19.03015075 19.14070352 19.25125628 19.36180905 19.47236181
 19.58291457 19.69346734 19.8040201  19.91457286 20.02512563 20.13567839
 20.24623116 20.35678392 20.46733668 20.57788945 20.68844221 20.79899497
 20.90954774 21.0201005  21.13065327 21.24120603 21.35175879 21.46231156
 21.57286432 21.68341709 21.79396985 21.90452261 22.01507538 22.12562814
 22.2361809  22.34673367 22.45728643 22.5678392  22.67839196 22.78894472
 22.89949749 23.01005025 23.12060302 23.23115578 23.34170854 23.45226131
 23.56281407 23.67336683 23.7839196  23.89447236 24.00502513 24.11557789
 24.22613065 24.33668342 24.44723618 24.55778894 24.66834171 24.77889447
 24.88944724 25.        ]",wind vector
rotorse.rp.powercurve.P_spline,W,"[  59679.12281533   66888.99646575   74832.58610761   83454.62065789
   92699.82903357  102512.94015163  112838.68292904  123621.78628278
  134806.97912983  146622.22244433  159343.49305771  172902.1943008
  187229.02648257  202254.68991197  217909.88489796  234125.31174952
  251033.55581295  269015.56787011  287992.11689406  307865.1636041
  328536.66871953  349908.59295965  371971.43282946  395167.57853704
  419469.56830215  444754.04063796  470897.63405763  497787.67777605
  525784.49641936  554993.77203393  585247.21405501  616376.53191786
  648500.72825078  681939.12069719  716441.90221183  751876.53133935
  788658.65740767  826444.45076465  865484.58383875  905663.85519099
  947078.6647688   989669.8223091  1033558.67901761 1078572.13391545
 1124940.89562132 1172573.32198284 1221359.56238089 1271510.6308938
 1323237.54634666 1376487.07087093 1431133.95169953 1487292.85857199
 1545078.47645062 1604605.4902977  1666482.3793945  1730789.60404347
 1796819.80826437 1863865.59639678 1931219.5727803  1998184.39295125
 2074942.70390316 2163117.8277523  2251207.53548719 2327709.59809632
 2381121.78656818 2399999.99697119 2399999.65972145 2399999.66932619
 2399999.69224142 2399999.72627262 2399999.76922522 2399999.8189047
 2399999.87311652 2399999.92966612 2399999.98961949 2400000.08147873
 2400000.20259828 2400000.34070119 2400000.48351053 2400000.61874935
 2400000.7341407  2400000.81740765 2400000.85627325 2400000.84306988
 2400000.78765866 2400000.70071815 2400000.59275232 2400000.47426515
 2400000.35576065 2400000.24774278 2400000.16071553 2400000.10518288
 2400000.08752955 2400000.07980131 2400000.074173   2400000.07005312
 2400000.06685017 2400000.06397266 2400000.06082908 2400000.05682793
 2400000.05137771 2400000.04388693 2400000.01076289 2399999.69037877
 2399999.04761885 2399998.13161967 2399996.99151779 2399995.67644973
 2399994.23555206 2399992.71796132 2399991.17281404 2399989.64924677
 2399988.19639607 2399986.77154012 2399985.09931958 2399983.22097392
 2399981.20893773 2399979.1356456  2399977.07353214 2399975.09503194
 2399973.27257958 2399971.67860968 2399970.38555681 2399969.46585558
 2399968.96285322 2399968.57845987 2399968.21779188 2399967.88315141
 2399967.57684062 2399967.30116167 2399967.05841672 2399966.85090793
 2399966.68093747 2399966.5508075  2399966.46282018 2399966.41927766
 2399966.59267538 2399967.70539539 2399969.68237471 2399972.34186172
 2399975.50210482 2399978.9813524  2399982.59785283 2399986.16985453
 2399989.51560586 2399992.45335522 2399994.80135101 2399996.3778416
 2399997.07105922 2399997.53291228 2399997.96541841 2399998.36666589
 2399998.73474302 2399999.06773806 2399999.36373931 2399999.62083504
 2399999.83711353 2400000.01066306 2400000.13957192 2400000.22192839
 2400000.25582075 2400000.22991995 2400000.13085178 2399999.96810513
 2399999.75167682 2399999.49156368 2399999.19776253 2399998.88027018
 2399998.54908347 2399998.2141992  2399997.88561419 2399997.57332529
 2399997.28732929 2399997.03760172 2399996.79540161 2399996.53336679
 2399996.25836842 2399995.97727762 2399995.69696554 2399995.42430332
 2399995.16616211 2399994.92941304 2399994.72092725 2399994.54757588
 2399994.41623008 2399994.33376099 2399994.30709689 2399994.36162277
 2399994.5107424  2399994.74929673 2399995.07212671 2399995.47407329
 2399995.94997743 2399996.49468007 2399997.10302217 2399997.76984467
 2399998.48998852 2399999.25829469 2400000.06960411 2400000.91875773]",rotor electrical power
rotorse.rp.powercurve.Omega_spline,rpm,"[ 5.5         5.5501754   5.61439196  5.69114752  5.77893987  5.87626684
  5.98162624  6.09351589  6.2104336   6.34310821  6.50142922  6.67873724
  6.86834081  7.06354849  7.25766883  7.44401036  7.62110461  7.79777932
  7.97445403  8.15112874  8.32780346  8.50447817  8.68115288  8.85782759
  9.0345023   9.21117701  9.38785173  9.56452644  9.74120115  9.91787586
 10.09455057 10.27122528 10.4479     10.62457471 10.80124942 10.97792413
 11.15459884 11.33127356 11.50794827 11.68462298 11.86129769 12.0379724
 12.21464711 12.39132183 12.56799654 12.74782573 12.92980129 13.10758196
 13.27482647 13.45210655 13.6444214  13.82061398 13.94952536 13.99999659
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.         14.         14.         14.         14.
 14.         14.        ]",omega
rotorse.rp.gust.V_gust,m/s,[20.28898717],gust wind speed
