variables,units,values,description
rotorse.rs.frame.all_mode_shapes,,"[[-1.37683969e-01  1.47268206e+00  2.03674281e-01 -3.65918319e-01
  -1.72754056e-01]
 [ 1.14239287e-01  1.75617703e+00 -2.43470988e+00  3.24042720e+00
  -1.67613363e+00]
 [-2.15454955e-01  1.87446566e+00 -2.02018470e+01  3.67362486e+01
  -1.71934123e+01]
 [-6.51896562e-01  2.54646747e-01 -1.21722264e+01  2.81791430e+01
  -1.46096668e+01]
 [-5.97276972e+00  5.55390109e+01 -1.45383543e+02  1.43621468e+02
  -4.68041662e+01]
 [-2.72281709e+00  4.96266385e+01 -1.62786721e+02  1.86766431e+02
  -6.98835317e+01]
 [ 1.56677699e+01 -1.19559945e+02  3.19018843e+02 -3.57458416e+02
   1.43331748e+02]
 [-5.44574542e+00  6.01031990e+01 -1.72810912e+02  1.84992195e+02
  -6.58387373e+01]
 [ 1.11761115e+01 -9.45734776e+01  2.69750841e+02 -3.16229102e+02
   1.30875627e+02]
 [-1.01216347e+01  5.08741380e+01 -7.92702047e+01  3.69928701e+01
   2.52483136e+00]]","6-degree polynomial coefficients of mode shapes in the edge direction (x^2..x^6, no linear or constant term)"
rotorse.rs.frame.flap_mode_freqs,Hz,[ 0.88610248  2.86848725  6.33098041 15.84369237 20.61678481],Frequencies associated with mode shapes in the flap direction
rotorse.rs.frame.edge_mode_freqs,Hz,[ 1.57147023  4.86341282 10.52094136 11.58081907 19.36674291],Frequencies associated with mode shapes in the edge direction
rotorse.rs.frame.freqs,Hz,"[ 0.88610248  1.57147023  2.86848725  4.86341282  6.33098041  8.81602051
 10.52094136 11.58081907 15.84369237 16.00572909]","ration of 2nd and 1st natural frequencies, should be ratio of edgewise to flapwise"
rotorse.rs.frame.freq_distance,,[1.77346331],"ration of 2nd and 1st natural frequencies, should be ratio of edgewise to flapwise"
rotorse.rs.frame.dx,m,"[-0.00000000e+00  9.45359617e-04  3.76229705e-03  8.85015089e-03
  1.78951590e-02  3.42219795e-02  6.29594400e-02  1.09842128e-01
  1.78336763e-01  2.69819242e-01  3.85826107e-01  5.29010940e-01
  7.03014714e-01  9.11258218e-01  1.15583572e+00  1.43761752e+00
  1.75683582e+00  2.11407450e+00  2.51190254e+00  2.95548858e+00
  3.45061394e+00  3.99997978e+00  4.60180643e+00  5.25147457e+00
  5.94293325e+00  6.66893433e+00  7.42197994e+00  8.19687050e+00
  8.99851827e+00  9.85663166e+00]",deflection of blade section in airfoil x-direction
rotorse.rs.frame.dy,m,"[ 0.00000000e+00 -1.53857581e-04 -6.65212854e-04 -1.83904942e-03
 -4.54515858e-03 -1.02314640e-02 -2.07125830e-02 -3.74872840e-02
 -6.09023060e-02 -9.06138317e-02 -1.26323948e-01 -1.67862078e-01
 -2.15187264e-01 -2.68210200e-01 -3.26596895e-01 -3.89847213e-01
 -4.57507376e-01 -5.29359908e-01 -6.05504069e-01 -6.86255876e-01
 -7.71952167e-01 -8.62624794e-01 -9.57759108e-01 -1.05649467e+00
 -1.15823795e+00 -1.26265398e+00 -1.36905351e+00 -1.47650747e+00
 -1.58387319e+00 -1.68729483e+00]",deflection of blade section in airfoil y-direction
rotorse.rs.frame.dz,m,"[-0.00000000e+00 -3.01666633e-05 -6.86040773e-05 -1.19562796e-04
 -1.97354831e-04 -2.98137427e-04 -4.30304620e-04 -5.82448016e-04
 -7.33162724e-04 -8.80686961e-04 -1.02374059e-03 -1.15998299e-03
 -1.28850834e-03 -1.40796856e-03 -1.51787898e-03 -1.61920916e-03
 -1.71371245e-03 -1.80285201e-03 -1.88735122e-03 -1.96673643e-03
 -2.03992754e-03 -2.10571482e-03 -2.16356584e-03 -2.21323571e-03
 -2.25704956e-03 -2.29561983e-03 -2.32535989e-03 -2.34515998e-03
 -2.35979976e-03 -2.37406485e-03]",deflection of blade section in airfoil z-direction
rotorse.rs.frame.EI11,N*m**2,"[9.28493381e+09 1.08928150e+10 7.90615579e+09 3.59096875e+09
 1.87541661e+09 1.03137670e+09 6.23904967e+08 5.22239225e+08
 4.68280398e+08 4.04403008e+08 3.31607650e+08 2.61024402e+08
 2.10399181e+08 1.79512575e+08 1.55979158e+08 1.37115283e+08
 1.19162845e+08 9.59381772e+07 7.04065771e+07 5.10264447e+07
 3.92351979e+07 3.26900302e+07 2.69718560e+07 2.21617437e+07
 1.70961721e+07 1.35358425e+07 8.11389514e+06 2.87948645e+06
 8.92798375e+04 1.58641394e+03]",stiffness w.r.t principal axis 1
rotorse.rs.frame.EI22,N*m**2,"[9.28535163e+09 1.11768214e+10 1.02997318e+10 7.43537935e+09
 5.88027634e+09 4.15030659e+09 2.89970611e+09 2.35069870e+09
 1.97477091e+09 1.66228267e+09 1.35689257e+09 1.05643189e+09
 8.56814588e+08 7.66438360e+08 6.96893366e+08 5.84448463e+08
 4.28082387e+08 2.94095812e+08 2.09411125e+08 1.60085698e+08
 1.26930364e+08 1.20341996e+08 1.21441946e+08 1.22505104e+08
 5.80398602e+07 5.06337245e+07 3.71778796e+07 2.12066799e+07
 1.64533624e+06 3.18066283e+04]",stiffness w.r.t principal axis 2
rotorse.rs.frame.alpha,deg,"[14.48779603 18.97485353 18.1433096  17.70344213 14.48117984 12.34736133
 11.22242102 10.79726772 10.86260138 10.44997327  9.07323034  8.04648454
  7.20342597  6.39280615  5.62725731  5.07260789  4.74476632  4.4548698
  3.9759906   3.61821706  3.53506156  3.20772601  2.71939505  2.26783325
  3.07120808  2.71421591  1.79110264  0.47125571 -1.40769945 -2.95164333]",Angle between blade c.s. and principal axes
rotorse.rs.frame.M1,N*m,"[-5.70191173e+06 -5.35700043e+06 -4.97116792e+06 -4.71212560e+06
 -4.49378085e+06 -4.28536265e+06 -4.03492426e+06 -3.75876506e+06
 -3.46620337e+06 -3.17100377e+06 -2.88582074e+06 -2.61040003e+06
 -2.34443073e+06 -2.09059521e+06 -1.84982415e+06 -1.62252198e+06
 -1.40892684e+06 -1.20893854e+06 -1.02211743e+06 -8.48426493e+05
 -6.88160906e+05 -5.41236947e+05 -4.07874568e+05 -2.89640763e+05
 -1.89315427e+05 -1.09456276e+05 -5.24791394e+04 -1.83048386e+04
 -3.11630777e+03  7.85941331e-01]",distribution along blade span of bending moment w.r.t principal axis 1
rotorse.rs.frame.M2,N*m,"[ 2.96321871e+06  2.79215454e+06  2.70570267e+06  2.38970222e+06
  1.98667610e+06  1.53201891e+06  1.15759804e+06  8.56111265e+05
  6.38794697e+05  4.83712531e+05  3.37245156e+05  2.07059685e+05
  1.15479231e+05  4.87703165e+04 -1.27285106e+03 -3.50271627e+04
 -5.20828291e+04 -5.74591486e+04 -5.88428134e+04 -5.72903510e+04
 -5.04881885e+04 -4.22198542e+04 -3.47025622e+04 -2.66499712e+04
 -1.63617514e+04 -8.64483870e+03 -4.72292872e+03 -2.15365806e+03
 -4.93768611e+02  9.34414572e-03]",distribution along blade span of bending moment w.r.t principal axis 2
rotorse.rs.frame.F2,N,"[ 1.93850560e+05  1.92646231e+05  1.89424407e+05  1.89925048e+05
  1.91365285e+05  1.92907396e+05  1.92460551e+05  1.90252739e+05
  1.86227616e+05  1.80819340e+05  1.74712831e+05  1.68141438e+05
  1.61332181e+05  1.54462272e+05  1.47386439e+05  1.40053217e+05
  1.32551444e+05  1.24935872e+05  1.17189468e+05  1.09240211e+05
  1.00967901e+05  9.21391357e+04  8.23104862e+04  7.08781929e+04
  5.77940338e+04  4.32487630e+04  2.79748673e+04  1.41891235e+04
  4.31400055e+03 -1.19677422e+02]",distribution along blade span of force w.r.t principal axis 2
rotorse.rs.frame.F3,N,"[ 1.80265907e+05  1.86372126e+05  1.86437570e+05  1.82986736e+05
  1.77927272e+05  1.72333643e+05  1.66967366e+05  1.61476847e+05
  1.55294246e+05  1.48466186e+05  1.41115613e+05  1.33333855e+05
  1.25182926e+05  1.16625585e+05  1.07624624e+05  9.82101544e+04
  8.85116513e+04  7.87485271e+04  6.91527668e+04  5.98275012e+04
  5.07539515e+04  4.18723568e+04  3.32404344e+04  2.50023713e+04
  1.77433087e+04  1.16341247e+04  6.44354662e+03  2.43511633e+03
  4.24027190e+02 -2.81374923e-12]",axial resultant along blade span
rotorse.rs.strains.strainU_spar,,"[ 2.01658438e-04  1.13143543e-04  3.21862531e-04 -1.70906873e-03
 -2.46596324e-03 -3.66695826e-03 -4.99818653e-03 -4.99939500e-03
 -4.73623106e-03 -4.64994184e-03 -4.62964678e-03 -4.71791525e-03
 -4.74032601e-03 -4.60343008e-03 -4.39917835e-03 -4.12576189e-03
 -3.84319138e-03 -3.72017731e-03 -3.79339698e-03 -3.83391266e-03
 -3.66062544e-03 -3.26784245e-03 -2.87092100e-03 -2.40549068e-03
 -1.97406516e-03 -1.42075909e-03 -1.01720143e-03 -7.30032340e-04
  1.36879142e-04 -1.06418861e-06]","strain in spar cap on upper surface at location xu,yu_strain with loads P_strain"
rotorse.rs.strains.strainL_spar,,"[ 2.01658438e-04  1.13143543e-04  3.21862531e-04  1.41315569e-03
  2.10352972e-03  3.18639725e-03  4.42946478e-03  4.53116415e-03
  4.37363880e-03  4.33014598e-03  4.37646776e-03  4.49687942e-03
  4.54866825e-03  4.43129216e-03  4.21335679e-03  3.96047503e-03
  3.71777082e-03  3.62530553e-03  3.70096596e-03  3.72339256e-03
  3.55809789e-03  3.16451670e-03  2.75617374e-03  2.28380082e-03
  1.88077628e-03  1.34343330e-03  9.59462826e-04  6.85575070e-04
  1.36879142e-04 -1.06418861e-06]","strain in spar cap on lower surface at location xl,yl_strain with loads P_strain"
rotorse.rs.strains.strainU_te,,"[ 2.01658438e-04  1.13143543e-04  3.21862531e-04  4.88014911e-04
  8.22155256e-04  1.00615257e-03  1.15631254e-03  4.53657179e-04
 -2.60691058e-04 -6.90943889e-04 -8.29070297e-04 -9.27642725e-04
 -1.09090107e-03 -1.17079192e-03 -1.19507029e-03 -1.15697816e-03
 -1.13376844e-03 -1.07861048e-03 -9.89422603e-04 -8.90921205e-04
 -8.03953160e-04 -5.89870623e-04 -3.52498344e-04 -1.53270270e-04
 -2.64872438e-04 -1.11370316e-04 -3.26470200e-05  8.39413245e-06
  1.36879142e-04 -1.06418861e-06]","strain in trailing-edge panels on upper surface at location xu,yu_te with loads P_te"
rotorse.rs.strains.strainL_te,,"[ 2.01658438e-04  1.13143543e-04  3.21862531e-04  4.88014911e-04
  8.22155256e-04  1.00615257e-03  1.15631254e-03  4.53657179e-04
 -2.60691058e-04 -6.90943889e-04 -8.29070297e-04 -9.27642725e-04
 -1.09090107e-03 -1.17079192e-03 -1.19507029e-03 -1.15697816e-03
 -1.13376844e-03 -1.07861048e-03 -9.89422603e-04 -8.90921205e-04
 -8.03953160e-04 -5.89870623e-04 -3.52498344e-04 -1.53270270e-04
 -2.64872438e-04 -1.11370316e-04 -3.26470200e-05  8.39413245e-06
  1.36879142e-04 -1.06418861e-06]","strain in trailing-edge panels on lower surface at location xl,yl_te with loads P_te"
rotorse.rs.strains.axial_root_sparU_load2stress,m**2,[ 0.          0.         -0.12243468  0.19828654 -0.00345859  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the upper spar cap at blade root
rotorse.rs.strains.axial_root_sparL_load2stress,m**2,[ 0.          0.         -0.12243468  0.19828654 -0.00345859  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the lower spar cap at blade root
rotorse.rs.strains.axial_maxc_teU_load2stress,m**2,[ 0.          0.         -0.07417852  0.07953074 -0.03494476  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the upper trailing edge at blade max chord
rotorse.rs.strains.axial_maxc_teL_load2stress,m**2,[ 0.          0.         -0.07417852  0.07953074 -0.03494476  0.        ],Linear conversion factors between loads [Fx-z; Mx-z] and axial stress in the lower trailing edge at blade max chord
rotorse.rs.tip_pos.tip_deflection,m,[9.14287966],deflection at tip in yaw x-direction
rotorse.rs.aero_hub_loads.P,W,[7967908.93641149],Rotor aerodynamic power
rotorse.rs.aero_hub_loads.Mb,N/m,[6065158.58143749],Aerodynamic blade root flapwise moment
rotorse.rs.aero_hub_loads.Fhub,N,[522317.55527779   5636.2314527    6976.50125226],Aerodynamic forces at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.Mhub,N*m,[5434851.82849095  452788.33087872  539007.84532308],Aerodynamic moments at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.CP,,[0.14013988],Rotor aerodynamic power coefficient
rotorse.rs.aero_hub_loads.CMb,,[0.04331565],Aerodynamic blade root flapwise moment coefficient
rotorse.rs.aero_hub_loads.CFhub,,[0.19984415 0.00215648 0.00266928],Aerodynamic force coefficients at hub center in the hub c.s.
rotorse.rs.aero_hub_loads.CMhub,,[0.03881418 0.00323369 0.00384944],Aerodynamic moment coefficients at hub center in the hub c.s.
rotorse.rs.constr.constr_max_strainU_spar,,"[5.76166966e-02 7.53581131e-01 1.34616486e+00 1.33761609e+00
 1.07797075e+00 9.65733189e-01 4.28515091e-01 3.04053889e-04]",constraint for maximum strain in spar cap suction side
rotorse.rs.constr.constr_max_strainL_spar,,"[5.76166966e-02 6.45207165e-01 1.24606065e+00 1.28524692e+00
 1.04712386e+00 9.36276706e-01 4.05770452e-01 3.04053889e-04]",constraint for maximum strain in spar cap pressure side
rotorse.rs.constr.constr_max_strainU_te,,"[5.04146096e-02 2.82858856e-02 8.04656327e-02 1.22003728e-01
 2.05538814e-01 2.51538143e-01 2.89078134e-01 1.13414295e-01
 6.51727646e-02 1.72735972e-01 2.07267574e-01 2.31910681e-01
 2.72725267e-01 2.92697981e-01 2.98767572e-01 2.89244540e-01
 2.83442110e-01 2.69652620e-01 2.47355651e-01 2.22730301e-01
 2.00988290e-01 1.47467656e-01 8.81245859e-02 3.83175675e-02
 6.62181095e-02 2.78425789e-02 8.16175500e-03 2.09853311e-03
 3.42197854e-02 2.66047153e-04]",constraint for maximum strain in trailing edge suction side
rotorse.rs.constr.constr_max_strainL_te,,"[5.04146096e-02 2.82858856e-02 8.04656327e-02 1.22003728e-01
 2.05538814e-01 2.51538143e-01 2.89078134e-01 1.13414295e-01
 6.51727646e-02 1.72735972e-01 2.07267574e-01 2.31910681e-01
 2.72725267e-01 2.92697981e-01 2.98767572e-01 2.89244540e-01
 2.83442110e-01 2.69652620e-01 2.47355651e-01 2.22730301e-01
 2.00988290e-01 1.47467656e-01 8.81245859e-02 3.83175675e-02
 6.62181095e-02 2.78425789e-02 8.16175500e-03 2.09853311e-03
 3.42197854e-02 2.66047153e-04]",constraint for maximum strain in trailing edge pressure side
rotorse.rs.constr.constr_flap_f_margin,,[ -0.09749223  -1.88163853  -4.99788237 -13.55932313 -17.85510633],constraint on flap blade frequency such that ratio of 3P/f is above or below gamma with constraint <= 0
rotorse.rs.constr.constr_edge_f_margin,,[ -0.71432321  -3.67707154  -8.76884723  -9.72273716 -16.73006862],constraint on edge blade frequency such that ratio of 3P/f is above or below gamma with constraint <= 0
rotorse.rs.brs.d_r,m,[1.96424616],Root fastener circle diameter
rotorse.rs.brs.ratio,,[0.76511682],Ratio of recommended diameter over actual diameter. It can be constrained to be smaller than 1
rotorse.rc.sect_perimeter,m,"[8.16779755 9.48167561 9.89672268 9.65407349 9.37759755 8.90256392
 8.5725246  8.1852     7.90549786 7.58703747 7.03390289 6.3951933
 5.84164198 5.48463398 5.21337759 4.98179426 4.75758695 4.50517776
 4.20163864 3.91240754 3.70995999 3.65254715 3.64309306 3.63457793
 3.62758372 3.61661579 3.2882849  2.55684378 1.55493323 0.41738853]",Perimeter of the section along the blade span
rotorse.rc.layer_volume,m**3,"[ 0.1480459   2.90672027  0.49444696  0.49444696  0.05924906 -1.03157029
  1.732294    0.11128238  0.07472703  1.80972464  0.01145348  0.20671528
  0.01145348  0.04551423  0.86364208  0.04551423]","Volumes of each layer used in the blade, ignoring the scrap factor"
rotorse.rc.mat_volume,m**3,"[0.1480459  2.90672027 0.11393543 0.01657268 4.7983854  0.
 0.         0.         0.        ]","Volumes of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet volume"
rotorse.rc.mat_mass,kg,"[ 162.85048594 5362.89889608  210.21086568   32.15100339  527.82239404
    0.          145.50197325    0.            0.        ]","Masses of each material used in the blade, ignoring the scrap factor. For laminates, this is the wet mass."
rotorse.rc.mat_cost,USD,"[ 1177.40901336 10359.21147522   425.92925605    43.9013592
  6861.69112252     0.             0.          6598.27194286
     0.        ]","Costs of each material used in the blade, ignoring the scrap factor. For laminates, this is the cost of the dry fabric."
rotorse.rc.mat_cost_scrap,USD,"[ 1471.76126669 11913.09319651   489.81864445    46.09642716
  8234.02934703     0.             0.          7917.92633143
     0.        ]","Same as mat_cost, now including the scrap factor."
rotorse.rc.total_labor_hours,h,[722.31323076],Total amount of labor hours per blade.
rotorse.rc.total_skin_mold_gating_ct,h,[23.99989916],Total amount of gating cycle time per blade. This is the cycle time required in the main mold that cannot be parallelized unless the number of molds is increased.
rotorse.rc.total_non_gating_ct,h,[109.88332769],Total amount of non-gating cycle time per blade. This cycle time can happen in parallel.
rotorse.rc.total_metallic_parts_cost,USD,[4187.34927814],"Cost of the metallic parts (bolts, nuts, lightining protection system), excluding the blade joint."
rotorse.rc.total_consumable_cost_w_waste,USD,[5491.46819344],Cost of the consumables including the waste.
rotorse.rc.total_blade_mat_cost_w_waste,USD,[39751.54268486],Total blade material costs including the waste per blade.
rotorse.rc.total_cost_labor,USD,[24365.3140005],Total labor costs per blade.
rotorse.rc.total_cost_utility,USD,[391.27376865],Total utility costs per blade.
rotorse.rc.blade_variable_cost,USD,[64508.13045401],"Total blade variable costs per blade (material, labor, utility)."
rotorse.rc.total_cost_equipment,USD,[2622.25223125],Total equipment cost per blade.
rotorse.rc.total_cost_tooling,USD,[6978.32477224],Total tooling cost per blade.
rotorse.rc.total_cost_building,USD,[389.09686695],Total builting cost per blade.
rotorse.rc.total_maintenance_cost,USD,[2632.3490964],Total maintenance cost per blade.
rotorse.rc.total_labor_overhead,USD,[7309.59420015],Total labor overhead cost per blade.
rotorse.rc.cost_capital,USD,[5137.68168832],Cost of capital per blade.
rotorse.rc.blade_fixed_cost,USD,[25069.2988553],"Total blade fixed cost per blade (equipment, tooling, building, maintenance, labor, capital)."
rotorse.rc.total_blade_cost,USD,[89577.42930931],Total blade cost (variable and fixed)
rotorse.total_bc.total_blade_cost,USD,[89577.42930931],"Total blade cost (variable and fixed). For segmented blades, this is the total of inner+outer+joint"
drivese.hub_E,Pa,[2.1e+11],
drivese.hub_G,Pa,[8.07692308e+10],
drivese.hub_rho,kg/m**3,[8500.],
drivese.hub_Xy,Pa,[4.5e+08],
drivese.hub_wohler_exp,,[1.],
drivese.hub_wohler_A,,[3.55e+08],
drivese.hub_mat_cost,USD/kg,[0.],
drivese.spinner_rho,kg/m**3,[1940.],
drivese.spinner_Xt,Pa,[6.e+08],
drivese.spinner_mat_cost,USD/kg,[1.87],
drivese.lss_Xt,Pa,[3.55e+08],
drivese.lss_wohler_exp,,[1.],
drivese.lss_wohler_A,,[3.55e+08],
drivese.lss_cost,USD/kg,[0.],
drivese.hss_Xt,Pa,[3.55e+08],
drivese.hss_wohler_exp,,[1.],
drivese.hss_wohler_A,,[3.55e+08],
drivese.hss_cost,USD/kg,[0.],
drivese.bedplate_mat_cost,USD/kg,[0.],
drivese.constr_hub_diameter,m,[0.39733432],
drivese.spinner.spinner_diameter,m,[5.],
drivese.hub_system_cost,USD,[428.45156616],
drivese.stage_ratios,,[3.39674093 3.22322266 8.85969606],
drivese.D_gearbox,m,[1.20375],
drivese.L_lss,m,[3.1],
drivese.constr_length,m,[3.69921312],
drivese.bear1.mb_max_defl_ang,rad,[0.00872665],
drivese.bear1.mb_mass,kg,[1480.55356999],
drivese.bear1.mb_I,kg*m**2,[134.02030141  70.60698288  70.60698288],
drivese.bear2.mb_max_defl_ang,rad,[0.078],
drivese.bear2.mb_mass,kg,[1349.62411874],
drivese.bear2.mb_I,kg*m**2,[118.75932276  61.52201828  61.52201828],
drivese.lss_rpm,rpm,"[ 5.5         5.79310345  6.0862069   6.37931035  6.67241379  6.96551724
  7.25862069  7.55172414  7.84482759  8.13793103  8.43103448  8.72413793
  9.01724138  9.31034483  9.60344828  9.89655172 10.18965517 10.48275862
 10.77586207 11.06896552 11.36206897 11.65517241 11.94827586 12.24137931
 12.53448276 12.82758621 13.12068966 13.4137931  13.70689655 14.        ]",
drivese.hss_rpm,rpm,"[ 533.50000004  561.93103452  590.362069    618.79310349  647.22413797
  675.65517245  704.08620693  732.51724141  760.9482759   789.37931038
  817.81034486  846.24137934  874.67241383  903.10344831  931.53448279
  959.96551727  988.39655175 1016.82758624 1045.25862072 1073.6896552
 1102.12068968 1130.55172417 1158.98275865 1187.41379313 1215.84482761
 1244.27586209 1272.70689658 1301.13793106 1329.56896554 1358.00000002]",
drivese.generator.B_rymax,T,[1.3],
drivese.generator.B_trmax,T,[2.58109493],
drivese.generator.B_tsmax,T,[2.53866318],
drivese.generator.B_g1,T,[1.27324422],
drivese.generator.B_pm1,,[0.],
drivese.generator.N_s,,[30.],
drivese.generator.b_s,m,[0.01916372],
drivese.generator.b_t,m,[0.02342232],
drivese.generator.A_Curcalc,mm**2,[5.32629464],
drivese.generator.A_Cuscalc,mm**2,[287.4557278],
drivese.generator.b_m,,[0.],
drivese.generator.f,,"[26.675      28.09655173 29.51810345 30.93965517 32.3612069  33.78275862
 35.20431035 36.62586207 38.04741379 39.46896552 40.89051724 42.31206897
 43.73362069 45.15517242 46.57672414 47.99827586 49.41982759 50.84137931
 52.26293104 53.68448276 55.10603448 56.52758621 57.94913793 59.37068966
 60.79224138 62.2137931  63.63534483 65.05689655 66.47844828 67.9       ]",
drivese.generator.I_s,A,"[817.07755388 776.78718886 740.53954385 707.79279016 678.10084755
 651.09319771 626.45958406 603.93827004 583.30692546 564.37547836
 546.98045435 530.98045387 516.25250885 502.68912553 490.19586728
 478.68936611 468.09567723 458.34891008 449.39008403 441.16616756
 433.62926861 426.73594999 420.44664892 414.72518373 409.53833381
 404.85548143 400.64830578 396.89052164 393.55765567 390.62685496]",
drivese.generator.R_s,ohm,"[0.00378304 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304
 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304
 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304
 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304
 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304 0.00378304]",
drivese.generator.L_s,,[0.00018838],
drivese.generator.J_s,A/m**2,"[2.84244659 2.70228461 2.57618643 2.46226713 2.3589749  2.26502078
 2.17932545 2.10097838 2.02920613 1.96334748 1.90283373 1.84717298
 1.79593746 1.74875321 1.7052917  1.66526293 1.62840964 1.59450262
 1.56333668 1.53472735 1.50850801 1.48452756 1.46264836 1.44274455
 1.42470055 1.40840986 1.39377395 1.38070139 1.36910702 1.35891136]",
drivese.generator.A_1,,"[38373.02899374 36480.84221449 34778.51674207 33240.60626736
 31846.16118738 30577.78057263 29420.89360855 28363.20816389
 27394.28277834 26505.19095958 25688.25533647 24936.83525453
 24245.15567221 23608.16827884 23021.43797548 22481.04948863
 21983.53009295 21525.78532135 21105.04522127 20718.8192337
 20364.85816778 20041.12204986 19745.75286336 19477.05138137
 19233.45743968 19013.5331135  18815.94835267 18639.46870376
 18482.94480711 18345.30340462]",
drivese.generator.Losses,W,"[97154.89763369 90616.46707377 85092.78513211 80403.37200993
 76406.43218788 72989.3102374  70061.58569854 67550.0047022
 65394.71037801 63546.40508697 61964.19018417 60613.90451583
 59466.83424353 58498.70207356 57688.8688027  57019.69768752
 56476.04475735 56044.84733098 55714.78968735 55476.02978462
 55319.97460843 55239.09450272 55226.76893707 55277.15776961
 55385.09329857 55545.98935124 55755.76440402 56010.77631128
 56307.76668122 56643.81330247]",
drivese.generator.S,,[90.],
drivese.generator.Slot_aspect_ratio,,[0.],
drivese.generator.Slot_aspect_ratio1,,[4.17455588],
drivese.generator.Slot_aspect_ratio2,,[0.41862681],
drivese.generator.J_r,,"[152.50176507 144.78590196 137.81320979 131.48125151 125.7055893
 120.41599767 115.55359396 111.06863712 106.91881991 103.06793021
  99.48479153  96.14241711  93.01732898  90.08900566  87.33943098
  84.7527231   82.31482751  80.01326161  77.83690089  75.77579916
  73.82103651  71.96459032  70.19922519  68.51839867  66.91618027
  65.38718153  63.92649548  62.52964404  61.19253215  59.91140771]",
drivese.generator.L_sm,,[0.02440842],
drivese.generator.Q_r,,[72.],
drivese.generator.R_R,,[0.03166633],
drivese.generator.b_r,,[0.02388762],
drivese.generator.b_tr,,[0.02919599],
drivese.generator.b_trmin,,[0.02871602],
drivese.generator.N_r,,[148.],
drivese.generator.L_r,,[0.00017228],
drivese.generator.h_yr,,[0.21839013],
drivese.generator.h_ys,,[0.21839013],
drivese.generator.tau_p,,[0.63879051],
drivese.generator.Current_ratio,,"[0.20518646 0.21612116 0.22705586 0.23799056 0.24892526 0.25985996
 0.27079467 0.28172937 0.29266407 0.30359877 0.31453347 0.32546817
 0.33640287 0.34733758 0.35827228 0.36920698 0.38014168 0.39107638
 0.40201108 0.41294579 0.42388049 0.43481519 0.44574989 0.45668459
 0.46761929 0.47855399 0.4894887  0.5004234  0.5113581  0.5222928 ]",
drivese.generator.E_p,,"[ 820.74582837  864.48463427  908.22344017  951.96224606  995.70105196
 1039.43985786 1083.17866375 1126.91746965 1170.65627555 1214.39508145
 1258.13388734 1301.87269324 1345.61149914 1389.35030503 1433.08911093
 1476.82791683 1520.56672272 1564.30552862 1608.04433452 1651.78314041
 1695.52194631 1739.26075221 1782.9995581  1826.738364   1870.4771699
 1914.21597579 1957.95478169 2001.69358759 2045.43239348 2089.17119938]",
drivese.generator_cost,USD,[75626.0325416],
drivese.generator.con_uas,m,[0.],
drivese.generator.con_zas,m,[0.],
drivese.generator.con_yas,m,[0.],
drivese.generator.con_bst,m,[0.],
drivese.generator.con_uar,m,[0.],
drivese.generator.con_yar,m,[0.],
drivese.generator.con_zar,m,[0.],
drivese.generator.con_br,m,[0.],
drivese.generator.TCr,m**3,[0.06333552],
drivese.generator.TCs,m**3,[-0.11899348],
drivese.generator.con_TC2r,m**3,[-0.11899348],
drivese.generator.con_TC2s,m**3,[-0.11899348],
drivese.generator.con_Bsmax,T,[1.39626475],
drivese.generator.K_rad_L,,[0.40163934],
drivese.generator.K_rad_U,,[0.40163934],
drivese.generator.D_ratio_L,,[1.49736086],
drivese.generator.D_ratio_U,,[1.49736086],
drivese.generator.converter_efficiency,,"[0.98313008 0.98332178 0.98349409 0.98364966 0.98379072 0.98391908
 0.9840363  0.98414366 0.98424228 0.98433309 0.98441691 0.98449445
 0.98456632 0.98463305 0.98469511 0.98475293 0.98480686 0.98485723
 0.98490433 0.98494842 0.98498974 0.98502849 0.98506487 0.98509903
 0.98513115 0.98516135 0.98518977 0.98521653 0.98524172 0.98526546]",
drivese.generator.transformer_efficiency,,"[0.99076363 0.99048244 0.99018666 0.98987628 0.98955131 0.98921174
 0.98885758 0.98848882 0.98810546 0.98770751 0.98729496 0.98686782
 0.98642608 0.98596974 0.98549881 0.98501328 0.98451316 0.98399844
 0.98346913 0.98292521 0.98236671 0.98179361 0.98120591 0.98060361
 0.97998672 0.97935524 0.97870915 0.97804848 0.9773732  0.97668333]",
drivese.generator_efficiency,,"[0.92673269 0.92983442 0.93240923 0.93454743 0.93632013 0.9377839
 0.93898428 0.93995818 0.94073584 0.94134222 0.94179805 0.94212069
 0.94232474 0.94242259 0.94242477 0.94234031 0.94217699 0.9419415
 0.94163969 0.94127662 0.94085674 0.94038396 0.93986171 0.93929303
 0.93868063 0.93802691 0.937334   0.93660382 0.93583811 0.9350384 ]",
